,years_experience,degree,nr_commits,nr_languages,nr_stars
0,5.0,3.0,5054.0,5.0,10.0
1,0.0,0.0,5.0,3.0,6.0
2,2.0,2.0,2024.0,1.0,15.0
3,5.0,0.0,5054.0,1.0,12.0
4,4.0,2.0,4042.0,5.0,14.0
5,9.0,3.0,9098.0,4.0,16.0
6,6.0,0.0,6067.0,7.0,13.0
7,2.0,0.0,26.0,5.0,5.0
8,2.0,0.0,23.0,1.0,4.0
9,4.0,2.0,4045.0,3.0,11.0
10,4.0,3.0,4044.0,1.0,17.0
11,3.0,1.0,3031.0,9.0,15.0
12,2.0,0.0,25.0,4.0,8.0
13,1.0,0.0,13.0,1.0,1.0
14,3.0,2.0,3032.0,14.0,13.0
15,1.0,0.0,11.0,1.0,4.0
16,0.0,1.0,5.0,2.0,2.0
17,4.0,2.0,4042.0,5.0,10.0
18,2.0,0.0,22.0,1.0,1.0
19,1.0,0.0,15.0,0.0,7.0
20,2.0,0.0,25.0,2.0,4.0
21,3.0,1.0,3034.0,6.0,16.0
22,5.0,1.0,5054.0,9.0,21.0
23,5.0,0.0,5055.0,2.0,11.0
24,0.0,0.0,2.0,11.0,2.0
25,1.0,1.0,1011.0,7.0,12.0
26,3.0,2.0,3032.0,5.0,16.0
27,5.0,2.0,5054.0,4.0,15.0
28,3.0,0.0,36.0,3.0,1.0
29,5.0,2.0,5052.0,3.0,17.0
30,0.0,0.0,5.0,5.0,3.0
31,1.0,0.0,16.0,6.0,1.0
32,3.0,0.0,33.0,3.0,4.0
33,4.0,0.0,41.0,16.0,0.0
34,6.0,0.0,6064.0,5.0,10.0
35,5.0,0.0,5052.0,3.0,22.0
36,5.0,0.0,5059.0,6.0,12.0
37,4.0,1.0,4045.0,2.0,13.0
38,0.0,3.0,5.0,8.0,16.0
39,2.0,3.0,2022.0,4.0,13.0
40,3.0,0.0,34.0,3.0,5.0
41,1.0,0.0,20.0,5.0,6.0
42,3.0,3.0,3035.0,7.0,16.0
43,9.0,0.0,9093.0,16.0,10.0
44,4.0,0.0,4044.0,2.0,14.0
45,1.0,1.0,16.0,1.0,3.0
46,3.0,2.0,3033.0,7.0,15.0
47,1.0,0.0,15.0,15.0,1.0
48,5.0,2.0,5052.0,1.0,15.0
49,5.0,1.0,5052.0,9.0,10.0
50,2.0,0.0,24.0,1.0,1.0
51,3.0,0.0,31.0,1.0,2.0
52,3.0,0.0,3031.0,2.0,13.0
53,3.0,2.0,3032.0,1.0,12.0
54,3.0,0.0,34.0,4.0,7.0
55,4.0,1.0,4042.0,1.0,11.0
56,2.0,0.0,22.0,4.0,0.0
57,2.0,2.0,24.0,5.0,3.0
58,6.0,2.0,6066.0,2.0,15.0
59,3.0,0.0,3030.0,3.0,17.0
60,5.0,0.0,5054.0,2.0,12.0
61,5.0,2.0,5053.0,1.0,13.0
62,0.0,0.0,4.0,0.0,10.0
63,2.0,1.0,27.0,3.0,1.0
64,7.0,1.0,7072.0,4.0,14.0
65,0.0,3.0,3.0,6.0,13.0
66,2.0,0.0,23.0,0.0,4.0
67,6.0,2.0,6063.0,14.0,16.0
68,10.0,2.0,10105.0,15.0,14.0
69,3.0,0.0,35.0,1.0,4.0
70,0.0,0.0,3.0,1.0,5.0
71,2.0,2.0,2025.0,3.0,13.0
72,3.0,1.0,3032.0,4.0,12.0
73,3.0,0.0,36.0,10.0,4.0
74,1.0,1.0,14.0,9.0,1.0
75,2.0,0.0,23.0,7.0,8.0
76,3.0,0.0,36.0,4.0,4.0
77,6.0,2.0,6065.0,2.0,16.0
78,8.0,1.0,8082.0,9.0,14.0
79,3.0,3.0,3030.0,1.0,11.0
80,4.0,1.0,4041.0,6.0,15.0
81,1.0,2.0,1014.0,5.0,13.0
82,0.0,0.0,2.0,5.0,6.0
83,5.0,0.0,5053.0,3.0,13.0
84,1.0,0.0,13.0,4.0,3.0
85,2.0,1.0,23.0,1.0,4.0
86,5.0,2.0,5053.0,3.0,10.0
87,1.0,2.0,1013.0,2.0,13.0
88,6.0,1.0,6063.0,11.0,14.0
89,1.0,0.0,15.0,0.0,4.0
90,4.0,0.0,4046.0,12.0,16.0
91,4.0,3.0,4043.0,3.0,15.0
92,2.0,1.0,2022.0,2.0,15.0
93,6.0,0.0,6069.0,3.0,15.0
94,2.0,0.0,24.0,2.0,6.0
95,2.0,2.0,2024.0,1.0,13.0
96,2.0,0.0,25.0,0.0,3.0
97,0.0,0.0,7.0,6.0,1.0
98,0.0,2.0,7.0,1.0,2.0
99,6.0,1.0,6063.0,4.0,13.0
100,3.0,0.0,36.0,7.0,4.0
101,0.0,1.0,5.0,0.0,4.0
102,1.0,0.0,13.0,3.0,0.0
103,7.0,1.0,7075.0,10.0,12.0
104,4.0,3.0,4047.0,17.0,13.0
105,11.0,0.0,11112.0,8.0,16.0
106,1.0,0.0,10.0,3.0,8.0
107,3.0,2.0,3034.0,9.0,17.0
108,2.0,0.0,24.0,4.0,5.0
109,11.0,2.0,11111.0,2.0,14.0
110,5.0,0.0,5054.0,2.0,11.0
111,3.0,2.0,3033.0,2.0,11.0
112,3.0,0.0,35.0,0.0,2.0
113,5.0,1.0,5055.0,4.0,13.0
114,2.0,1.0,24.0,2.0,3.0
115,6.0,2.0,6066.0,7.0,17.0
116,5.0,2.0,5056.0,7.0,15.0
117,6.0,0.0,6063.0,9.0,11.0
118,4.0,2.0,4041.0,6.0,13.0
119,5.0,2.0,5053.0,10.0,17.0
120,3.0,2.0,3036.0,4.0,11.0
121,1.0,0.0,14.0,7.0,4.0
122,0.0,0.0,3.0,2.0,3.0
123,6.0,1.0,6064.0,3.0,13.0
124,4.0,1.0,4044.0,1.0,12.0
125,4.0,0.0,4045.0,2.0,15.0
126,4.0,0.0,4041.0,6.0,12.0
127,0.0,0.0,4.0,0.0,2.0
128,7.0,0.0,7076.0,5.0,15.0
129,1.0,0.0,17.0,5.0,6.0
130,2.0,2.0,2028.0,15.0,12.0
131,3.0,2.0,3036.0,2.0,16.0
132,2.0,3.0,2024.0,3.0,13.0
133,1.0,3.0,1014.0,5.0,15.0
134,3.0,0.0,32.0,10.0,6.0
135,2.0,2.0,2025.0,4.0,15.0
136,1.0,0.0,12.0,4.0,2.0
137,3.0,3.0,3033.0,6.0,15.0
138,6.0,1.0,6061.0,1.0,19.0
139,6.0,2.0,6062.0,9.0,21.0
140,5.0,2.0,5053.0,8.0,12.0
141,2.0,2.0,2028.0,6.0,17.0
142,0.0,1.0,2.0,2.0,5.0
143,6.0,2.0,6063.0,9.0,14.0
144,7.0,0.0,7077.0,3.0,18.0
145,0.0,0.0,5.0,1.0,3.0
146,6.0,2.0,6063.0,11.0,13.0
147,3.0,1.0,3034.0,9.0,18.0
148,2.0,0.0,23.0,9.0,5.0
149,0.0,2.0,1.0,15.0,1.0
150,0.0,1.0,5.0,3.0,4.0
151,2.0,2.0,2027.0,1.0,12.0
152,6.0,2.0,6065.0,2.0,15.0
153,7.0,1.0,7075.0,3.0,17.0
154,0.0,3.0,3.0,2.0,10.0
155,5.0,2.0,5053.0,4.0,12.0
156,3.0,0.0,3033.0,3.0,12.0
157,5.0,2.0,5057.0,3.0,16.0
158,0.0,2.0,11.0,5.0,5.0
159,3.0,1.0,3034.0,3.0,14.0
160,5.0,3.0,5054.0,5.0,14.0
161,5.0,2.0,5053.0,6.0,16.0
162,1.0,0.0,14.0,4.0,0.0
163,5.0,2.0,5056.0,8.0,11.0
164,3.0,2.0,3035.0,3.0,15.0
165,1.0,0.0,12.0,4.0,2.0
166,4.0,0.0,4049.0,2.0,13.0
167,3.0,2.0,3033.0,3.0,14.0
168,1.0,2.0,1013.0,1.0,15.0
169,0.0,0.0,1.0,2.0,6.0
170,3.0,2.0,3037.0,2.0,14.0
171,3.0,0.0,33.0,6.0,7.0
172,10.0,1.0,10101.0,1.0,11.0
173,8.0,2.0,8090.0,11.0,12.0
174,3.0,2.0,3035.0,8.0,17.0
175,3.0,2.0,3035.0,5.0,19.0
176,2.0,0.0,25.0,3.0,3.0
177,4.0,0.0,4045.0,7.0,10.0
178,3.0,2.0,3032.0,1.0,15.0
179,1.0,3.0,1012.0,2.0,14.0
180,4.0,0.0,42.0,13.0,3.0
181,4.0,1.0,4044.0,7.0,11.0
182,3.0,0.0,33.0,8.0,7.0
183,0.0,2.0,3.0,0.0,2.0
184,2.0,0.0,2024.0,4.0,17.0
185,4.0,3.0,4044.0,2.0,14.0
186,4.0,3.0,4040.0,6.0,15.0
187,3.0,0.0,3032.0,4.0,14.0
188,3.0,0.0,3035.0,1.0,13.0
189,1.0,0.0,12.0,0.0,8.0
190,2.0,1.0,2021.0,4.0,16.0
191,2.0,2.0,2022.0,3.0,13.0
192,4.0,0.0,4041.0,2.0,14.0
193,2.0,1.0,21.0,9.0,5.0
194,7.0,1.0,7074.0,7.0,13.0
195,1.0,0.0,10.0,10.0,3.0
196,0.0,0.0,5.0,4.0,1.0
197,1.0,0.0,10.0,5.0,2.0
198,4.0,2.0,4043.0,6.0,18.0
199,1.0,1.0,14.0,5.0,6.0
200,5.0,2.0,5059.0,3.0,14.0
201,1.0,2.0,1019.0,4.0,14.0
202,4.0,3.0,4041.0,4.0,14.0
203,1.0,2.0,1011.0,1.0,19.0
204,2.0,1.0,2026.0,1.0,12.0
205,1.0,2.0,13.0,0.0,10.0
206,0.0,0.0,4.0,5.0,4.0
207,5.0,1.0,5055.0,6.0,13.0
208,3.0,0.0,33.0,3.0,2.0
209,1.0,1.0,11.0,0.0,3.0
210,3.0,0.0,32.0,4.0,9.0
211,1.0,3.0,1011.0,9.0,15.0
212,4.0,0.0,4047.0,1.0,20.0
213,4.0,0.0,4043.0,6.0,13.0
214,1.0,2.0,1017.0,6.0,18.0
215,3.0,3.0,3032.0,2.0,18.0
216,1.0,0.0,17.0,8.0,8.0
217,8.0,1.0,8082.0,8.0,16.0
218,5.0,2.0,5059.0,9.0,14.0
219,1.0,0.0,10.0,1.0,1.0
220,3.0,0.0,35.0,9.0,7.0
221,1.0,2.0,1012.0,3.0,12.0
222,4.0,1.0,4042.0,13.0,19.0
223,1.0,0.0,14.0,4.0,10.0
224,2.0,1.0,2023.0,6.0,12.0
225,4.0,0.0,4044.0,4.0,22.0
226,2.0,0.0,24.0,4.0,1.0
227,2.0,3.0,2025.0,7.0,14.0
228,2.0,0.0,22.0,1.0,7.0
229,3.0,0.0,34.0,6.0,1.0
230,1.0,0.0,14.0,4.0,4.0
231,2.0,0.0,20.0,2.0,6.0
232,3.0,2.0,3033.0,15.0,12.0
233,3.0,0.0,3037.0,2.0,13.0
234,1.0,1.0,15.0,8.0,0.0
235,5.0,1.0,5051.0,8.0,13.0
236,2.0,2.0,2026.0,13.0,14.0
237,2.0,0.0,27.0,1.0,4.0
238,3.0,1.0,3033.0,2.0,11.0
239,5.0,2.0,5056.0,15.0,14.0
240,1.0,2.0,1016.0,1.0,16.0
241,4.0,2.0,4047.0,3.0,15.0
242,3.0,0.0,31.0,0.0,1.0
243,1.0,0.0,13.0,6.0,0.0
244,1.0,3.0,1013.0,2.0,21.0
245,3.0,1.0,3035.0,6.0,13.0
246,2.0,1.0,23.0,0.0,2.0
247,2.0,0.0,24.0,10.0,0.0
248,3.0,0.0,34.0,7.0,3.0
249,2.0,0.0,28.0,1.0,2.0
250,3.0,2.0,3034.0,2.0,10.0
251,3.0,3.0,3036.0,3.0,10.0
252,1.0,1.0,16.0,0.0,6.0
253,2.0,0.0,24.0,5.0,4.0
254,5.0,0.0,5053.0,8.0,12.0
255,1.0,2.0,12.0,2.0,6.0
256,1.0,0.0,16.0,4.0,2.0
257,8.0,1.0,8086.0,5.0,13.0
258,4.0,0.0,4042.0,2.0,12.0
259,3.0,2.0,3031.0,1.0,15.0
260,0.0,1.0,5.0,6.0,5.0
261,6.0,0.0,6062.0,7.0,11.0
262,1.0,2.0,1014.0,6.0,18.0
263,2.0,0.0,24.0,1.0,4.0
264,5.0,2.0,5052.0,6.0,17.0
265,4.0,1.0,4043.0,2.0,15.0
266,2.0,2.0,2025.0,4.0,16.0
267,2.0,1.0,24.0,2.0,6.0
268,2.0,2.0,2024.0,8.0,14.0
269,1.0,1.0,13.0,8.0,11.0
270,0.0,0.0,7.0,4.0,6.0
271,5.0,2.0,5053.0,6.0,13.0
272,3.0,2.0,3035.0,6.0,12.0
273,5.0,2.0,5054.0,9.0,12.0
274,1.0,2.0,1013.0,3.0,13.0
275,2.0,2.0,2023.0,12.0,13.0
276,0.0,0.0,3.0,5.0,3.0
277,4.0,0.0,4042.0,9.0,12.0
278,1.0,3.0,1013.0,6.0,17.0
279,4.0,0.0,4042.0,6.0,19.0
280,2.0,0.0,21.0,3.0,2.0
281,4.0,0.0,4042.0,1.0,14.0
282,3.0,1.0,3033.0,26.0,14.0
283,1.0,1.0,14.0,0.0,2.0
284,3.0,0.0,3035.0,3.0,16.0
285,2.0,2.0,2023.0,4.0,15.0
286,4.0,3.0,4043.0,10.0,13.0
