,h_post,h_post_individualized
15046,0.96,
14311,0.86,
16150,0.92,
16560,0.94,
13822,0.96,
10877,0.9,
17345,0.98,
19531,0.92,
17543,0.6,
17692,0.86,
10386,0.84,
15252,0.86,
19336,0.88,
18757,0.96,
12056,0.84,
10112,0.88,
12931,0.94,
13539,0.96,
17460,0.78,
13054,0.94,
11194,0.82,
18370,0.96,
11040,0.12000000000000001,
12433,0.96,
18366,0.54,
13042,0.88,
13259,0.82,
16843,0.92,
17245,0.88,
14416,0.64,
12778,0.82,
10427,0.96,
18839,0.94,
19405,0.82,
15004,0.94,
15934,0.96,
11976,0.84,
16805,0.9,
16884,0.94,
12354,0.84,
17722,0.84,
15606,0.94,
14523,0.96,
13517,0.96,
17599,0.92,
16444,0.96,
19988,0.03999999999999999,
19005,0.96,
19916,0.96,
10303,0.98,
10652,0.92,
14856,0.88,
10317,0.84,
15099,0.88,
12069,0.98,
15879,0.98,
12899,0.94,
10605,0.98,
19828,0.84,
12905,0.88,
13326,0.96,
15088,0.9,
13093,0.96,
17214,0.86,
13563,0.0,
10164,0.94,
12054,0.98,
17702,0.96,
13938,0.98,
17521,0.96,
12838,0.84,
12044,0.86,
13864,0.92,
12272,0.96,
19713,0.96,
18521,0.98,
18307,0.92,
11737,0.96,
13917,0.03999999999999999,
12321,0.84,
15727,0.86,
14919,0.9,
16786,0.9,
19926,0.82,
19487,0.96,
13873,0.84,
11219,0.94,
16537,0.52,
17874,0.96,
17210,0.9,
14922,0.96,
14855,0.82,
13265,0.96,
15389,0.96,
12410,0.98,
16861,0.94,
18427,0.92,
12220,0.96,
14323,0.78,
13014,0.94,
11156,0.84,
10304,0.82,
16027,0.96,
11149,0.62,
14827,0.9,
12113,0.76,
10162,0.8,
18504,0.82,
16717,0.84,
13417,0.98,
12207,0.96,
19391,0.78,
15066,0.96,
12911,0.98,
11038,0.94,
17510,0.88,
11601,1.0,
14281,0.88,
14555,1.0,
18808,0.66,
18902,0.96,
16835,0.84,
11379,0.96,
10556,0.9,
15604,0.88,
17675,0.86,
10179,0.9,
19433,0.98,
17122,0.98,
11876,0.84,
14978,0.94,
19589,0.96,
19447,0.96,
11525,0.98,
15852,0.82,
19839,0.68,
12166,0.94,
19478,0.96,
12900,0.92,
10360,0.88,
15991,0.98,
12435,0.94,
11380,0.82,
15397,0.9,
14992,0.94,
17146,0.92,
13714,0.98,
18063,0.98,
14095,0.98,
17082,0.8,
16554,0.96,
11905,0.96,
18641,0.06,
15610,0.96,
11584,0.98,
10455,0.14,
15672,0.86,
10671,0.84,
15761,0.78,
19670,0.9,
10037,0.96,
14229,0.96,
10453,0.92,
15532,0.8,
11422,0.84,
19151,0.82,
19150,0.98,
14612,0.84,
11607,0.9,
14772,0.96,
15522,0.82,
19725,0.94,
12360,0.88,
10119,0.82,
12873,0.96,
10565,0.03999999999999999,
12697,0.96,
18119,0.96,
14645,0.94,
19525,0.84,
10150,0.96,
18830,0.92,
14647,0.94,
17068,0.98,
15742,0.84,
11240,0.9,
11739,0.96,
16214,0.94,
18471,0.84,
17984,0.88,
19512,0.9,
18735,0.94,
17858,0.88,
11417,0.96,
18007,0.92,
10498,0.84,
18648,0.82,
11852,0.94,
19692,0.98,
10983,0.66,
