,x1,x2
2420,0.6,0.0
3153,0.7,-0.0
2105,1.5,-0.0
3022,1.7,-0.0
3504,0.4,2.1
2253,1.3,3.3
2050,1.0,-0.0
2988,2.0,-0.0
2540,1.5,-0.0
3049,1.7,3.6
2157,1.0,-0.0
2582,0.6,-0.0
2491,0.0,2.1
3583,0.0,1.3
2706,2.5,0.0
3891,1.4,0.0
2841,0.9,0.0
3635,2.8,-0.0
3610,2.4,0.0
2399,0.7,-0.0
2200,0.4,1.3
2283,2.6,2.2
3579,1.4,-0.0
3663,1.2,0.0
2870,1.3,-0.0
2181,0.7,1.3
3355,1.5,0.0
3553,1.1,0.0
3275,0.9,0.0
2238,0.7,-0.0
2933,1.1,0.0
3483,0.7,4.2
2111,1.0,-0.0
2411,3.0,-0.0
2196,0.1,1.4
2047,2.1,2.0
2002,0.7,3.1
3573,0.9,0.0
2959,0.9,0.0
3125,1.8,0.0
2414,0.1,2.1
3054,1.4,0.0
3443,1.9,0.0
3258,1.3,0.0
3766,0.8,4.1
2879,1.1,0.7
2867,1.4,-0.0
3865,1.7,-0.0
3914,1.1,0.0
2333,1.8,-0.0
2908,1.3,2.1
3117,1.0,0.0
2367,0.9,0.0
3641,2.5,0.0
3935,0.5,-0.0
2218,1.3,0.0
3699,0.9,0.0
3762,0.7,2.3
2577,2.0,0.0
3716,1.7,4.7
2433,1.2,-0.0
2144,0.2,1.3
2844,0.8,-0.0
3497,0.7,2.5
3897,1.3,0.0
2391,1.1,0.0
2893,1.0,0.0
2907,0.9,0.0
2299,2.2,0.0
2152,1.9,0.0
2731,2.6,0.0
2709,2.6,-0.0
3370,1.7,-0.0
2851,1.1,-0.0
3074,2.7,-0.0
3546,0.9,-0.0
3324,1.1,0.0
2510,1.0,0.0
2525,1.8,0.0
2858,1.1,2.6
2636,1.4,0.0
3636,1.4,-0.0
3124,0.7,-0.0
3212,1.0,0.0
2027,1.7,2.1
2483,0.5,2.6
3366,1.0,-0.0
3574,1.3,3.6
3681,2.2,3.1
2346,2.1,4.2
2550,0.8,0.0
3940,1.2,-0.0
3262,0.3,1.3
2403,0.6,0.0
2574,0.7,-0.0
3977,1.3,0.0
2766,1.0,0.0
2407,1.8,0.4
2073,1.3,-0.0
3867,1.8,0.0
3780,1.2,-0.0
2880,2.6,3.3
3338,0.1,2.1
2777,0.6,0.0
3278,0.8,0.0
3824,2.8,1.5
3168,1.8,3.1
2842,2.5,0.0
2279,1.2,0.0
3799,1.3,0.0
2337,1.3,0.0
2874,2.1,1.3
2036,1.0,0.0
3926,1.0,0.0
2417,1.5,0.0
3730,0.7,-0.0
3459,1.0,0.0
2334,2.1,3.1
3246,1.3,0.0
2422,1.4,0.0
2014,0.9,2.1
3197,2.1,-0.0
2721,0.6,0.0
3423,1.8,0.0
2732,0.7,1.8
3668,1.3,4.2
2594,1.7,0.0
3750,1.2,-0.0
2113,0.3,4.2
3385,1.1,-0.0
3829,2.6,1.9
2295,1.1,-0.0
2716,2.2,0.0
2405,0.2,1.4
3567,-0.0,1.8
3334,1.1,0.0
3088,1.2,0.0
2108,0.6,0.0
3089,1.0,0.0
3966,0.7,1.4
3188,2.2,0.0
3986,0.5,-0.0
3665,2.0,-0.0
3642,1.0,0.0
3277,0.6,1.8
3287,2.6,2.8
2174,1.3,-0.0
2718,2.1,3.3
2958,0.4,1.9
2753,0.7,0.0
3034,1.1,3.1
3848,1.6,-0.0
2350,0.8,2.1
2512,0.1,2.3
3659,1.4,0.0
3121,2.2,0.0
2324,0.8,-0.0
2691,0.5,2.1
2154,1.5,3.3
3032,2.3,0.0
2442,-0.0,1.3
3803,1.5,-0.0
2641,1.5,-0.0
3405,1.1,-0.0
2294,0.7,2.6
3308,1.4,-0.0
2835,0.7,0.0
2965,2.8,4.2
2009,0.9,0.0
3961,1.8,4.2
2592,1.8,1.0
3004,1.7,-0.0
3364,1.3,0.0
3976,1.3,1.7
3027,1.0,2.3
2993,1.2,0.0
2478,1.1,0.0
2618,0.9,2.0
2911,0.6,-0.0
3673,2.3,0.1
2217,1.1,1.8
3295,2.0,-0.0
3340,0.6,1.3
3921,1.5,2.8
2868,0.8,0.0
2076,2.7,-0.0
2700,2.8,2.6
3190,1.0,0.0
3221,0.9,0.0
2344,1.7,0.0
3182,1.3,0.0
2544,0.7,4.2
2755,0.8,-0.0
2855,0.1,0.9
2109,1.4,-0.0
2589,0.8,-0.0
3003,1.0,0.0
2866,1.6,0.0
2265,0.8,0.0
2408,1.4,-0.0
