,x1,x2
2553,1.5,-0.0
3438,0.1,0.0
2709,1.0,4.1
2118,1.6,0.9
3481,2.2,0.0
3546,0.3,0.4
2257,0.4,0.0
2285,0.3,0.9
3544,-0.0,0.1
3353,0.7,0.7
2518,1.6,2.3
2188,0.6,0.0
2040,0.9,0.0
3234,0.9,0.0
3574,2.0,0.0
3615,1.0,0.0
2485,1.5,-0.0
3333,2.7,-0.0
3088,1.5,0.0
2513,2.2,-0.0
3275,1.1,-0.0
2264,2.5,-0.0
3651,2.8,0.0
2932,1.6,-0.0
3858,1.4,0.0
3552,0.6,0.5
2143,1.1,0.0
3208,2.3,1.4
3407,0.0,4.4
3472,0.9,0.0
3567,0.3,0.0
2067,1.8,0.1
2514,0.9,-0.0
2108,0.5,0.0
3726,2.3,2.7
3258,2.1,0.0
3426,1.8,3.4
3557,0.2,1.3
3565,1.1,0.0
3556,0.0,2.6
3367,1.0,-0.0
2910,1.9,-0.0
3442,0.7,-0.0
3526,0.8,-0.0
3360,1.7,2.8
2753,-0.0,1.3
2106,0.1,-0.0
2989,0.8,0.1
3193,1.7,1.8
3833,0.0,0.1
2900,0.0,0.1
3910,0.6,0.0
2160,0.2,0.1
3907,0.1,-0.0
3921,0.6,3.8
2710,1.8,0.0
2195,-0.0,1.0
3433,1.9,0.0
2992,2.6,2.8
3789,0.7,-0.0
3246,1.5,0.0
2199,1.5,0.0
2802,1.2,2.5
2869,0.0,0.5
3595,0.8,1.7
2922,1.5,0.0
3777,0.2,1.1
3153,0.9,0.2
2973,1.0,-0.0
2639,0.5,0.2
3150,2.4,3.0
3941,1.0,0.0
2798,0.9,-0.0
3765,0.4,0.0
2301,2.2,-0.0
3793,0.0,0.1
3262,0.8,0.0
2897,0.6,-0.0
2414,0.2,-0.0
3233,0.3,0.8
2005,0.8,1.0
3454,0.9,0.4
2879,1.3,0.9
2093,1.9,0.0
3841,0.9,4.0
2851,1.2,-0.0
3221,0.8,0.0
3762,0.4,0.0
2063,1.3,0.0
2758,2.0,-0.0
2692,1.2,2.0
2243,0.9,0.0
3958,1.2,0.0
3694,0.7,0.0
3652,0.5,2.6
3838,2.1,-0.0
2126,2.6,0.0
2109,1.3,-0.0
2970,1.8,0.0
3579,2.5,-0.0
3520,0.4,1.4
2669,0.6,0.0
3263,0.5,0.3
2207,0.8,0.0
2059,2.1,-0.0
3424,0.0,0.7
2551,1.2,0.0
3986,0.0,-0.1
2868,0.8,0.7
2332,1.5,0.0
3989,1.4,0.5
3539,1.3,-0.0
2825,-0.0,0.7
3677,1.2,1.7
3103,1.7,0.0
3449,1.5,2.0
3592,1.5,0.0
3976,0.9,2.1
2572,1.3,-0.0
3271,1.8,2.0
2166,2.0,2.5
2393,2.4,0.0
3273,1.3,2.0
3125,1.3,-0.0
2164,1.1,-0.0
3551,1.7,3.0
3182,0.8,-0.0
2583,0.7,-0.0
3292,1.7,0.0
3591,0.5,0.0
2859,2.4,0.0
3803,1.8,-0.0
3735,0.7,0.1
2959,0.7,0.7
3511,1.2,-0.0
2594,1.7,1.6
2664,1.2,0.0
2667,2.0,0.0
3314,2.5,4.0
2844,0.3,0.5
3117,0.4,-0.0
3970,1.3,0.2
3865,1.5,-0.0
3945,1.5,0.0
3784,1.2,0.0
3372,1.3,0.0
2525,2.1,0.0
3749,1.9,5.6
2328,0.5,0.0
3031,0.9,-0.0
3486,0.6,0.9
3293,3.0,4.2
3086,1.5,1.5
3930,1.1,-0.0
3798,1.2,0.0
2168,1.0,0.5
3068,1.0,-0.0
2641,1.8,0.0
2258,1.5,1.5
2993,0.6,0.0
2133,1.3,1.8
2236,0.7,-0.0
3369,1.3,0.0
2700,2.1,3.2
2704,2.5,3.2
2706,1.9,0.0
2521,0.9,0.0
2754,2.1,0.0
2606,3.9,3.0
2570,1.9,2.8
3723,0.5,-0.0
2893,1.1,0.0
3119,1.4,-0.0
2955,1.4,0.9
2417,2.1,0.0
3264,1.0,0.0
3498,1.0,0.0
2871,1.3,0.0
2418,0.9,-0.0
2316,2.1,-0.0
3538,1.9,3.5
3015,0.5,-0.0
2923,1.6,0.0
3603,2.6,0.0
2511,0.1,0.0
2397,0.2,0.9
3619,0.9,1.2
3661,1.4,-0.0
3020,1.9,-0.0
3365,0.0,0.5
3819,1.4,-0.0
3244,2.6,2.6
3272,0.9,0.0
3406,0.8,0.2
2680,2.6,0.0
2492,2.1,0.0
2267,2.1,-0.0
2399,1.0,0.0
3290,1.5,-0.0
3837,0.2,-0.0
