,u_x1,u_x2,u_y,u_x3
2000,-0.39653355,-0.3391682,0.5058608,0.025875418
2001,0.5199608,1.3071388,0.7117715,0.18948124
2002,-0.8030879,-1.0914904,0.7546109,-1.2578222
2003,1.2068928,-0.6996755,0.5930284,-1.1043223
2004,-0.73985404,-0.24876612,0.7451279,0.5450481
2005,-0.19147354,-0.4006157,0.9039277,1.0051576
2006,-0.70800567,0.86644536,0.29512227,0.8986229
2007,0.58699965,-0.8728158,0.75601923,1.4395231
2008,-0.9541204,-0.3572475,0.15109026,-0.57916075
2009,-0.5883558,0.49894753,0.87202966,0.83899933
2010,0.5188706,0.119024165,0.9035741,-0.2404282
2011,1.8556383,-1.2025455,0.027741313,-0.4083324
2012,-0.2366673,0.4074057,0.87176514,0.5176816
2013,1.4083645,0.35571828,0.33191073,-0.5665283
2014,-0.5904397,-0.77907497,0.95846736,1.0017593
2015,0.68687963,-2.608983,0.8839574,-0.29731804
2016,1.3371843,-0.77828354,0.021853805,1.1514522
2017,-0.18876013,1.122304,0.6390252,0.78378385
2018,-0.9526532,-0.17391491,0.058928728,0.69914037
2019,-1.788801,-0.04792761,0.24599707,-0.4375215
2020,0.52855766,0.65262073,0.47336876,0.42844197
2021,-0.42125586,0.361768,0.22397065,0.9749481
2022,0.28790146,0.44028354,0.63913846,-1.0311738
2023,1.4091092,1.1121334,0.9680867,1.6677579
2024,0.3773427,-0.22868282,0.2908218,0.39874995
2025,1.6696396,1.2934532,0.79358923,2.0561242
2026,-0.8527839,1.0169611,0.19937623,-0.7176835
2027,-1.1556783,-0.22041802,0.781921,-0.37214193
2028,0.008179286,-0.6636957,0.50912154,1.4067888
2029,1.5351131,0.802968,0.66627276,-0.9361703
2030,-0.24722168,0.9397699,0.84664166,0.18946542
2031,-0.35579294,0.23575333,0.1439408,-1.1924418
2032,1.2338377,-0.17156307,0.7282866,1.8054007
2033,-1.2348783,0.7193088,0.42702222,0.69819784
2034,-1.4135036,-0.47658256,0.7942225,-0.89808136
2035,-0.39367437,-0.40745723,0.7553892,0.5132008
2036,-0.13700415,-0.34270406,0.9020773,0.35347942
2037,1.0223851,0.7756114,0.92907107,0.93929374
2038,0.11429684,-1.9038321,0.41546345,-0.19742411
2039,0.24768092,0.39877716,0.5202509,-0.48909494
2040,-0.120094515,-1.57779,0.7037674,0.19283429
2041,1.1439394,-0.67675006,0.85856354,0.59305143
2042,-0.50639266,0.3449081,0.86678565,0.15367502
2043,1.0576929,0.71731156,0.49973464,2.3183026
2044,0.8073071,-1.3058504,0.18171215,-0.9134274
2045,2.183821,0.7957301,0.31352234,-1.2359531
2046,-1.3938829,-0.19071516,0.9108256,0.00777946
2047,-1.0688845,-0.78659356,0.17229748,0.31737122
2048,0.9530054,-0.8395133,0.70275855,0.4747314
2049,-1.9666964,0.3573881,0.39307547,-0.77716184
2050,-0.36989608,0.20369056,0.24834156,-1.5851898
2051,-0.39645213,0.0010414394,0.64011717,-0.003037069
2052,0.16596437,-0.79849505,0.3171363,1.2324655
2053,2.51996,0.6029014,0.9067043,0.1902087
2054,-0.1762067,-1.6527097,0.2704848,1.6084363
2055,-1.3708786,-1.0120023,0.4345826,0.95909613
2056,-0.042636473,0.1933981,0.38471997,-0.5445654
2057,-1.7219633,-1.4472167,0.5039587,-0.3323487
2058,2.4881108,-0.71817493,0.4400773,-0.31228402
2059,-1.2477596,1.1634676,0.7362894,-0.21846393
2060,0.98607475,1.4179142,0.3395697,0.3755372
2061,0.20612477,0.7842898,0.8750068,0.4629212
2062,0.25736335,0.54034674,0.20096529,-1.0580022
2063,-0.48837942,-0.9703298,0.2098726,-0.3987521
