,senior-level_skill
2749,0.0
3429,0.0
3129,0.0
2134,0.0
3393,0.0
3227,0.0
2610,0.0
3300,0.0
2073,0.0
3079,0.0
3820,0.0
2204,0.0
2475,0.0
3643,0.0
2694,0.0
2921,0.0
2873,0.0
2370,0.0
3771,0.0
3320,0.0
3018,0.0
3675,0.0
3463,0.0
3447,0.0
3891,0.0
2926,0.0
3001,0.0
3063,0.0
2395,0.0
2712,0.0
3760,0.0
3827,0.0
2313,0.0
3265,0.0
2686,0.0
3723,0.0
2137,0.0
2054,0.0
3546,0.0
3844,0.0
3845,0.0
2499,0.0
3628,0.0
3410,0.0
2830,0.0
3964,0.0
2238,0.0
3743,0.0
3212,0.0
3925,0.0
2557,0.0
3154,0.0
3493,0.0
3223,0.0
3523,0.0
3130,0.0
3180,0.0
3161,0.0
2925,0.0
3706,0.0
3901,0.0
2365,0.0
2625,0.0
3858,0.0
3200,0.0
3409,0.0
3399,0.0
3877,0.0
3595,0.0
3911,0.0
2813,0.0
2778,0.0
2165,0.0
2005,0.0
3208,0.0
2130,0.0
3125,0.0
3110,0.0
3704,0.0
2252,0.0
3066,0.0
3359,0.0
2738,0.0
3558,0.0
2336,0.0
2991,0.0
3402,0.0
2646,0.0
2096,0.0
3544,0.0
3367,0.0
2948,0.0
2345,0.0
3562,0.0
2392,0.0
3177,0.0
2233,0.0
2209,0.0
3052,0.0
2880,0.0
3588,0.0
2690,0.0
2026,0.0
2833,0.0
2035,0.0
3823,0.0
3659,0.0
2814,0.0
3936,0.0
3412,0.0
3069,0.0
3908,0.0
3304,0.0
3604,0.0
2514,0.0
2034,0.0
2331,0.0
3325,0.0
2604,0.0
2159,0.0
3283,0.0
3998,0.0
2777,0.0
3811,0.0
2988,0.0
2325,0.0
2113,0.0
3551,0.0
3870,0.0
3560,0.0
2762,0.0
3232,0.0
2118,0.0
2022,0.0
2786,0.0
2279,0.0
2062,0.0
3971,0.0
3531,0.0
2417,0.0
2281,0.0
3173,0.0
2181,0.0
3833,0.0
2713,0.0
2794,0.0
3324,0.0
3790,0.0
2753,0.0
3966,0.0
2424,0.0
2086,0.0
2323,0.0
3170,0.0
2801,0.0
3478,0.0
2236,0.0
2556,0.0
3240,0.0
2663,0.0
2335,0.0
3006,0.0
3764,0.0
2935,0.0
2709,0.0
3516,0.0
3238,0.0
2536,0.0
2183,0.0
3929,0.0
2523,0.0
3803,0.0
2859,0.0
3752,0.0
2268,0.0
2491,0.0
3584,0.0
3133,0.0
3122,0.0
3744,0.0
3287,0.0
2110,0.0
2621,0.0
3713,0.0
3947,0.0
3670,0.0
2339,0.0
2030,0.0
3714,0.0
3074,0.0
3011,0.0
3957,0.0
3565,0.0
3378,0.0
3441,0.0
3587,0.0
2761,0.0
3629,0.0
2633,0.0
2826,0.0
