,senior-level_skill
3773,1.0
3755,1.0
3016,1.0
3734,1.0
2293,1.0
2112,1.0
3782,1.0
2170,1.0
2439,1.0
3343,1.0
3210,1.0
2357,1.0
2951,1.0
2093,1.0
2265,0.0
2258,1.0
2913,0.0
2044,1.0
3493,1.0
2443,1.0
2391,1.0
2024,1.0
3813,1.0
3898,0.0
3556,1.0
2889,1.0
3004,1.0
3488,1.0
3080,1.0
3554,1.0
2794,1.0
3365,1.0
2221,1.0
3856,1.0
2321,1.0
3521,1.0
2691,1.0
3598,1.0
2494,1.0
2787,1.0
2582,1.0
2732,1.0
2349,1.0
2815,1.0
2048,1.0
3580,1.0
2926,1.0
2433,1.0
3646,0.0
3879,1.0
3391,1.0
2820,1.0
2145,1.0
2875,1.0
3539,1.0
2771,1.0
2292,1.0
3342,1.0
3286,1.0
3314,1.0
3513,1.0
2709,1.0
2049,0.0
3010,1.0
2828,1.0
2868,1.0
2674,1.0
3654,0.0
3259,1.0
2238,1.0
2336,1.0
3088,1.0
2948,1.0
3249,1.0
3683,1.0
2807,1.0
2804,1.0
2444,1.0
3729,1.0
3154,1.0
2943,1.0
2423,1.0
3208,1.0
2902,1.0
3169,1.0
3183,1.0
3602,0.0
3795,1.0
2778,1.0
3509,1.0
3167,1.0
2999,1.0
2069,1.0
2765,1.0
3641,1.0
3049,1.0
3453,1.0
2798,0.0
3470,1.0
2919,1.0
3247,1.0
2257,1.0
2981,1.0
2329,1.0
2613,1.0
3114,1.0
3881,1.0
3302,1.0
2874,1.0
3842,1.0
2793,1.0
3207,1.0
2367,1.0
2838,1.0
2328,1.0
3957,1.0
3380,0.0
2305,1.0
2597,0.0
3044,1.0
2313,1.0
2070,1.0
3503,1.0
2308,1.0
3046,1.0
3252,1.0
3213,1.0
3200,1.0
2424,1.0
2120,1.0
2952,1.0
3197,1.0
2731,1.0
2766,1.0
3099,1.0
3830,1.0
3163,0.0
3960,1.0
2174,1.0
2080,1.0
2569,1.0
3071,1.0
2882,1.0
3339,1.0
2622,1.0
2763,1.0
2083,1.0
3392,1.0
2498,1.0
3527,1.0
2544,1.0
3620,1.0
2749,1.0
3935,0.0
3697,0.0
3866,1.0
3062,1.0
3989,1.0
2018,1.0
3701,1.0
2382,1.0
3723,1.0
3048,1.0
2422,1.0
3663,1.0
2594,1.0
3938,1.0
3525,1.0
2264,1.0
2859,1.0
2656,1.0
2033,1.0
2697,1.0
3346,1.0
2342,1.0
2654,1.0
2017,0.0
3215,1.0
3123,1.0
3622,1.0
3426,1.0
3373,1.0
3301,0.0
2883,1.0
3848,1.0
3385,1.0
3077,1.0
3731,1.0
3806,1.0
2393,1.0
2090,1.0
3829,1.0
2975,1.0
3802,1.0
3032,1.0
2405,0.0
2861,1.0
2151,1.0
3649,1.0
2434,1.0
