,senior-level_skill
3487,1.0
2447,1.0
2018,1.0
3544,1.0
2470,1.0
2880,1.0
2475,1.0
2432,1.0
2834,1.0
3268,1.0
2383,1.0
2725,1.0
2993,1.0
3527,1.0
2115,1.0
2317,1.0
2879,1.0
3817,1.0
2936,1.0
3730,1.0
3277,1.0
3219,1.0
2305,1.0
2793,1.0
2980,1.0
2008,1.0
3933,1.0
3886,1.0
2082,1.0
2550,1.0
2877,1.0
2244,1.0
3694,1.0
2869,1.0
3652,1.0
3109,1.0
3584,1.0
3496,1.0
2438,1.0
2759,1.0
2999,1.0
3808,1.0
2294,1.0
2410,1.0
2925,1.0
3995,1.0
2311,1.0
2578,1.0
3513,1.0
2900,1.0
3084,1.0
2814,1.0
2514,1.0
3638,1.0
2748,1.0
2875,1.0
3821,1.0
2873,1.0
2537,1.0
3875,1.0
3559,1.0
3170,1.0
2380,1.0
2807,1.0
3023,1.0
2103,1.0
2399,1.0
2751,1.0
2290,1.0
2606,1.0
2424,0.0
2160,1.0
2790,1.0
2030,1.0
3712,1.0
2254,1.0
2362,1.0
2988,1.0
3840,1.0
2171,1.0
2014,1.0
3083,1.0
3056,1.0
2885,0.0
2507,1.0
3187,1.0
3675,1.0
2994,1.0
3370,0.0
3252,1.0
2813,1.0
3553,1.0
3654,1.0
3194,1.0
2259,1.0
2555,1.0
2899,1.0
2322,1.0
3207,1.0
2611,1.0
3969,1.0
2652,1.0
2910,1.0
3358,1.0
3962,1.0
2100,1.0
3129,1.0
2636,1.0
3982,1.0
3800,1.0
2558,1.0
3492,1.0
3238,1.0
2349,1.0
2461,1.0
3714,1.0
2764,1.0
2049,1.0
2334,1.0
3312,1.0
3631,1.0
2053,1.0
2094,1.0
3754,1.0
2328,1.0
3429,1.0
2684,1.0
2565,1.0
3355,1.0
2263,1.0
2264,1.0
3037,1.0
3945,1.0
2091,1.0
3147,1.0
3741,1.0
2052,1.0
2785,1.0
3473,1.0
3961,1.0
3330,1.0
2473,1.0
3665,1.0
2440,1.0
2265,1.0
2236,1.0
3512,1.0
2219,1.0
2417,1.0
2173,1.0
2300,1.0
3690,1.0
3142,1.0
3466,1.0
3604,1.0
3156,1.0
3955,1.0
2500,1.0
2613,1.0
3012,1.0
3419,0.0
3283,1.0
3096,1.0
2089,1.0
3733,1.0
2831,1.0
2624,1.0
3058,1.0
3285,1.0
2196,1.0
3253,1.0
2351,1.0
2615,1.0
3528,1.0
2770,1.0
3848,1.0
3431,1.0
2747,1.0
2967,1.0
3476,1.0
2772,1.0
2110,1.0
2247,1.0
2761,1.0
2368,1.0
3169,1.0
2350,1.0
3851,1.0
2130,1.0
2405,1.0
3976,1.0
2753,1.0
2979,1.0
3414,1.0
2079,1.0
3634,1.0
3608,1.0
2700,1.0
3376,1.0
2626,1.0
