,u_x1,u_x2,u_x3,u_y
2000,0.90341973,0.38551295,-0.05248492,0.3556292
2001,-1.5311996,0.25911537,0.06413299,0.7497213
2002,-0.37447754,1.3685519,-0.04954751,0.7346233
2003,0.63589215,-0.57843685,-0.005022078,0.7089988
2004,0.038222827,0.4294785,-0.12518482,0.9147103
2005,-0.012758108,0.36649647,-0.051273298,0.43250144
2006,1.1020668,0.2867346,0.16082805,0.5811832
2007,-0.69830364,0.45521307,0.037773613,0.62764
2008,-1.8850591,-1.0891243,0.03847445,0.3487153
2009,-0.49634725,-1.021209,-0.08237183,0.14324284
2010,0.32560563,0.81074333,-0.09479526,0.9747242
2011,0.7590721,0.67898816,-0.0034728122,0.73627365
2012,1.5762271,-0.72570086,0.0608782,0.5875076
2013,0.9555542,-0.25974813,0.06574916,0.12917626
2014,-1.427834,0.2974353,-0.11700008,0.28228557
2015,-0.08707408,0.109738916,0.056705028,0.08462727
2016,1.099979,-0.60130113,-0.11151909,0.72941077
2017,0.92084026,-0.29901683,0.14792062,0.874552
2018,-0.6648481,-0.71575624,-0.09719067,0.7676021
2019,-0.19149089,0.5051622,-0.0100215515,0.0030338764
2020,-0.16723013,-0.617134,0.16021499,0.5395675
2021,-2.4925687,-0.6231282,0.074831165,0.8135145
2022,1.6856172,0.80948246,-0.07400619,0.51650274
2023,-0.09852277,-2.0805779,-0.07031665,0.465492
2024,0.22095858,1.4609823,-0.03723005,0.1346966
2025,-0.3621089,1.5738657,-0.057709087,0.9522084
2026,0.097231545,0.6338934,0.020536723,0.038546324
2027,0.11101604,0.08128965,-0.028713366,0.5944041
2028,-1.2843679,-0.23509392,0.038347896,0.23106623
2029,1.0154159,1.3779244,-0.020037958,0.007659316
2030,-0.26517764,-0.7009731,-0.0867776,0.56776464
2031,0.17828703,-0.3108988,0.02149158,0.17640126
2032,-0.8588805,1.3425146,0.04211577,0.35492432
2033,-0.2084791,0.39306045,0.031739168,0.5576484
2034,0.13197781,0.46277285,0.18239553,0.23361707
2035,1.1103975,-1.7242101,-0.007544741,0.8933798
2036,0.29158294,-0.50535923,0.0105061885,0.099666715
2037,-1.9680933,0.22224939,-0.021492176,0.17315602
2038,-1.3315759,0.83534175,-0.1400023,0.5481154
2039,-0.5330542,-0.8852763,-0.27078712,0.19556332
2040,-0.2261337,0.91570663,-0.1920337,0.59925294
2041,-0.39566478,-0.2738536,0.019281086,0.4984392
2042,0.23311964,-2.595174,0.06427948,0.6508049
2043,-0.18567811,0.059197582,0.0065285447,0.30521405
2044,1.2870692,-0.018453592,0.19541664,0.5850246
2045,-0.023021344,0.39625573,0.11272939,0.4770434
2046,-1.6550972,-2.0283139,0.00023798265,0.87960804
2047,-0.22975342,-1.0417176,0.038915392,0.49247527
2048,-1.0796633,1.3010364,-0.019828495,0.51174176
2049,-0.6611069,-0.009481415,0.09179247,0.30848217
2050,1.0136151,1.2436751,0.055692323,0.49944746
2051,-0.19035095,0.21833494,-0.083856374,0.7377838
2052,0.9606739,-0.08125473,0.03662188,0.9514048
2053,0.36612928,-1.0276567,-0.19292562,0.8830011
2054,0.042593855,-1.086009,0.10052903,0.037138343
2055,0.62881035,0.38410744,-0.101915896,0.47547185
2056,-0.20671189,-0.2670051,-0.001743627,0.9774692
2057,0.8773445,-1.172646,-0.12101103,0.6819811
2058,0.66199553,0.12721224,0.01622879,0.86309564
2059,-1.353385,0.66995126,0.061574664,0.35912704
2060,-0.71576935,0.33041215,0.12638684,0.562019
2061,-0.032222062,-1.1486819,0.028370833,0.77365077
2062,-0.87443507,0.48665392,-0.00074745127,0.49393463
2063,-0.36618373,-1.7027632,-0.026444295,0.7154155
2064,-1.4585824,0.5106006,0.105039895,0.49105263
2065,-0.49799663,0.45353135,-0.24851148,0.82251537
2066,0.25988734,1.2159544,0.026444525,0.21697211
2067,-1.3677486,0.1623651,0.15668644,0.13829768
2068,-0.4518064,-0.9437248,0.123413585,0.328537
2069,-1.2244095,-0.19134691,0.0149857,0.5559313
2070,0.67694676,1.0848445,-0.086113475,0.6297754
2071,0.32855397,-0.6030467,-0.013043965,0.76140606
2072,-0.5341691,1.1112674,0.0106957415,0.0023214817
2073,0.5510306,-0.87377393,0.06613841,0.7607753
2074,0.29421142,1.4554682,-0.0045088506,0.8266008
2075,1.050209,1.1698589,0.027815362,0.32812977
2076,-1.2590371,0.41324475,-0.07108931,0.42153442
2077,1.0312848,0.0647156,-0.045885112,0.6668792
2078,-0.4535153,1.0532659,0.046845496,0.83571863
2079,0.6204014,0.021038087,0.056813993,0.8442365
2080,-0.01451081,-0.36563963,-0.0023518705,0.591189
2081,-1.3109027,-0.79705405,0.03028733,0.973117
2082,0.31551173,0.52468604,0.0047619333,0.2742982
2083,1.8083589,1.9554001,0.075915545,0.60671926
2084,-0.7474332,1.9337205,-0.0351848,0.9409621
2085,0.52279794,0.17084914,0.03662191,0.14618134
2086,2.2790394,-0.44451624,0.08634206,0.69463265
2087,0.6969089,0.4767762,0.032546353,0.49662387
2088,-0.9327138,0.44102508,-0.12305355,0.3125912
2089,-0.14097954,0.3126544,0.1475444,0.18381226
2090,0.2556967,-0.45338115,0.014685392,0.47592652
2091,1.3079995,-1.3818322,-0.023494676,0.6763097
2092,1.7367514,0.2547076,-0.035395864,0.34445608
2093,1.5089312,0.3698569,-0.086484276,0.50182164
2094,1.2320281,0.13460492,-0.12184676,0.61307955
2095,0.25377616,1.3488067,-0.06462475,0.96183443
2096,1.4645545,1.1690929,-0.062683634,0.08732164
2097,0.88172615,-0.8013395,0.111767426,0.17832994
2098,-0.11180184,-0.4783974,-0.107331626,0.8925035
2099,0.6889058,-0.94923234,0.025765372,0.57512426
2100,-0.030564623,0.5701499,-0.12641722,0.75539327
2101,0.030020684,1.8675933,-0.04853823,0.8201567
2102,1.7602774,0.1167921,-0.06864078,0.39983487
2103,-0.9447262,0.9672705,-0.022405727,0.9140252
2104,0.9323961,0.08172467,0.16189258,0.50664926
2105,-2.1832292,-1.1766598,0.009254902,0.8541672
2106,-0.04592545,2.1234617,0.007606638,0.89890623
2107,0.83536375,0.044114746,0.064864166,0.6621789
2108,-1.6218207,-0.7071628,0.08723753,0.3153479
2109,-0.42185774,0.6847343,-0.03477527,0.19953227
2110,0.7333226,0.64184207,-0.12382325,0.43660414
2111,-0.7964495,0.6662033,0.08690811,0.50694895
2112,-0.08018628,-0.4940715,-0.019719834,0.023086548
2113,-1.2411773,1.2989368,-0.0364091,0.6991862
2114,0.815976,2.1881158,-0.16956215,0.22644258
2115,0.9685369,-0.38422412,0.08892169,0.79015636
2116,0.11107195,-0.44919032,-0.14233334,0.9628451
2117,0.7792492,0.3215,-0.008517737,0.48240888
2118,-0.54643023,-0.58081466,0.020915266,0.5758488
2119,-0.64035225,0.0132791335,0.21107589,0.8002932
2120,0.6942687,0.06253703,0.116475396,0.0711745
2121,-0.49074444,0.97266,-0.04812562,0.26161206
2122,-0.6781378,-0.9643454,-0.036608603,0.2872696
2123,1.2841638,0.16868433,0.21769226,0.44386494
2124,0.13620985,-0.62520313,0.030112341,0.50947475
2125,0.8974986,-0.3775142,0.07845942,0.31276333
2126,-0.2214545,0.093341306,0.062784314,0.8508283
