,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,3.0,1.0,0.5304904,1.0,1.0,4.0
2001,3.0,0.0,0.30191886,4.0,12.0,1.0
2002,4.0,0.0,0.43350315,6.0,9.0,3.0
2003,1.0,2.0,0.91314995,5.0,1.0,0.0
2004,5.0,0.0,0.2533326,7.0,5.0,0.0
2005,5.0,0.0,0.5042505,3.0,3.0,6.0
2006,1.0,3.0,0.5626615,5.0,4.0,12.0
2007,1.0,0.0,0.5331532,4.0,9.0,2.0
2008,0.0,0.0,0.006438017,3.0,0.0,3.0
2009,2.0,1.0,0.5502217,6.0,2.0,1.0
2010,2.0,2.0,0.20868742,3.0,6.0,5.0
2011,3.0,0.0,0.64294744,3.0,1.0,0.0
2012,2.0,2.0,0.2994324,0.0,0.0,0.0
2013,5.0,2.0,0.30637586,7.0,2.0,1.0
2014,0.0,2.0,0.5873774,2.0,5.0,4.0
2015,0.0,0.0,0.87179875,1.0,7.0,2.0
2016,2.0,1.0,0.493546,4.0,3.0,7.0
2017,1.0,0.0,0.8405069,3.0,2.0,0.0
2018,3.0,0.0,0.7925099,4.0,2.0,1.0
2019,3.0,3.0,0.93135,2.0,6.0,4.0
2020,4.0,3.0,0.86352086,3.0,3.0,2.0
2021,5.0,2.0,0.8874644,3.0,7.0,2.0
2022,2.0,0.0,0.50877976,3.0,1.0,2.0
2023,0.0,3.0,0.7644465,4.0,3.0,6.0
2024,2.0,1.0,0.9499061,4.0,0.0,4.0
2025,2.0,2.0,0.74646986,2.0,2.0,3.0
2026,2.0,0.0,0.93666315,3.0,8.0,2.0
2027,5.0,2.0,0.68941987,4.0,7.0,0.0
2028,5.0,2.0,0.8470024,1.0,7.0,3.0
2029,3.0,2.0,0.018087149,2.0,8.0,9.0
2030,0.0,1.0,0.635224,2.0,1.0,5.0
2031,6.0,0.0,0.9372232,3.0,1.0,4.0
2032,3.0,2.0,0.8521054,4.0,3.0,4.0
2033,6.0,2.0,0.46776652,6.0,5.0,14.0
2034,7.0,1.0,0.97385037,8.0,7.0,5.0
2035,4.0,1.0,0.69126964,5.0,6.0,4.0
2036,2.0,2.0,0.12709212,6.0,3.0,7.0
2037,2.0,3.0,0.7518517,5.0,10.0,6.0
2038,4.0,2.0,0.91463184,6.0,3.0,4.0
2039,2.0,0.0,0.76191473,2.0,2.0,4.0
2040,7.0,0.0,0.8439672,6.0,5.0,6.0
2041,2.0,0.0,0.95931077,2.0,6.0,0.0
2042,3.0,3.0,0.43978238,0.0,19.0,6.0
2043,2.0,1.0,0.48151934,5.0,1.0,4.0
2044,3.0,1.0,0.88502705,2.0,0.0,0.0
2045,3.0,2.0,0.13606727,5.0,0.0,3.0
2046,1.0,2.0,0.24200857,1.0,0.0,2.0
2047,3.0,2.0,0.7840923,4.0,3.0,2.0
2048,3.0,1.0,0.61862385,1.0,4.0,1.0
2049,2.0,0.0,0.72479224,9.0,0.0,1.0
2050,1.0,3.0,0.62073123,6.0,13.0,3.0
2051,3.0,2.0,0.665715,4.0,0.0,1.0
2052,2.0,0.0,0.26250887,5.0,6.0,3.0
2053,2.0,0.0,0.7714522,3.0,6.0,4.0
2054,1.0,0.0,0.06374943,4.0,8.0,5.0
2055,5.0,0.0,0.23688495,8.0,2.0,7.0
2056,5.0,2.0,0.77156115,4.0,9.0,5.0
2057,1.0,2.0,0.32220447,9.0,4.0,2.0
2058,1.0,1.0,0.44429362,1.0,5.0,5.0
2059,3.0,1.0,0.053075433,4.0,6.0,8.0
2060,5.0,0.0,0.99461627,0.0,5.0,2.0
2061,8.0,2.0,0.7758702,4.0,0.0,5.0
2062,0.0,0.0,0.7992542,1.0,4.0,2.0
2063,3.0,3.0,0.31009197,8.0,3.0,4.0
2064,1.0,2.0,0.39298725,4.0,11.0,7.0
2065,0.0,1.0,0.8615531,6.0,3.0,2.0
2066,1.0,3.0,0.95893276,2.0,11.0,5.0
2067,5.0,3.0,0.0103930235,1.0,5.0,2.0
2068,3.0,1.0,0.7782048,5.0,1.0,4.0
2069,2.0,1.0,0.054508567,5.0,4.0,1.0
2070,6.0,1.0,0.46781087,3.0,3.0,9.0
2071,6.0,2.0,0.8836161,7.0,2.0,6.0
2072,5.0,0.0,0.89675915,1.0,5.0,4.0
2073,9.0,0.0,0.61463106,6.0,2.0,2.0
2074,1.0,0.0,0.6457038,4.0,1.0,1.0
2075,4.0,3.0,0.46575463,8.0,6.0,6.0
2076,6.0,1.0,0.30674994,4.0,1.0,1.0
2077,4.0,3.0,0.23538697,3.0,4.0,2.0
2078,0.0,1.0,0.8766371,7.0,0.0,3.0
2079,1.0,2.0,0.73656154,2.0,2.0,6.0
2080,2.0,1.0,0.4725765,5.0,8.0,4.0
2081,0.0,0.0,0.95834696,3.0,4.0,9.0
2082,2.0,0.0,0.3375516,3.0,3.0,4.0
2083,2.0,0.0,0.9853618,5.0,11.0,6.0
2084,4.0,3.0,0.053450465,6.0,2.0,1.0
2085,3.0,0.0,0.58383036,3.0,0.0,2.0
2086,4.0,0.0,0.9291123,3.0,1.0,7.0
2087,9.0,2.0,0.81676495,5.0,5.0,3.0
2088,5.0,0.0,0.57255447,2.0,4.0,4.0
2089,1.0,1.0,0.75384104,3.0,3.0,5.0
2090,7.0,2.0,0.55648196,2.0,2.0,2.0
2091,0.0,2.0,0.16988063,2.0,1.0,5.0
2092,2.0,2.0,0.5815128,4.0,3.0,4.0
2093,6.0,1.0,0.37472153,5.0,2.0,0.0
2094,2.0,1.0,0.8774824,5.0,1.0,3.0
2095,1.0,0.0,0.8651782,2.0,1.0,0.0
2096,2.0,0.0,0.0584687,5.0,1.0,2.0
2097,6.0,0.0,0.19062197,2.0,2.0,3.0
2098,3.0,2.0,0.5833497,3.0,0.0,3.0
2099,1.0,1.0,0.5569191,6.0,7.0,1.0
