,years_experience,degree,nr_commits,nr_languages,nr_stars
2504,0.0,0.0,2.0,1.5,4.0
2252,1.0,0.0,15.0,10.5,8.0
2381,1.0,0.0,12.0,3.5,4.0
3450,1.0,0.0,11.0,6.5,6.0
2718,2.0,0.0,22.0,1.5,3.0
3215,2.0,0.0,21.0,5.5,5.0
2917,0.0,1.0,6.0,2.5,1.0
2078,0.0,0.0,4.0,5.5,7.0
2839,1.0,0.0,13.0,2.5,2.0
3340,2.0,0.0,26.0,5.5,1.0
3181,3.0,0.0,39.0,3.5,2.0
2061,1.0,1.0,12.0,4.5,1.0
2682,0.0,2.0,3.0,8.5,1.0
3796,3.0,0.0,34.0,4.5,5.0
3988,2.0,0.0,21.0,3.5,1.0
2308,2.0,1.0,24.0,4.5,0.0
3254,1.0,0.0,14.0,2.5,2.0
3019,2.0,0.0,23.0,5.5,3.0
3851,0.0,0.0,0.0,1.5,7.0
3741,3.0,0.0,37.0,1.5,5.0
2312,1.0,0.0,14.0,4.5,2.0
3743,1.0,1.0,17.0,8.5,11.0
2729,1.0,1.0,10.0,1.5,6.0
3123,2.0,1.0,21.0,0.5,2.0
3585,1.0,0.0,13.0,3.5,4.0
3798,1.0,0.0,13.0,14.5,5.0
2082,0.0,2.0,5.0,6.5,3.0
2550,3.0,0.0,36.0,2.5,6.0
2877,3.0,0.0,34.0,3.5,2.0
3919,0.0,2.0,3.0,2.5,7.0
3036,3.0,0.0,33.0,8.5,4.0
2428,0.0,1.0,2.0,2.5,9.0
2894,1.0,1.0,13.0,5.5,5.0
2204,0.0,0.0,3.0,7.5,6.0
3258,3.0,0.0,34.0,2.5,4.0
3547,2.0,0.0,23.0,4.5,2.0
3883,0.0,2.0,4.0,4.5,2.0
2484,3.0,1.0,33.0,4.5,3.0
3998,0.0,1.0,2.0,3.5,0.0
2640,2.0,1.0,25.0,4.5,3.0
2929,1.0,0.0,15.0,4.5,5.0
3624,1.0,0.0,12.0,6.5,8.0
3931,0.0,0.0,6.0,3.5,5.0
3814,2.0,0.0,24.0,2.5,1.0
3497,0.0,2.0,5.0,4.5,11.0
3271,0.0,2.0,6.0,4.5,1.0
3562,0.0,0.0,5.0,9.5,4.0
2841,2.0,0.0,24.0,5.5,4.0
3454,2.0,0.0,25.0,1.5,3.0
2567,2.0,1.0,25.0,4.5,1.0
3017,0.0,0.0,4.0,6.5,6.0
2431,1.0,1.0,16.0,5.5,5.0
2197,2.0,0.0,27.0,2.5,3.0
2566,1.0,0.0,14.0,1.5,10.0
3708,0.0,0.0,1.0,1.5,9.0
3972,3.0,0.0,36.0,1.5,5.0
3055,2.0,0.0,24.0,4.5,5.0
2011,1.0,0.0,12.0,3.5,8.0
3612,0.0,0.0,5.0,1.5,7.0
2528,2.0,0.0,23.0,3.5,3.0
2256,2.0,0.0,24.0,2.5,6.0
2521,2.0,0.0,24.0,0.5,2.0
3965,0.0,0.0,7.0,7.5,2.0
2532,0.0,0.0,1.0,3.5,3.0
2585,2.0,0.0,25.0,1.5,5.0
3773,3.0,0.0,35.0,11.5,3.0
2561,3.0,0.0,38.0,1.5,3.0
3890,2.0,0.0,22.0,2.5,7.0
3861,0.0,2.0,2.0,3.5,4.0
2684,1.0,0.0,13.0,3.5,5.0
3666,1.0,0.0,14.0,2.5,16.0
3148,1.0,0.0,14.0,8.5,3.0
3622,1.0,0.0,15.0,7.5,3.0
3307,1.0,0.0,13.0,16.5,2.0
3189,3.0,0.0,34.0,0.5,6.0
2229,1.0,1.0,11.0,6.5,5.0
2069,0.0,2.0,2.0,0.5,3.0
2818,1.0,2.0,12.0,3.5,2.0
3188,4.0,0.0,41.0,0.5,10.0
2891,1.0,0.0,12.0,5.5,3.0
2163,1.0,2.0,13.0,6.5,2.0
3503,1.0,0.0,16.0,7.5,6.0
2873,3.0,0.0,34.0,3.5,3.0
3028,1.0,0.0,16.0,2.5,8.0
3525,0.0,0.0,7.0,6.5,1.0
3214,1.0,0.0,15.0,1.5,7.0
2453,1.0,0.0,13.0,2.5,3.0
3179,3.0,0.0,35.0,4.5,3.0
3504,1.0,0.0,13.0,4.5,3.0
3050,0.0,0.0,3.0,5.5,2.0
3923,1.0,0.0,12.0,2.5,3.0
2935,1.0,0.0,13.0,3.5,5.0
3598,2.0,0.0,22.0,5.5,7.0
3837,1.0,0.0,14.0,3.5,7.0
2170,1.0,1.0,17.0,1.5,6.0
2777,3.0,0.0,34.0,3.5,3.0
3240,1.0,0.0,13.0,4.5,1.0
3930,0.0,2.0,2.0,0.5,1.0
2002,1.0,1.0,15.0,3.5,3.0
2048,3.0,0.0,30.0,0.5,2.0
3438,2.0,0.0,20.0,1.5,3.0
2181,0.0,1.0,3.0,4.5,6.0
3341,2.0,0.0,23.0,4.5,3.0
3614,3.0,0.0,33.0,3.5,5.0
2186,1.0,0.0,12.0,2.5,8.0
2787,1.0,0.0,13.0,5.5,7.0
2638,2.0,0.0,24.0,8.5,5.0
3139,0.0,1.0,5.0,2.5,5.0
2320,2.0,0.0,24.0,1.5,6.0
2292,1.0,2.0,13.0,2.5,1.0
3306,2.0,0.0,26.0,3.5,5.0
2901,2.0,0.0,20.0,2.5,3.0
3205,2.0,0.0,24.0,2.5,4.0
3765,3.0,0.0,33.0,3.5,6.0
2749,2.0,0.0,24.0,0.5,3.0
3538,1.0,0.0,16.0,5.5,2.0
2908,1.0,0.0,12.0,3.5,2.0
2624,0.0,0.0,2.0,4.5,9.0
3512,3.0,0.0,30.0,8.5,2.0
3647,1.0,0.0,12.0,8.5,9.0
2506,0.0,2.0,2.0,2.5,11.0
3843,2.0,0.0,26.0,7.5,2.0
3020,0.0,2.0,7.0,8.5,3.0
2679,0.0,2.0,1.0,2.5,3.0
3863,3.0,0.0,35.0,3.5,9.0
3327,1.0,1.0,17.0,10.5,3.0
3688,1.0,0.0,13.0,3.5,4.0
3551,0.0,3.0,5.0,1.5,2.0
3143,1.0,0.0,12.0,6.5,5.0
3300,0.0,1.0,2.0,1.5,8.0
3178,0.0,0.0,1.0,4.5,8.0
2391,1.0,0.0,12.0,2.5,6.0
3024,3.0,0.0,34.0,4.5,4.0
