,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.75,0.75,0.93,0.0,0.93,0.93,"[5.0, 5.0]",300.0,0.5,individualized,improvement,2,,0.9280000000000002,0.09847500000000001
1,1.0,0.75,0.75,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,2,,0.351,0.09952050000000004
2,1.0,0.75,0.75,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,2,,0.368,9.925
3,1.0,0.75,0.75,0.925,0.0,0.93,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,2,,0.93,0.09481650000000003
4,1.0,0.75,0.75,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,2,,0.345,10.25
5,1.0,0.75,0.75,0.9,0.0,0.9,0.9,"[5.0, 5.0]",300.0,0.5,individualized,improvement,1,,0.9,0.0998405
6,1.0,0.75,0.75,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,1,,0.898,0.09279549999999998
7,1.0,0.75,0.75,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,1,,0.8780000000000001,9.775
8,1.0,0.75,0.75,0.94,0.0,0.94,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,1,,0.9399999999999998,0.10019900000000007
9,1.0,0.75,0.75,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,1,,0.909,9.575
10,1.0,0.75,0.75,0.93,0.0,0.93,0.93,"[5.0, 5.0]",300.0,0.5,individualized,improvement,0,,0.93,0.1229485
11,1.0,0.75,0.75,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,0,,0.724,0.11411400000000003
12,1.0,0.75,0.75,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,0,,0.722,8.65
13,1.0,0.75,0.75,0.93,0.0,0.93,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,0,,0.93,0.11116000000000006
14,1.0,0.75,0.75,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,0,,0.722,
