,h_post,h_post_individualized
2101,0.62,
2088,0.6,
3558,0.6,
3497,0.62,
3052,0.58,
3232,0.58,
2770,1.0,
3463,0.52,
3110,0.6,
3140,0.6,
3182,0.58,
2410,0.6,
3238,0.6,
2339,0.56,
2897,0.62,
3515,0.78,
2002,0.52,
2689,0.6,
3929,0.6,
3308,0.58,
3464,0.64,
2263,0.64,
2392,0.58,
2173,0.6,
2996,0.58,
2189,0.62,
3908,0.6,
2552,0.58,
3968,0.62,
2990,0.6,
3659,0.6,
2735,0.6,
2480,0.62,
3462,0.84,
3764,0.64,
3955,0.6,
2861,0.62,
3383,0.6,
3248,0.58,
2733,0.58,
2085,0.6,
2026,0.58,
3705,0.6,
2565,0.64,
2322,0.6,
3972,0.6,
2486,0.52,
2288,0.6,
3065,0.6,
3195,0.64,
3100,0.62,
3419,0.6,
3874,0.6,
3814,0.58,
2676,0.62,
3992,0.6,
2006,0.6,
3962,0.64,
3363,0.58,
3612,0.62,
3501,0.58,
3177,0.62,
3901,0.6,
2501,0.62,
2723,0.84,
3296,0.6,
2221,0.6,
2281,0.62,
3030,0.62,
3924,0.58,
2448,0.6,
2882,0.58,
2334,0.52,
3714,0.64,
3228,0.6,
2462,0.6,
3715,0.6,
3409,0.6,
3478,0.6,
3964,0.6,
3643,0.6,
2211,0.78,
3358,0.58,
2556,0.62,
2895,0.62,
2113,0.58,
2073,0.6,
2242,0.62,
3026,0.58,
3276,0.82,
3892,0.52,
2074,0.6,
2963,0.6,
3203,0.62,
3609,0.62,
3040,0.6,
3805,0.64,
2209,0.62,
2049,0.6,
2616,0.62,
3891,0.58,
2975,0.64,
2233,0.6,
2160,0.58,
3079,0.58,
3037,0.6,
3082,0.58,
3167,0.76,
2054,0.6,
3169,0.6,
3309,0.78,
3441,0.52,
2252,0.5,
3170,0.58,
2449,0.6,
2858,0.62,
2575,0.6,
3115,0.64,
2282,0.62,
2831,0.6,
3771,0.6,
3595,0.6,
2377,0.6,
3907,0.58,
2229,0.52,
2992,0.6,
3651,0.62,
2183,0.6,
3123,0.6,
3066,0.62,
2646,0.6,
2265,0.6,
3628,0.6,
3017,0.6,
2072,0.6,
3998,0.6,
2356,0.6,
3982,0.5,
3420,0.6,
3976,0.52,
2096,0.52,
3492,0.6,
3850,0.58,
2511,0.58,
2630,0.6,
3033,0.58,
3516,0.6,
2222,0.56,
3415,0.6,
2745,0.6,
2249,0.58,
2847,0.6,
2452,0.58,
2930,0.62,
2926,0.52,
2404,0.58,
3331,0.6,
3125,0.58,
3757,0.6,
3376,0.6,
3858,0.6,
2920,0.6,
3697,0.6,
2159,0.6,
2753,0.58,
3935,0.6,
3988,0.62,
3718,0.62,
2988,0.64,
2555,0.58,
2613,0.6,
3132,0.6,
2105,0.62,
3698,0.58,
3223,0.58,
3763,0.58,
2161,0.62,
3993,0.62,
3597,0.58,
2514,0.6,
2304,0.52,
3794,0.62,
3106,0.6,
3531,0.6,
3260,0.58,
3942,0.94,
2370,0.6,
3587,0.6,
2636,0.52,
3324,0.58,
3833,0.58,
3069,0.62,
2866,0.62,
2663,0.62,
2459,0.6,
2749,0.62,
2510,0.62,
3999,0.6,
3265,0.58,
3842,0.58,
