,y_hat
2101,False
2088,False
3558,False
3497,False
3052,False
3232,False
2770,False
3463,False
3110,False
3140,False
3182,False
2410,False
3238,False
2339,False
2897,False
3515,False
2002,False
2689,False
3929,False
3308,False
3464,False
2263,False
2392,False
2173,False
2996,False
2189,False
3908,False
2552,False
3968,False
2990,False
3659,False
2735,False
2480,False
3462,False
3764,False
3955,False
2861,False
3383,False
3248,False
2733,False
2085,False
2026,False
3705,False
2565,False
2322,False
3972,False
2486,False
2288,False
3065,False
3195,False
3100,False
3419,False
3874,False
3814,False
2676,False
3992,False
2006,False
3962,False
3363,False
3612,False
3501,False
3177,False
3901,False
2501,False
2723,False
3296,False
2221,False
2281,False
3030,False
3924,False
2448,False
2882,False
2334,False
3714,False
3228,False
2462,False
3715,False
3409,False
3478,False
3964,False
3643,False
2211,False
3358,False
2556,False
2895,False
2113,False
2073,False
2242,False
3026,False
3276,False
3892,False
2074,False
2963,False
3203,False
3609,False
3040,False
3805,False
2209,False
2049,False
2616,False
3891,False
2975,False
2233,False
2160,False
3079,False
3037,False
3082,False
3167,False
2054,False
3169,False
3309,False
3441,False
2252,False
3170,False
2449,False
2858,False
2575,False
3115,False
2282,False
2831,False
3771,False
3595,False
2377,False
3907,False
2229,False
2992,False
3651,False
2183,False
3123,False
3066,False
2646,False
2265,False
3628,False
3017,False
2072,False
3998,False
2356,False
3982,False
3420,False
3976,False
2096,False
3492,False
3850,False
2511,False
2630,False
3033,False
3516,False
2222,False
3415,False
2745,False
2249,False
2847,False
2452,False
2930,False
2926,False
2404,False
3331,False
3125,False
3757,False
3376,False
3858,False
2920,False
3697,False
2159,False
2753,False
3935,False
3988,False
3718,False
2988,False
2555,False
2613,False
3132,False
2105,False
3698,False
3223,False
3763,False
2161,False
3993,False
3597,False
2514,False
2304,False
3794,False
3106,False
3531,False
3260,False
3942,False
2370,False
3587,False
2636,False
3324,False
3833,False
3069,False
2866,False
2663,False
2459,False
2749,False
2510,False
3999,False
3265,False
3842,False
