,x1,x2
3529,0.1,1.8
3022,0.2,0.9
3647,0.8,-0.0
3433,0.9,1.4
3798,0.6,0.0
3354,1.5,0.0
2383,1.8,-0.0
3421,0.1,2.8
2928,0.8,0.0
3738,1.1,3.1
3605,1.7,-0.0
3241,1.3,-0.0
2692,1.3,0.0
3926,1.7,-0.0
3568,0.7,0.0
3673,1.8,1.8
2930,0.7,-0.0
3075,0.1,2.1
3488,2.5,0.0
3386,1.1,-0.0
3908,1.9,2.6
3219,1.5,0.0
3426,1.2,-0.0
2873,2.4,0.0
3206,1.9,3.1
2685,1.2,0.0
2274,1.1,-0.0
2645,1.7,0.0
3007,0.1,2.1
3491,1.4,3.1
3800,0.9,0.0
3967,2.1,0.0
2473,3.0,-0.0
3734,1.0,0.0
3811,1.1,4.7
2580,2.3,-0.0
3931,1.6,-0.0
3559,1.8,0.0
3009,0.7,-0.0
3778,1.5,-0.0
3570,1.1,2.6
3915,0.6,0.0
2688,0.8,2.6
2798,0.6,0.0
3848,1.9,-0.0
3100,0.1,1.8
2035,1.7,0.0
3520,2.6,0.0
3849,1.2,0.0
3229,1.8,-0.0
3181,1.4,0.0
3366,0.8,0.0
2297,1.4,-0.0
3579,0.7,0.9
2901,1.0,0.0
2646,1.9,0.0
2916,0.8,0.0
2458,0.8,0.0
2679,2.3,0.0
2552,1.0,0.0
2122,1.2,-0.0
2564,0.9,-0.0
3508,0.1,5.1
3665,0.0,1.8
3916,0.6,2.1
2508,1.3,2.3
3604,1.7,-0.0
2136,0.1,2.0
3634,0.6,-0.0
3669,2.4,-0.0
2467,1.0,1.8
2749,2.3,-0.0
2193,1.7,0.0
3540,1.0,0.0
2460,2.0,-0.0
3639,0.9,-0.0
3293,1.6,-0.0
2905,0.3,3.6
3312,2.5,4.2
2018,2.6,2.2
2846,0.9,-0.0
2188,1.7,-0.0
3991,1.0,0.0
2424,1.9,-0.0
2500,0.7,0.0
2942,1.7,-0.0
3914,1.0,2.3
3114,0.7,0.0
3500,1.3,-0.0
2286,1.1,-0.0
2892,1.0,0.0
2896,1.6,-0.0
3080,0.9,0.0
3439,1.0,2.1
3037,3.6,2.0
2589,1.7,-0.0
2066,0.4,0.0
3713,0.9,3.3
2165,0.8,0.0
3101,1.3,-0.0
2456,0.8,0.0
3851,1.3,0.0
2034,1.6,-0.0
2309,1.2,-0.0
3545,1.3,0.0
3328,1.8,0.0
3356,0.9,2.3
2324,0.2,2.8
2568,0.3,2.1
3825,0.1,2.1
3760,1.5,4.2
2284,1.3,0.0
3952,1.2,-0.0
2393,1.1,0.0
3677,1.3,-0.0
3398,2.1,-0.0
3748,2.1,2.1
2891,0.9,0.0
2334,1.3,-0.0
3891,2.1,3.6
3232,1.0,1.4
3650,3.6,0.0
2877,0.9,2.3
3456,1.0,0.0
3243,0.6,-0.0
2356,0.9,0.0
2303,0.8,0.0
3695,1.3,-0.0
2624,2.0,0.0
3454,0.8,0.0
2844,0.7,2.6
2304,0.6,0.0
3256,1.1,0.0
3619,1.3,0.0
3147,2.4,0.0
3160,2.0,-0.0
2189,3.1,-0.0
2814,0.9,2.1
2984,0.9,-0.0
2133,1.8,-0.0
2167,0.9,0.0
2227,0.7,-0.0
2870,2.1,0.9
2551,1.6,0.0
3624,1.3,0.0
3482,3.1,0.0
2536,0.8,-0.0
2921,2.9,4.2
2420,0.1,1.3
2538,-0.0,2.0
3896,1.9,0.0
2766,0.5,2.6
3465,1.1,-0.0
3005,0.7,3.1
3064,1.3,0.0
2934,1.3,2.6
3769,0.9,0.0
2732,0.6,0.0
3868,1.6,0.0
3013,0.3,2.1
3158,0.1,1.3
3888,1.6,0.0
3214,0.9,-0.0
3144,2.5,2.8
2621,1.9,-0.0
3858,1.0,3.3
3513,0.1,1.8
3894,0.2,2.1
3026,0.4,4.7
2622,1.4,-0.0
3233,0.7,1.8
2482,1.8,-0.0
3427,0.8,0.0
2469,1.1,3.8
2441,1.3,0.0
2826,-0.0,2.6
2748,1.9,0.0
2011,1.5,4.1
3597,1.6,-0.0
2213,1.0,-0.0
2390,1.2,0.0
2279,2.0,0.0
2086,1.1,0.0
2670,1.7,-0.0
2109,1.5,0.0
2300,3.0,2.1
3417,1.4,4.6
3023,1.6,-0.0
3747,1.2,0.0
3767,1.7,-0.0
3941,1.1,-0.0
3642,0.0,0.9
3071,1.3,0.0
3507,1.0,3.6
2821,1.0,-0.0
3368,0.7,-0.0
2203,1.9,-0.0
2081,1.4,2.3
2723,0.9,0.0
3298,0.2,2.1
