,u_x1,u_x2,u_y,u_x3
2000,1.847476,-2.7996194,0.7109859,-0.42261755
2001,-0.59751076,-0.7897076,0.28987992,1.0967339
2002,-0.20216797,-1.4266565,0.42003548,-1.236515
2003,-0.5374912,0.08488301,0.91527677,-0.75413364
2004,0.26345083,-1.7789128,0.5606276,-1.9056469
2005,-0.861136,0.2588277,0.97431433,-0.23001698
2006,1.227636,1.4338341,0.81894696,0.72081316
2007,-1.0285494,0.41516238,0.2992264,0.45714718
2008,-1.0024809,0.9639023,0.50956416,-0.41185987
2009,1.8486677,-1.4822699,0.46553528,0.88921326
2010,0.018768448,0.83924794,0.163252,1.6436651
2011,0.54402226,-0.59520763,0.31269097,0.5576998
2012,-0.06351534,-1.0430305,0.74315894,-2.217283
2013,0.82610714,0.6442823,0.69214594,-1.5617405
2014,-0.050313823,0.20034498,0.7538482,-0.9972746
2015,-0.6046987,-0.14261638,0.8132719,0.6493606
2016,0.5793867,-0.502247,0.6256132,1.8001426
2017,-0.7512264,1.6315047,0.9759432,-0.7985008
2018,-1.8190346,-1.5163069,0.8771399,-0.8146227
2019,-0.40453395,-0.40463546,0.58405614,-1.4201006
2020,1.297092,-1.3018458,0.9217,0.0013847762
2021,-0.36541444,1.2074459,0.4481665,1.9179859
2022,-0.9733347,-2.0270092,0.9086163,-0.0033708452
2023,-1.1727097,0.3915347,0.17937171,-1.3547579
2024,0.3851567,0.70943135,0.30791783,-0.7953904
2025,0.5840115,-0.7063209,0.098403215,1.1711756
2026,-0.54033756,-1.8201092,0.7160628,-0.57632124
2027,-0.88539386,-1.1447966,0.37198377,1.2968931
2028,1.1140838,0.27982223,0.34253716,-1.5912946
2029,0.85312724,-1.3420612,0.74435055,0.60675156
2030,0.7454877,-0.9155878,0.23628116,1.1213839
2031,-0.01534788,-0.43256322,0.48810768,0.30830207
2032,0.39952916,1.4423441,0.73832774,1.6972297
2033,0.7110376,0.80198836,0.5288831,-0.66553736
2034,0.5384487,0.3731225,0.62485313,1.7928283
2035,-0.36722755,1.6811167,0.85173655,1.0572226
2036,0.5658389,0.26557738,0.6351403,-0.4345068
2037,0.8888677,-1.1331394,0.6096426,1.0548006
2038,0.064503,-0.784524,0.9706007,-1.2334683
2039,1.054252,1.221996,0.8529749,-0.56060606
2040,0.43486106,0.3561812,0.91401947,0.8690496
2041,-0.13829012,0.61817956,0.9307257,-0.31007224
2042,-0.047334693,-1.2615793,0.054203987,0.33061764
2043,-1.6773149,-0.83346194,0.9895512,0.5890059
2044,-0.967393,-0.36363572,0.481076,0.18231788
2045,-1.6732216,0.5900038,0.19250536,0.29119357
2046,-1.106237,0.5467267,0.19190001,-0.4045686
2047,1.6126809,-0.80188966,0.026092887,-0.24120858
2048,0.5169659,-0.88758713,0.5209509,-2.9610305
2049,0.6907625,1.5271885,0.9796847,0.7277941
2050,0.77129126,0.16746026,0.8298285,0.8051739
2051,-0.944294,-0.076348834,0.2248733,0.63838357
2052,-1.9948373,-1.0234679,0.4565251,0.46507925
2053,-0.08905691,0.4821396,0.14934552,0.9820223
2054,0.6615031,-0.82358795,0.43291354,0.57328784
2055,-0.6645679,-1.9185644,0.232746,-1.2225077
2056,-0.1740502,-0.67792124,0.68696463,1.5862261
2057,0.26800498,0.30641153,0.90419126,0.17274934
2058,-0.4280491,-0.14227377,0.24702406,1.6028092
2059,0.83671576,1.0457801,0.72435343,-0.49758396
2060,1.4981055,0.6711789,0.10026312,-1.9946953
2061,0.19662908,-0.7837317,0.2019391,2.240067
2062,-1.5785125,-0.23441601,0.54722893,-0.24798304
2063,0.2558415,0.44832137,0.31120622,-3.109013
2064,-0.53564334,-0.031219635,0.4855957,1.5273197
2065,0.7981969,0.43667543,0.52199185,1.3583812
2066,-0.8558036,-1.5921857,0.3998705,0.01798692
2067,-1.7907298,0.2702881,0.061793804,-0.7472435
2068,0.10284589,0.43208897,0.8084389,-1.0314709
2069,-0.026645277,0.6584065,0.35875154,0.9885602
2070,1.0152383,-0.50255173,0.5561824,0.449649
2071,0.8631108,1.2561922,0.21972811,0.0494233
2072,-0.64095795,-0.9446525,0.57239807,-1.1253599
2073,-0.64303595,-1.0582548,0.62595415,-0.7179477
2074,0.49051917,1.3706787,0.9272722,0.3535844
2075,1.3927813,-0.8302758,1.5497208e-05,1.5573514
2076,0.52321726,0.79279435,0.8423207,1.8120302
2077,0.57988083,-1.2407526,0.95248854,-0.58789897
2078,0.13125414,0.59582967,0.9271767,0.3685607
2079,0.03455904,-0.3328047,0.55066335,0.9929751
2080,0.06654289,0.5968613,0.90692186,-1.1363478
2081,0.31388563,-2.2855027,0.7734878,0.759974
2082,-0.13586618,-1.0426614,0.5730102,2.0032167
2083,-0.7288165,-0.40391755,0.62393034,0.30664924
2084,-1.6485231,0.4512067,0.04793811,1.4039091
2085,0.23747666,-1.443919,0.4273429,-2.1622436
2086,1.8724575,0.69670814,0.048838377,-0.038651492
2087,1.1585056,-0.4365188,0.84882045,-1.5757775
2088,0.8141766,0.4208505,0.96874714,-0.50549304
2089,-1.0057305,-1.2311047,0.98822653,0.7615397
2090,0.5057394,-2.0855722,0.094415426,-0.4752959
2091,0.98821646,-0.25409636,0.68415534,0.7464649
2092,-0.32703376,0.044145856,0.98981845,-0.83450353
2093,0.5062033,1.0200928,0.91033995,-0.81894535
2094,-1.0532824,0.21091036,0.36935866,0.40925092
2095,0.20635031,-0.81769747,0.2235496,0.08475886
2096,1.9378927,-0.028037071,0.8758638,0.6404999
2097,-0.37797374,0.7750811,0.33632672,-0.9749021
2098,-0.5350471,3.1221306,0.9339547,-1.6767346
2099,1.553273,-2.0300212,0.23541665,-0.5165102
2100,-0.34136078,-1.7095196,0.47629023,-1.0419607
2101,0.18818785,0.5772318,0.07763255,1.0666779
2102,0.88435054,0.9862793,0.5143323,1.523248
2103,-0.089387216,-0.41754857,0.29748535,0.09276359
2104,-0.97665787,-1.1820586,0.8438933,-1.7823021
2105,-0.21892849,-0.32486635,0.069390535,3.5045078
2106,-0.44596604,-0.19059499,0.7004355,0.22234493
2107,0.3377656,-0.52722514,0.9707403,0.8908184
2108,-0.6380204,0.28074494,0.97583246,-1.0513922
2109,1.3449497,-2.1738293,0.21028078,0.5612008
2110,-1.2179241,0.17306449,0.029356241,0.11370284
2111,-0.7354413,0.6834833,0.5886909,0.52028954
2112,0.9190468,-0.13563398,0.8990208,1.196066
2113,0.6933351,0.20226146,0.15170622,-1.7634764
2114,-0.08285458,-0.88596267,0.23474121,0.4202949
2115,1.2701663,-0.4026019,0.7078165,0.9119203
2116,-0.44239005,-0.40054286,0.18008804,1.8549868
2117,0.8564186,-1.0836722,0.86811435,1.3568604
2118,-1.2243038,0.81122863,0.58771455,-1.2828941
2119,0.08242716,0.99494076,0.55402017,2.8143082
2120,-0.25141877,-0.53938067,0.21124637,2.590158
