,years_experience,degree,nr_commits,nr_languages,nr_stars
2372,2.0,0.0,854.0,5.5,2.0
3729,2.0,0.0,848.0,2.5,4.0
3329,1.0,0.0,843.0,2.5,5.0
3757,1.0,0.0,851.0,16.5,1.0
2167,2.0,0.0,1858.0,3.5,0.0
3101,1.0,1.0,846.0,2.5,2.0
3837,1.0,0.0,845.0,3.5,7.0
2722,2.0,1.0,1860.0,5.5,4.0
2691,2.0,0.0,840.0,5.5,2.0
2805,1.0,1.0,847.0,1.5,1.0
3892,0.0,0.0,853.0,1.5,2.0
3551,0.0,3.0,850.0,1.5,2.0
3934,0.0,2.0,856.0,6.5,4.0
3796,3.0,0.0,1856.0,4.5,5.0
3806,2.0,1.0,1854.0,3.5,5.0
2551,1.0,0.0,849.0,10.5,5.0
2146,1.0,0.0,850.0,3.5,4.0
3645,2.0,0.0,853.0,2.5,3.0
3143,1.0,0.0,848.0,6.5,5.0
2659,3.0,0.0,854.0,3.5,1.0
3947,1.0,1.0,849.0,8.5,3.0
2292,1.0,2.0,850.0,2.5,1.0
3134,1.0,1.0,842.0,0.5,7.0
3349,1.0,0.0,845.0,1.5,5.0
3424,2.0,0.0,853.0,1.5,5.0
3328,2.0,1.0,1855.0,3.5,9.0
3013,1.0,0.0,853.0,5.5,6.0
3058,1.0,0.0,853.0,12.5,7.0
2507,2.0,0.0,855.0,0.5,3.0
2002,1.0,1.0,847.0,3.5,3.0
3055,2.0,0.0,852.0,4.5,5.0
3866,3.0,0.0,853.0,7.5,2.0
2872,1.0,2.0,843.0,1.5,4.0
3835,2.0,0.0,852.0,2.5,0.0
2061,1.0,1.0,850.0,4.5,1.0
3838,0.0,0.0,850.0,2.5,6.0
2669,0.0,2.0,848.0,0.5,5.0
2638,2.0,0.0,1861.0,8.5,5.0
2181,0.0,1.0,846.0,4.5,6.0
2680,1.0,0.0,848.0,1.5,5.0
3562,0.0,0.0,858.0,9.5,4.0
3569,1.0,0.0,848.0,1.5,7.0
2777,3.0,0.0,1860.0,3.5,3.0
2815,1.0,0.0,846.0,2.5,2.0
3041,3.0,0.0,847.0,1.5,3.0
3585,1.0,0.0,842.0,3.5,4.0
3396,0.0,1.0,851.0,8.5,5.0
2532,0.0,0.0,847.0,3.5,3.0
2744,1.0,0.0,855.0,5.5,4.0
2082,0.0,2.0,848.0,6.5,3.0
3825,2.0,1.0,848.0,4.5,7.0
2848,1.0,0.0,848.0,7.5,10.0
2338,1.0,0.0,851.0,4.5,5.0
2092,0.0,0.0,850.0,2.5,2.0
3743,1.0,1.0,846.0,8.5,11.0
2309,1.0,0.0,849.0,1.5,2.0
3472,4.0,0.0,1862.0,0.5,5.0
2521,2.0,0.0,853.0,0.5,2.0
3738,0.0,0.0,850.0,6.5,2.0
3877,3.0,0.0,852.0,5.5,4.0
3416,1.0,1.0,848.0,5.5,2.0
2020,0.0,0.0,851.0,0.5,6.0
2038,3.0,0.0,1857.0,0.5,6.0
2657,3.0,0.0,1854.0,0.5,8.0
