ix,goal_cost,intv_cost
2217,0.996,10.0
2456,0.984,5.0
3326,0.96,5.0
2005,0.866,5.0
3508,0.866,5.0
2300,0.996,5.0
3329,0.99,10.0
3921,0.848,5.0
3021,0.888,5.0
2392,0.96,5.0
3058,0.998,5.0
3148,0.96,5.0
3202,0.948,5.0
2941,0.892,10.0
2713,0.944,5.0
3942,0.97,5.0
3047,0.858,15.0
3277,0.892,10.0
2189,0.912,10.0
3762,0.954,5.0
3635,0.884,5.0
2540,0.97,10.0
3265,0.944,10.0
3319,0.994,15.0
3913,0.952,5.0
2642,0.974,10.0
2631,0.996,10.0
2533,0.94,10.0
3122,0.754,5.0
2504,0.948,15.0
2662,0.946,5.0
3212,0.994,15.0
2582,0.94,10.0
3488,0.858,10.0
2169,0.86,15.0
2190,0.896,15.0
2293,0.984,10.0
2911,0.992,15.0
3903,0.758,10.0
2417,0.988,15.0
3911,0.864,5.0
3138,0.99,15.0
3939,0.86,15.0
2290,0.954,10.0
2146,0.95,10.0
2098,0.948,10.0
2227,0.994,10.0
2054,0.94,5.0
3124,0.954,10.0
3704,0.958,10.0
3131,0.868,10.0
3360,0.958,15.0
3185,0.992,15.0
2425,0.87,10.0
3280,0.77,5.0
2669,0.9,5.0
2344,0.874,10.0
3625,0.76,5.0
2459,0.988,10.0
3495,0.754,10.0
3260,0.892,5.0
2998,0.946,10.0
3991,0.994,10.0
2923,0.882,5.0
3531,0.94,10.0
2014,0.962,10.0
2038,0.902,10.0
3456,0.884,5.0
3520,0.944,5.0
3926,0.872,10.0
3748,0.94,10.0
3961,0.998,5.0
2792,0.89,5.0
3755,0.868,15.0
2788,0.86,5.0
2893,0.988,10.0
2658,0.99,15.0
2761,0.872,15.0
2156,0.99,15.0
3966,0.876,5.0
3066,0.878,10.0
3135,0.952,10.0
2706,0.882,10.0
3386,0.96,15.0
3564,0.896,5.0
2176,0.952,15.0
3186,0.948,15.0
3782,0.944,10.0
2388,0.994,10.0
3139,0.884,5.0
2961,0.896,10.0
2299,0.99,10.0
3560,0.936,10.0
3633,0.864,15.0
3336,0.95,5.0
2573,0.958,10.0
3399,0.918,10.0
2319,0.95,5.0
2621,0.96,10.0
3907,0.986,10.0
3102,0.862,5.0
3505,0.938,10.0
2657,0.998,5.0
2181,0.954,10.0
3243,0.996,15.0
2600,0.902,5.0
2873,0.954,5.0
2470,0.768,5.0
2847,0.888,15.0
3606,0.972,5.0
3230,0.872,10.0
3850,0.896,15.0
2611,0.874,10.0
3916,0.888,10.0
3005,0.99,5.0
2229,0.878,15.0
2942,0.958,10.0
2694,0.994,15.0
2543,0.99,10.0
2473,0.992,15.0
3983,0.956,10.0
3120,0.986,5.0
2141,0.998,5.0
3435,0.896,5.0
2687,0.956,10.0
2623,0.988,15.0
3477,0.954,5.0
3119,0.946,10.0
3766,0.962,10.0
3357,0.948,5.0
3067,0.984,10.0
3296,0.982,10.0
3526,0.858,5.0
2676,0.958,5.0
2493,0.76,10.0
2520,0.9,15.0
3086,0.868,15.0
3667,0.974,10.0
3711,1.0,15.0
2754,0.866,15.0
2447,0.76,10.0
2438,0.988,10.0
2265,0.978,10.0
2907,0.984,15.0
3745,0.902,5.0
2365,0.942,5.0
2839,0.888,15.0
2218,0.878,5.0
3062,0.98,5.0
3417,0.894,10.0
2153,0.888,10.0
3783,0.996,15.0
3934,0.96,10.0
2142,0.986,15.0
2709,0.868,15.0
2616,0.874,5.0
3672,0.982,15.0
2774,0.882,10.0
2166,0.994,10.0
2477,0.756,10.0
2232,0.868,5.0
3848,0.882,5.0
3356,0.998,15.0
2400,0.994,15.0
3678,0.996,15.0
2346,0.962,10.0
3450,0.888,10.0
3467,0.946,10.0
2250,0.954,5.0
3490,0.948,5.0
2209,0.998,15.0
3175,0.98,10.0
3083,0.98,10.0
2953,0.888,10.0
2576,0.946,5.0
3836,0.752,5.0
2864,0.76,10.0
3930,0.994,15.0
2524,0.952,5.0
2648,0.874,10.0
2280,0.996,15.0
3644,0.998,5.0
3140,0.756,5.0
2118,0.752,10.0
3979,0.996,15.0
2007,0.966,15.0
3647,0.87,15.0
2395,0.886,15.0
3956,0.902,15.0
2690,0.884,15.0
3375,0.956,5.0
2784,0.866,5.0
3777,0.996,15.0
3409,0.896,10.0
3734,0.892,5.0
2071,0.95,10.0
2778,0.962,5.0
2042,0.992,10.0
2937,0.956,5.0
3028,0.952,10.0
