,senior-level_skill
2073,0.0
2890,0.0
3258,0.0
3986,0.0
2479,0.0
2523,0.0
2789,0.0
2714,0.0
3260,0.0
3526,0.0
2126,0.0
3005,0.0
3935,0.0
3534,0.0
3910,0.0
2738,0.0
3872,0.0
3244,0.0
2262,0.0
2284,0.0
2973,0.0
3968,0.0
2038,0.0
2964,0.0
2156,0.0
3942,0.0
3412,0.0
2303,0.0
3677,0.0
3340,0.0
2561,0.0
2413,0.0
2064,0.0
3788,0.0
2300,0.0
3807,0.0
2373,0.0
3512,0.0
2019,0.0
2232,0.0
3178,0.0
2501,0.0
2516,0.0
2254,0.0
2528,0.0
2916,0.0
2069,0.0
2681,0.0
2767,0.0
3848,0.0
2524,0.0
2915,0.0
3606,0.0
2498,0.0
3875,0.0
2634,0.0
2055,0.0
2978,0.0
2401,0.0
2921,0.0
3567,0.0
3242,0.0
2211,0.0
3317,0.0
2712,0.0
2994,0.0
3864,0.0
3141,0.0
2560,0.0
2568,0.0
3881,0.0
2874,0.0
2216,0.0
2052,0.0
2662,0.0
3048,0.0
2846,0.0
2841,0.0
2244,0.0
2462,0.0
3441,0.0
2870,0.0
2735,0.0
3732,0.0
2722,0.0
3039,0.0
3558,0.0
3403,0.0
2937,0.0
2318,0.0
2911,0.0
3369,0.0
3787,0.0
3802,0.0
2847,0.0
3859,0.0
3601,0.0
3610,0.0
2124,0.0
3736,0.0
2731,0.0
2435,0.0
3348,0.0
2570,0.0
2015,0.0
3611,0.0
3484,0.0
3603,0.0
3911,0.0
3454,0.0
3974,0.0
2633,0.0
2929,0.0
2148,0.0
3359,0.0
2353,0.0
2269,0.0
3719,0.0
3114,0.0
3456,0.0
3177,0.0
3329,0.0
2930,0.0
3134,0.0
2327,0.0
2909,0.0
3194,0.0
3167,0.0
2189,0.0
2006,0.0
2894,0.0
2971,0.0
2541,0.0
3516,0.0
3237,0.0
3452,0.0
2585,0.0
2837,0.0
3358,0.0
2403,0.0
3637,0.0
3268,0.0
2624,0.0
3300,0.0
2550,0.0
2387,0.0
3701,0.0
2261,0.0
3086,0.0
2286,0.0
2026,0.0
3584,0.0
3544,0.0
3128,0.0
3937,0.0
3827,0.0
2183,0.0
3527,0.0
3563,0.0
3381,0.0
2990,0.0
2668,0.0
2734,0.0
3209,0.0
3678,0.0
2233,0.0
2619,0.0
2621,0.0
2457,0.0
2968,0.0
3998,0.0
3725,0.0
3615,0.0
2898,0.0
3370,0.0
2514,0.0
2646,0.0
2690,0.0
3152,0.0
3714,0.0
2723,0.0
3895,0.0
2290,0.0
2504,0.0
3376,0.0
2475,0.0
3333,0.0
2054,0.0
3036,0.0
2410,0.0
3296,0.0
3764,0.0
3074,0.0
2843,0.0
2708,0.0
3795,0.0
3605,0.0
3898,0.0
2040,0.0
3081,0.0
