,y
2159,1.0
3951,1.0
2468,1.0
2815,1.0
2555,0.0
3709,1.0
3469,1.0
3335,0.0
3903,0.0
3341,1.0
2420,1.0
2911,1.0
3110,1.0
3138,1.0
2479,1.0
2950,0.0
3633,0.0
2601,0.0
2345,0.0
2399,1.0
3611,1.0
2568,1.0
3005,1.0
2470,1.0
2114,1.0
3205,1.0
3442,1.0
2921,1.0
3544,1.0
3088,1.0
3213,0.0
2967,0.0
3747,0.0
2753,0.0
3762,1.0
3569,1.0
2181,1.0
2894,0.0
2965,1.0
3645,1.0
2082,0.0
2790,1.0
3041,1.0
3732,0.0
3692,1.0
3590,1.0
2664,1.0
2739,1.0
2218,1.0
3404,1.0
3510,1.0
2013,1.0
3405,1.0
3612,1.0
3247,0.0
2979,1.0
2375,1.0
2421,0.0
2125,1.0
2069,1.0
2188,0.0
2152,0.0
3687,1.0
2695,1.0
3881,1.0
3524,0.0
2117,1.0
3846,1.0
3750,1.0
2121,0.0
3228,1.0
2198,1.0
2383,1.0
3829,1.0
3715,0.0
2177,1.0
2358,1.0
3596,1.0
2092,0.0
2245,1.0
2685,1.0
3775,0.0
3887,1.0
2340,1.0
3393,0.0
2254,0.0
2110,1.0
3555,1.0
2071,0.0
2436,1.0
2612,0.0
3592,1.0
2932,0.0
3343,1.0
2694,1.0
2850,1.0
3565,0.0
3691,1.0
2214,1.0
2521,0.0
3522,1.0
2130,1.0
2602,1.0
2873,0.0
3697,1.0
3449,1.0
3437,1.0
2112,1.0
2680,1.0
2261,1.0
2852,1.0
3435,1.0
3227,0.0
2797,1.0
3450,1.0
3265,1.0
3074,1.0
3888,1.0
3441,0.0
3644,1.0
3494,0.0
2968,1.0
3271,1.0
2591,1.0
2122,1.0
3010,0.0
2078,1.0
2007,1.0
3290,1.0
2195,1.0
3434,1.0
3792,1.0
3377,1.0
2459,1.0
3369,0.0
2237,0.0
2055,0.0
3402,1.0
3358,1.0
3058,1.0
3523,0.0
3538,0.0
2970,0.0
2031,0.0
2527,0.0
2553,1.0
2006,1.0
3203,0.0
3760,1.0
2035,1.0
2147,0.0
2853,0.0
2659,1.0
3595,0.0
3298,1.0
3615,1.0
2270,0.0
2799,0.0
3169,1.0
2146,1.0
2545,0.0
3107,1.0
3353,1.0
2067,1.0
2100,1.0
2598,1.0
2570,0.0
3127,1.0
3806,0.0
2170,1.0
2789,1.0
3098,1.0
2448,0.0
3261,0.0
2317,1.0
2714,1.0
3714,1.0
2806,1.0
3891,1.0
2847,1.0
3893,1.0
2650,1.0
2087,1.0
3617,1.0
3400,1.0
3807,1.0
3923,0.0
2821,0.0
2128,1.0
3916,1.0
2274,1.0
2633,1.0
3338,1.0
2533,1.0
2773,0.0
2830,0.0
2328,1.0
3373,0.0
3735,0.0
2204,1.0
