,years_experience,degree,nr_commits,nr_languages,nr_stars
3580,0.0,1.0,845.0,2.0,10.0
3326,1.0,1.0,1860.0,3.0,7.0
3335,2.0,0.0,1859.0,4.0,8.0
2385,2.0,0.0,1853.0,2.0,6.0
3131,2.0,0.0,1855.0,1.0,6.0
3463,2.0,0.0,1857.0,5.0,6.0
2011,1.0,2.0,850.0,2.0,3.0
2780,2.0,0.0,1852.0,3.0,5.0
3364,1.0,0.0,1858.0,3.0,5.0
2285,2.0,0.0,1857.0,3.0,4.0
2448,1.0,0.0,848.0,0.0,11.0
3211,0.0,0.0,1863.0,11.0,4.0
3083,2.0,0.0,1858.0,7.0,6.0
3324,1.0,1.0,1858.0,3.0,3.0
2062,3.0,0.0,846.0,2.0,10.0
3503,0.0,0.0,1859.0,11.0,4.0
3478,0.0,0.0,1854.0,4.0,3.0
3790,3.0,0.0,1857.0,8.0,10.0
3821,1.0,0.0,1863.0,17.0,0.0
2150,1.0,1.0,1860.0,4.0,0.0
2971,2.0,0.0,1857.0,1.0,2.0
2582,2.0,0.0,1864.0,11.0,0.0
2603,2.0,0.0,1860.0,2.0,2.0
3933,1.0,2.0,850.0,12.0,10.0
3879,3.0,0.0,852.0,6.0,10.0
3913,0.0,1.0,1858.0,2.0,6.0
3777,2.0,1.0,1860.0,2.0,0.0
2903,3.0,1.0,1857.0,2.0,10.0
2501,0.0,0.0,1860.0,1.0,6.0
3303,2.0,0.0,1859.0,3.0,1.0
2824,2.0,0.0,1861.0,5.0,6.0
2542,4.0,0.0,851.0,3.0,10.0
2708,0.0,0.0,1861.0,3.0,5.0
2771,2.0,0.0,1860.0,4.0,2.0
3544,2.0,0.0,1857.0,3.0,0.0
3266,0.0,2.0,846.0,4.0,2.0
2802,0.0,0.0,1861.0,4.0,1.0
2131,1.0,0.0,1863.0,4.0,7.0
3820,2.0,0.0,1863.0,2.0,5.0
2749,0.0,0.0,1855.0,3.0,3.0
2221,1.0,2.0,846.0,0.0,1.0
3138,0.0,1.0,1858.0,1.0,0.0
2066,3.0,0.0,850.0,4.0,10.0
3611,1.0,0.0,1863.0,1.0,3.0
3291,1.0,1.0,1860.0,5.0,5.0
3804,4.0,0.0,2870.0,11.0,9.0
3972,2.0,0.0,1854.0,3.0,7.0
2527,2.0,0.0,1860.0,1.0,3.0
2233,1.0,0.0,1858.0,2.0,4.0
3190,3.0,0.0,1860.0,1.0,10.0
2145,1.0,1.0,1860.0,2.0,2.0
3666,1.0,0.0,1862.0,2.0,3.0
2022,0.0,0.0,1857.0,1.0,2.0
3852,2.0,0.0,1853.0,1.0,1.0
2642,0.0,2.0,849.0,5.0,1.0
3995,1.0,2.0,842.0,12.0,0.0
3276,2.0,0.0,1862.0,6.0,3.0
3030,1.0,1.0,1859.0,6.0,4.0
2731,2.0,0.0,1860.0,4.0,5.0
2690,1.0,1.0,1858.0,3.0,2.0
2682,2.0,1.0,850.0,3.0,10.0
3476,1.0,1.0,1853.0,0.0,2.0
3712,0.0,1.0,1864.0,4.0,1.0
2850,1.0,1.0,846.0,9.0,10.0
3856,1.0,1.0,1862.0,6.0,2.0
3473,1.0,1.0,1860.0,11.0,7.0
3647,1.0,0.0,1856.0,0.0,1.0
3854,2.0,0.0,1859.0,5.0,0.0
2470,2.0,0.0,1857.0,5.0,3.0
2602,1.0,0.0,1860.0,2.0,1.0
3867,2.0,0.0,1857.0,1.0,2.0
