ix,goal_cost,intv_cost
3493,0.882,15.0
2188,0.955,10.0
3147,0.878,10.0
3498,0.942,10.0
3174,0.994,15.0
2786,0.894,10.0
2249,0.949,5.0
2120,0.995,15.0
3554,0.95,10.0
3088,0.935,5.0
3675,0.992,15.0
3430,0.873,5.0
3654,0.876,5.0
2083,0.879,10.0
3949,0.993,15.0
3092,0.872,15.0
2534,0.877,10.0
3077,0.995,15.0
3090,0.984,10.0
3531,0.932,5.0
2425,0.888,15.0
2537,0.875,10.0
3842,0.934,5.0
2210,0.916,5.0
2922,0.949,10.0
2433,0.919,5.0
2981,0.99,15.0
3955,0.884,10.0
3145,0.942,10.0
2295,0.866,5.0
3112,0.951,10.0
3513,0.864,5.0
2313,0.997,10.0
2658,0.936,5.0
3170,0.871,15.0
2423,0.871,10.0
3124,0.978,5.0
3328,0.929,5.0
2822,0.875,15.0
3630,0.978,5.0
2863,0.934,5.0
2179,0.949,10.0
2569,0.992,10.0
2877,0.977,10.0
3701,0.957,15.0
3761,0.992,15.0
2170,0.968,5.0
2937,0.984,10.0
2366,0.988,10.0
2824,0.932,5.0
2964,0.929,5.0
3512,0.957,10.0
3972,0.902,5.0
2447,0.929,5.0
2999,0.994,10.0
3016,0.96,10.0
3994,0.993,15.0
3302,0.884,10.0
3030,0.997,15.0
2771,0.874,5.0
2700,0.935,5.0
2749,0.873,10.0
3314,0.928,5.0
3405,0.95,15.0
2500,0.975,5.0
3046,0.883,15.0
2709,0.906,5.0
3628,0.992,15.0
2778,0.963,10.0
2787,0.994,15.0
3589,0.859,5.0
2545,0.994,15.0
2648,0.876,10.0
2629,0.887,10.0
2393,0.957,10.0
3247,0.862,10.0
2380,0.994,15.0
3834,0.949,10.0
2979,0.878,5.0
2656,0.901,15.0
2318,0.993,10.0
2664,0.994,15.0
3341,0.941,5.0
2161,0.984,10.0
3026,0.959,15.0
3697,0.873,15.0
3111,0.894,15.0
2984,0.996,10.0
2390,0.995,15.0
3623,0.938,5.0
3400,0.94,5.0
3021,0.93,5.0
3580,0.993,15.0
2009,0.893,10.0
2024,0.896,10.0
2443,0.943,10.0
3577,0.954,10.0
3482,0.898,15.0
3123,0.88,15.0
2974,0.87,5.0
3568,0.925,5.0
3637,0.928,5.0
2765,0.993,10.0
2343,0.896,5.0
3813,0.877,10.0
2032,0.896,10.0
3723,0.996,15.0
2680,0.877,15.0
3620,0.991,15.0
2594,0.878,15.0
2591,0.862,5.0
2725,0.933,5.0
3519,0.863,5.0
2439,0.994,15.0
3071,0.854,5.0
2401,0.966,5.0
2014,0.932,5.0
3207,0.947,10.0
3722,0.88,15.0
3848,0.899,5.0
3252,0.995,10.0
3296,0.993,15.0
3559,0.94,5.0
3962,0.978,15.0
2674,0.996,10.0
3208,0.889,10.0
2168,0.95,10.0
3144,0.947,10.0
2889,0.996,15.0
3861,0.949,10.0
2013,0.937,5.0
3138,0.97,5.0
2913,0.92,5.0
2870,0.868,5.0
3168,0.975,5.0
2127,0.864,15.0
3392,0.887,15.0
3082,0.875,5.0
3214,0.868,15.0
3048,0.975,5.0
2790,0.93,5.0
2452,0.925,5.0
2357,0.923,5.0
2643,0.863,5.0
2764,0.967,5.0
2246,0.865,15.0
3837,0.992,15.0
2114,0.892,15.0
2464,0.863,5.0
3743,0.938,5.0
2138,0.867,15.0
2036,0.916,5.0
3086,0.886,15.0
3033,0.961,5.0
2394,0.953,10.0
3209,0.881,10.0
2850,0.949,15.0
2292,0.876,15.0
2687,0.956,10.0
3863,0.995,15.0
3774,0.945,10.0
2679,0.956,5.0
2055,0.892,15.0
2151,0.939,5.0
2453,0.888,10.0
3240,0.993,10.0
3490,0.956,10.0
2274,0.965,5.0
2815,0.996,15.0
2794,0.906,5.0
3866,0.947,10.0
3677,0.936,5.0
2034,0.993,15.0
2068,0.885,15.0
2176,0.894,10.0
3649,0.887,10.0
2904,0.914,5.0
2265,0.929,5.0
3189,0.941,5.0
3802,0.96,10.0
3653,0.945,15.0
2283,0.949,10.0
2145,0.966,5.0
2524,0.992,10.0
2243,0.994,15.0
3960,0.936,5.0
2324,0.869,5.0
3354,0.949,10.0
2620,0.921,5.0
2552,0.884,10.0
2206,0.958,10.0
3010,0.949,10.0
2255,0.994,15.0
2017,0.989,10.0
2257,0.993,15.0
2745,0.937,5.0
3651,0.95,15.0
3856,0.891,10.0
3913,0.874,10.0
2925,0.963,5.0
