,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,6.0,1.0,0.09743154,3.0,5.0,2.0
2001,1.0,0.0,0.39369857,2.0,0.0,5.0
2002,2.0,1.0,0.44550586,4.0,1.0,6.0
2003,4.0,3.0,0.7030548,3.0,4.0,3.0
2004,2.0,2.0,0.681689,4.0,2.0,3.0
2005,5.0,0.0,0.32803094,2.0,1.0,5.0
2006,1.0,2.0,0.75286686,3.0,1.0,3.0
2007,6.0,0.0,0.5502411,4.0,7.0,0.0
2008,3.0,1.0,0.5994886,4.0,3.0,1.0
2009,5.0,1.0,0.89008594,3.0,1.0,5.0
2010,6.0,1.0,0.47207022,4.0,2.0,2.0
2011,2.0,0.0,0.8192922,5.0,8.0,3.0
2012,3.0,0.0,0.98734856,5.0,2.0,7.0
2013,5.0,1.0,0.7843988,5.0,2.0,5.0
2014,1.0,2.0,0.93294024,3.0,4.0,3.0
2015,0.0,2.0,0.8267747,5.0,1.0,3.0
2016,2.0,0.0,0.36099124,2.0,9.0,14.0
2017,6.0,2.0,0.54778457,3.0,2.0,2.0
2018,1.0,0.0,0.21931338,1.0,5.0,2.0
2019,0.0,2.0,0.12283456,2.0,1.0,8.0
2020,3.0,1.0,0.47814834,2.0,4.0,3.0
2021,2.0,2.0,0.6362717,5.0,3.0,8.0
2022,2.0,1.0,0.19039357,2.0,3.0,2.0
2023,2.0,0.0,0.49373007,5.0,5.0,2.0
2024,1.0,0.0,0.61585,5.0,1.0,0.0
2025,4.0,0.0,0.81149197,5.0,9.0,7.0
2026,5.0,2.0,0.0069600344,2.0,6.0,12.0
2027,5.0,0.0,0.6889144,5.0,0.0,4.0
2028,3.0,2.0,0.83765566,3.0,3.0,2.0
2029,2.0,2.0,0.27325177,5.0,1.0,1.0
2030,6.0,1.0,0.45977902,2.0,1.0,5.0
2031,3.0,2.0,0.5379871,2.0,3.0,8.0
2032,2.0,2.0,0.4816271,2.0,5.0,2.0
2033,2.0,2.0,0.8503547,10.0,6.0,2.0
2034,2.0,0.0,0.86036944,7.0,6.0,9.0
2035,3.0,3.0,0.7704171,3.0,5.0,8.0
2036,1.0,1.0,0.2126981,6.0,1.0,3.0
2037,2.0,1.0,0.20582116,6.0,0.0,3.0
2038,4.0,3.0,0.6377661,2.0,6.0,1.0
2039,4.0,1.0,0.6136441,5.0,2.0,9.0
2040,5.0,0.0,0.5725908,1.0,1.0,7.0
2041,0.0,0.0,0.35734606,2.0,7.0,2.0
2042,1.0,3.0,0.19588149,5.0,2.0,3.0
2043,3.0,0.0,0.16650426,5.0,1.0,6.0
2044,4.0,0.0,0.8646265,4.0,1.0,3.0
2045,4.0,0.0,0.3875636,2.0,1.0,6.0
2046,1.0,2.0,0.34304905,2.0,3.0,4.0
2047,5.0,0.0,0.9197178,0.0,1.0,1.0
2048,1.0,0.0,0.042930365,3.0,0.0,3.0
2049,0.0,1.0,0.34551156,2.0,4.0,1.0
2050,6.0,0.0,0.26931226,3.0,2.0,7.0
2051,3.0,0.0,0.17541397,4.0,2.0,4.0
2052,1.0,2.0,0.6718457,4.0,8.0,4.0
2053,0.0,0.0,0.696568,3.0,3.0,2.0
2054,2.0,2.0,0.49066186,4.0,2.0,3.0
2055,2.0,2.0,0.0035581589,6.0,11.0,1.0
2056,4.0,0.0,0.7567568,3.0,2.0,8.0
2057,4.0,2.0,0.9231807,5.0,3.0,3.0
2058,6.0,0.0,0.9279734,3.0,1.0,11.0
2059,2.0,1.0,0.57673514,5.0,0.0,2.0
2060,2.0,3.0,0.8916917,10.0,1.0,2.0
2061,2.0,0.0,0.27886248,3.0,4.0,2.0
2062,2.0,2.0,0.41189754,3.0,3.0,8.0
2063,1.0,0.0,0.72380805,7.0,0.0,1.0
2064,0.0,2.0,0.71938705,2.0,1.0,5.0
2065,3.0,3.0,0.43276,5.0,4.0,2.0
2066,7.0,0.0,0.7168752,10.0,0.0,2.0
2067,6.0,0.0,0.8273368,2.0,9.0,2.0
2068,4.0,0.0,0.7227329,7.0,1.0,1.0
2069,3.0,1.0,0.26382625,3.0,3.0,1.0
2070,4.0,2.0,0.5260755,7.0,1.0,5.0
2071,7.0,2.0,0.2814504,8.0,3.0,5.0
2072,3.0,1.0,0.40263462,6.0,3.0,6.0
2073,3.0,3.0,0.26189315,4.0,2.0,3.0
2074,1.0,0.0,0.054537416,3.0,5.0,5.0
2075,1.0,1.0,0.25643015,2.0,0.0,2.0
2076,2.0,0.0,0.15001106,2.0,4.0,6.0
2077,7.0,1.0,0.89667094,1.0,7.0,2.0
2078,1.0,0.0,0.5357437,1.0,4.0,11.0
2079,0.0,3.0,0.59416056,2.0,2.0,3.0
2080,6.0,3.0,0.9988173,7.0,3.0,2.0
2081,4.0,0.0,0.8002415,7.0,1.0,2.0
2082,5.0,3.0,0.71417093,10.0,9.0,3.0
2083,1.0,1.0,0.23848045,7.0,10.0,8.0
2084,6.0,0.0,0.9324043,3.0,5.0,9.0
2085,5.0,2.0,0.49214005,3.0,3.0,1.0
2086,1.0,0.0,0.4105909,2.0,7.0,7.0
2087,2.0,0.0,0.48410535,3.0,14.0,1.0
2088,4.0,0.0,0.35235047,3.0,0.0,0.0
2089,0.0,0.0,0.78725934,1.0,7.0,8.0
2090,3.0,2.0,0.52590394,2.0,8.0,12.0
2091,3.0,1.0,0.7262045,3.0,2.0,9.0
2092,6.0,1.0,0.7735783,6.0,12.0,2.0
2093,8.0,0.0,0.27673614,2.0,5.0,11.0
2094,2.0,2.0,0.23934054,4.0,4.0,1.0
2095,3.0,1.0,0.6679543,4.0,3.0,2.0
2096,1.0,1.0,0.6512697,5.0,0.0,3.0
2097,5.0,0.0,0.09008217,1.0,0.0,3.0
2098,6.0,0.0,0.13272417,2.0,2.0,4.0
2099,1.0,0.0,0.6393608,3.0,1.0,6.0
2100,2.0,1.0,0.8107852,5.0,5.0,1.0
2101,3.0,0.0,0.15897071,7.0,3.0,3.0
2102,0.0,3.0,0.46399093,5.0,1.0,8.0
2103,2.0,0.0,0.72101045,1.0,1.0,8.0
2104,4.0,0.0,0.043855906,1.0,1.0,2.0
2105,4.0,0.0,0.055384636,3.0,4.0,5.0
2106,2.0,3.0,0.98198175,8.0,1.0,6.0
2107,1.0,0.0,0.24812889,3.0,4.0,5.0
2108,7.0,3.0,0.9853896,4.0,5.0,2.0
2109,1.0,0.0,0.20464694,4.0,13.0,8.0
2110,5.0,0.0,0.2682457,3.0,2.0,7.0
2111,3.0,0.0,0.77995,1.0,5.0,1.0
2112,2.0,1.0,0.07424247,6.0,1.0,1.0
2113,2.0,1.0,0.37687206,8.0,0.0,3.0
2114,1.0,0.0,0.7305063,3.0,1.0,2.0
2115,3.0,2.0,0.14196348,3.0,4.0,1.0
2116,4.0,2.0,0.020974398,6.0,9.0,2.0
2117,2.0,2.0,0.098646045,5.0,3.0,3.0
2118,5.0,2.0,0.7887907,3.0,5.0,5.0
2119,5.0,1.0,0.0035550594,4.0,3.0,2.0
2120,3.0,0.0,0.40293443,6.0,4.0,1.0
2121,5.0,2.0,0.478274,6.0,4.0,1.0
2122,1.0,1.0,0.75528014,7.0,1.0,8.0
2123,3.0,0.0,0.62133265,2.0,2.0,7.0
2124,5.0,2.0,0.1249665,6.0,0.0,9.0
2125,2.0,2.0,0.32371593,3.0,8.0,6.0
2126,0.0,0.0,0.14715815,4.0,1.0,6.0
2127,5.0,2.0,0.64199877,9.0,3.0,7.0
2128,3.0,2.0,0.22290409,7.0,7.0,3.0
2129,1.0,2.0,0.4916321,5.0,1.0,3.0
2130,5.0,1.0,0.52089906,0.0,8.0,3.0
2131,4.0,2.0,0.10638666,3.0,2.0,2.0
2132,3.0,2.0,0.95886016,7.0,6.0,6.0
2133,5.0,2.0,0.12969935,5.0,4.0,1.0
2134,2.0,0.0,0.23422658,5.0,3.0,4.0
2135,8.0,1.0,0.7067528,2.0,4.0,3.0
2136,5.0,0.0,0.24053836,6.0,1.0,1.0
2137,9.0,0.0,0.8840785,2.0,0.0,10.0
2138,1.0,0.0,0.8772017,3.0,2.0,2.0
2139,0.0,0.0,0.3880689,1.0,5.0,3.0
2140,7.0,2.0,0.3136568,8.0,0.0,3.0
2141,2.0,3.0,0.5531347,6.0,0.0,3.0
2142,3.0,2.0,0.10172415,3.0,6.0,8.0
2143,5.0,2.0,0.97339,5.0,7.0,2.0
2144,2.0,1.0,0.83611727,4.0,7.0,5.0
2145,5.0,0.0,0.25016105,2.0,15.0,3.0
2146,6.0,1.0,0.17797661,3.0,5.0,1.0
2147,2.0,3.0,0.19475484,1.0,1.0,3.0
2148,5.0,0.0,0.047516942,5.0,3.0,8.0
2149,4.0,2.0,0.6662899,3.0,0.0,3.0
2150,3.0,2.0,0.37746918,4.0,4.0,3.0
2151,2.0,0.0,0.6655799,3.0,13.0,2.0
2152,3.0,0.0,0.67755234,4.0,4.0,1.0
2153,1.0,2.0,0.85116625,6.0,6.0,3.0
2154,7.0,0.0,0.6284404,3.0,1.0,2.0
2155,1.0,1.0,0.62730694,3.0,1.0,5.0
2156,2.0,0.0,0.8413433,2.0,0.0,3.0
2157,2.0,0.0,0.87813854,7.0,2.0,1.0
2158,3.0,1.0,0.5239403,8.0,8.0,4.0
2159,1.0,0.0,0.907838,5.0,7.0,7.0
2160,2.0,2.0,0.076871276,3.0,2.0,2.0
2161,1.0,1.0,0.23858368,5.0,13.0,2.0
2162,1.0,1.0,0.7816148,9.0,1.0,6.0
2163,1.0,2.0,0.32318878,6.0,1.0,3.0
2164,1.0,0.0,0.14024329,6.0,2.0,2.0
2165,1.0,0.0,0.07067537,4.0,4.0,2.0
2166,2.0,2.0,0.49782848,0.0,0.0,4.0
2167,1.0,0.0,0.0050182343,2.0,5.0,7.0
2168,2.0,1.0,0.7144383,4.0,10.0,5.0
2169,3.0,2.0,0.69409096,7.0,1.0,2.0
2170,6.0,0.0,0.118561625,4.0,4.0,6.0
2171,5.0,0.0,0.2619512,2.0,4.0,2.0
2172,2.0,1.0,0.5106751,7.0,1.0,3.0
2173,3.0,2.0,0.8604208,3.0,4.0,3.0
2174,4.0,1.0,0.841153,6.0,6.0,4.0
2175,2.0,0.0,0.6868535,3.0,1.0,10.0
2176,2.0,1.0,0.57182086,2.0,1.0,1.0
2177,1.0,0.0,0.84615004,4.0,0.0,2.0
2178,4.0,0.0,0.6189475,5.0,2.0,3.0
2179,2.0,1.0,0.8674269,5.0,12.0,2.0
2180,5.0,1.0,0.73803663,8.0,2.0,4.0
2181,1.0,2.0,0.28748298,3.0,3.0,2.0
2182,2.0,1.0,0.7988827,2.0,0.0,2.0
2183,4.0,2.0,0.1739043,4.0,3.0,4.0
2184,4.0,1.0,0.009322524,6.0,5.0,2.0
2185,2.0,1.0,0.6810458,5.0,7.0,0.0
2186,3.0,2.0,0.5070003,3.0,1.0,2.0
2187,1.0,1.0,0.7091316,3.0,3.0,5.0
