,senior-level_skill
3076,0.0
2508,0.0
2253,0.0
3182,0.0
2825,0.0
2996,0.0
2735,0.0
2838,0.0
3459,0.0
2252,0.0
2262,0.0
2904,0.0
3104,0.0
2921,0.0
3509,0.0
2295,0.0
3599,0.0
3743,0.0
3282,0.0
2494,0.0
2061,0.0
2804,0.0
3330,0.0
3206,0.0
3171,0.0
2155,0.0
3240,0.0
3453,0.0
3889,0.0
3067,0.0
3851,0.0
2410,0.0
3638,0.0
3939,0.0
3264,0.0
2317,0.0
2515,0.0
2599,0.0
3329,0.0
2578,0.0
3179,0.0
3415,0.0
2900,0.0
3072,0.0
2285,0.0
3238,0.0
3467,0.0
2590,0.0
2011,0.0
2083,0.0
2739,0.0
3621,0.0
2931,0.0
3129,0.0
2593,0.0
2064,0.0
2443,0.0
2631,0.0
3837,0.0
2691,0.0
3642,0.0
2747,0.0
2524,0.0
3680,0.0
2922,0.0
2238,0.0
3106,0.0
2270,0.0
2157,0.0
3492,0.0
2120,0.0
2019,0.0
2053,0.0
3310,0.0
2908,0.0
3544,0.0
3989,0.0
2111,0.0
3868,0.0
3019,0.0
3629,0.0
3154,0.0
3272,0.0
3370,0.0
3090,0.0
2074,0.0
2929,0.0
2837,0.0
2794,0.0
3613,0.0
3005,0.0
2362,0.0
3003,0.0
3442,0.0
3948,0.0
3962,0.0
3749,0.0
3098,0.0
2557,0.0
2496,0.0
2109,0.0
2306,0.0
3529,0.0
3618,0.0
2310,0.0
3041,0.0
3134,0.0
3864,0.0
2100,0.0
2915,0.0
2874,0.0
2993,0.0
3588,0.0
2423,0.0
3126,1.0
2336,0.0
2480,0.0
3056,0.0
2435,0.0
2122,0.0
3447,0.0
3462,0.0
3083,0.0
2434,0.0
3875,0.0
2176,0.0
3890,0.0
2218,0.0
3313,0.0
3830,0.0
3954,0.0
2187,0.0
2947,0.0
2107,0.0
3354,0.0
2626,0.0
3862,0.0
2543,0.0
3335,0.0
3959,0.0
3896,0.0
2376,0.0
2696,0.0
2114,0.0
3586,0.0
2386,0.0
3792,0.0
2293,0.0
3523,0.0
3484,0.0
2899,0.0
3812,0.0
3573,0.0
2765,0.0
2454,0.0
3779,0.0
2267,0.0
3940,0.0
3364,0.0
3873,0.0
3701,0.0
3167,0.0
2087,0.0
3593,0.0
2694,0.0
2185,0.0
3726,0.0
2268,0.0
3131,0.0
2940,0.0
2571,1.0
3991,0.0
3014,0.0
2517,0.0
2063,0.0
2717,0.0
3161,0.0
2269,0.0
2023,0.0
2677,0.0
3665,0.0
3511,0.0
3077,0.0
3337,0.0
3436,0.0
3952,0.0
2732,0.0
3213,0.0
2304,0.0
2152,0.0
3788,0.0
2123,0.0
2994,0.0
2089,0.0
2315,0.0
2314,0.0
2214,0.0
2980,0.0
3762,0.0
2380,0.0
