,y_hat
17121,False
17148,False
10555,False
10542,False
10593,False
14965,False
13597,False
10987,False
10444,False
11459,False
18664,False
14938,False
12633,False
13443,False
15909,False
10432,False
18148,False
16315,False
11854,False
16567,False
19165,False
10704,False
13211,False
11533,False
18738,False
18124,False
11504,False
10788,False
16134,False
13346,False
14551,False
18955,False
13690,False
17885,False
12323,False
17846,False
14124,False
19084,False
14229,False
19443,False
15239,False
13498,False
15241,False
12467,False
15017,False
13870,False
11338,False
16111,False
11485,False
11316,False
19192,False
13775,False
19453,False
10412,False
10289,False
16896,False
13963,False
13521,False
12495,False
10870,False
18722,False
13471,False
11667,False
10934,False
11050,False
15198,False
14992,False
15392,False
12421,False
11748,False
12203,False
19369,False
13696,False
14672,False
11322,False
17316,False
16214,False
17596,False
18048,False
16764,False
18487,False
11057,False
13999,False
10769,False
15304,False
15063,False
18793,False
12676,False
19283,False
18183,False
10798,False
18102,False
15182,False
16088,False
11367,False
17820,False
19709,False
11938,False
19090,False
16044,False
14231,False
16865,False
11128,False
18908,False
15641,False
15333,False
15152,False
15035,False
11110,False
12370,False
14224,False
16147,False
12034,False
12684,False
17929,False
10046,False
18563,False
18933,False
12971,False
16564,False
10986,False
18603,False
15574,False
14437,False
19754,False
18696,False
12402,False
11194,False
17656,False
19238,False
11565,False
12654,False
15540,False
18997,False
15120,False
15951,False
10200,False
19196,False
19921,False
19281,False
11398,False
11574,False
19923,False
13951,False
10956,False
15665,False
18430,False
12381,False
14594,False
12124,False
16820,False
14602,False
10068,False
12932,False
10013,False
14946,False
14146,False
15277,False
10370,False
19452,False
19703,False
19983,False
14031,False
17902,False
18523,False
19725,False
11401,False
12472,False
16521,False
17963,False
12925,False
19837,False
10708,False
17343,False
18668,False
17942,False
15492,False
10546,False
16029,False
14922,False
16238,False
15457,False
16483,False
11503,False
13033,False
18261,False
10811,False
10498,False
12983,False
16895,False
17762,False
16836,False
19752,False
19215,False
16045,False
15118,False
11569,False
15519,False
18002,False
16012,False
