,years_experience,degree,nr_commits,nr_languages,nr_stars
3335,2.0,0.0,3.0,1.5,12.0
3896,2.0,0.0,9.0,1.5,10.0
2531,2.0,0.0,5.0,6.5,10.0
3640,2.0,0.0,3.0,6.5,10.0
2827,2.0,0.0,4.0,3.5,13.0
3298,2.0,0.0,7.0,4.5,10.0
2153,1.0,2.0,7.0,6.5,10.0
2876,1.0,1.0,4.0,4.5,13.0
2012,3.0,0.0,7.0,2.5,10.0
2267,2.0,0.0,9.0,1.5,10.0
2053,0.0,1.0,4.0,3.5,13.0
3629,3.0,0.0,4.0,2.5,10.0
2165,2.0,0.0,3.0,1.5,12.0
3175,3.0,0.0,9.0,7.5,10.0
3064,0.0,2.0,5.0,25.5,10.0
3462,0.0,1.0,4.0,2.5,13.0
3514,1.0,1.0,6.0,4.5,15.0
2676,3.0,0.0,9.0,1.5,10.0
2451,2.0,0.0,8.0,3.5,10.0
2389,2.0,0.0,3.0,6.5,10.0
2159,2.0,0.0,6.0,7.5,10.0
2599,3.0,0.0,4.0,1.5,10.0
2172,2.0,1.0,8.0,1.5,10.0
3491,2.0,0.0,5.0,6.5,10.0
3114,0.0,1.0,4.0,2.5,13.0
2522,1.0,1.0,3.0,2.5,17.0
2880,0.0,1.0,2.0,4.5,12.0
3984,2.0,0.0,5.0,9.5,10.0
2457,0.0,2.0,7.0,1.5,10.0
2568,2.0,0.0,8.0,3.5,10.0
2083,1.0,1.0,4.0,4.5,13.0
3102,2.0,0.0,8.0,3.5,10.0
2245,2.0,0.0,5.0,6.5,10.0
2434,1.0,1.0,2.0,4.5,13.0
2107,2.0,0.0,4.0,6.5,10.0
2688,1.0,1.0,4.0,4.5,13.0
3544,3.0,0.0,7.0,14.5,10.0
3859,1.0,1.0,2.0,4.5,13.0
3583,2.0,0.0,3.0,6.5,10.0
2307,2.0,0.0,5.0,6.5,10.0
3615,2.0,1.0,4.0,11.5,10.0
2273,3.0,0.0,4.0,1.5,10.0
2271,2.0,0.0,3.0,8.5,10.0
2189,0.0,1.0,4.0,3.5,13.0
2694,1.0,1.0,4.0,4.5,13.0
3159,2.0,0.0,11.0,3.5,10.0
3415,2.0,0.0,8.0,3.5,10.0
3321,0.0,3.0,4.0,7.5,10.0
3536,1.0,2.0,4.0,3.5,10.0
3851,2.0,0.0,8.0,3.5,10.0
3968,2.0,0.0,3.0,8.5,10.0
3090,2.0,0.0,6.0,6.5,10.0
3066,0.0,1.0,5.0,4.5,13.0
3632,3.0,0.0,7.0,1.5,10.0
2078,2.0,0.0,2.0,7.5,11.0
3542,0.0,2.0,7.0,0.5,10.0
3005,2.0,0.0,6.0,6.5,10.0
3269,0.0,1.0,4.0,4.5,13.0
3889,2.0,0.0,2.0,6.5,10.0
2711,1.0,1.0,4.0,4.5,13.0
2455,2.0,1.0,4.0,7.5,10.0
3558,4.0,0.0,4.0,7.5,10.0
3964,0.0,1.0,2.0,4.5,12.0
3799,0.0,1.0,2.0,4.5,12.0
3506,2.0,1.0,4.0,1.5,10.0
2908,0.0,2.0,6.0,9.5,10.0
2423,2.0,0.0,8.0,3.5,10.0
3611,2.0,0.0,4.0,4.999954700469971,17.0
3825,2.0,0.0,3.0,6.5,10.0
3954,0.0,2.0,4.0,3.5,10.0
2873,2.0,0.0,8.0,3.5,10.0
3258,0.0,2.0,4.0,8.5,10.0
3126,1.0,1.0,8.0,4.999954700469971,18.0
3837,0.0,2.0,4.0,8.5,10.0
3182,0.0,1.0,4.0,2.5,13.0
3573,3.0,0.0,2.0,5.5,10.0
3527,2.0,0.0,10.0,3.5,10.0
3226,2.0,1.0,5.0,1.5,10.0
2099,2.0,0.0,8.0,3.5,10.0
3551,2.0,0.0,5.0,9.5,10.0
3599,0.0,1.0,2.0,4.5,12.0
2006,1.0,2.0,4.0,1.5,10.0
2109,2.0,0.0,5.0,9.5,10.0
3555,1.0,1.0,4.0,4.9999542236328125,14.0
3420,3.0,0.0,7.0,13.5,10.0
2443,2.0,0.0,7.0,6.5,10.0
3855,2.0,0.0,8.0,3.5,10.0
3939,1.0,1.0,4.0,4.5,13.0
2528,1.0,2.0,3.0,8.5,10.0
2323,0.0,1.0,4.0,2.5,13.0
2900,2.0,0.0,4.0,6.5,10.0
2328,2.0,0.0,7.0,9.5,10.0
