,years_experience,degree,nr_commits,nr_languages,nr_stars
2509,1.0,2.0,12.0,0.5,8.0
3206,2.0,0.0,24.0,3.5,3.0
2940,1.0,0.0,14.0,12.5,2.0
2332,1.0,1.0,14.0,7.5,3.0
2164,0.0,0.0,1.0,0.5,6.0
3498,2.0,0.0,22.0,12.5,6.0
3926,2.0,0.0,28.0,3.5,6.0
3232,1.0,2.0,14.0,3.5,8.0
3340,1.0,2.0,11.0,0.5,4.0
2423,1.0,0.0,15.0,11.5,3.0
3213,2.0,1.0,23.0,3.5,10.0
2718,0.0,2.0,5.0,1.5,0.0
3038,1.0,0.0,13.0,1.5,3.0
2137,3.0,0.0,35.0,1.5,6.0
2642,3.0,0.0,36.0,5.5,6.0
3803,3.0,0.0,33.0,2.5,2.0
2262,2.0,0.0,24.0,15.5,6.0
2519,1.0,0.0,16.0,1.5,3.0
2135,2.0,0.0,24.0,5.5,2.0
2074,1.0,1.0,14.0,1.5,6.0
3706,3.0,0.0,33.0,0.5,2.0
2381,1.0,2.0,17.0,2.5,3.0
2573,3.0,0.0,32.0,6.5,2.0
2781,2.0,0.0,25.0,5.5,7.0
2911,1.0,0.0,13.0,1.5,14.0
3180,1.0,0.0,15.0,10.5,5.0
2240,2.0,0.0,23.0,20.5,2.0
3262,1.0,0.0,14.0,2.5,1.0
2402,0.0,1.0,3.0,3.5,3.0
3173,2.0,0.0,25.0,1.5,4.0
3568,2.0,1.0,26.0,0.5,6.0
2540,0.0,2.0,5.0,3.5,7.0
2812,1.0,0.0,15.0,6.5,3.0
3496,1.0,1.0,18.0,0.5,7.0
2248,1.0,0.0,14.0,1.5,1.0
3355,1.0,0.0,14.0,8.5,4.0
3080,2.0,0.0,27.0,4.5,6.0
2847,0.0,2.0,2.0,3.5,2.0
2675,2.0,1.0,22.0,3.5,7.0
2729,0.0,0.0,8.0,4.5,2.0
2670,1.0,0.0,12.0,3.5,4.0
2097,2.0,0.0,24.0,1.5,2.0
3174,2.0,0.0,26.0,0.5,6.0
2565,1.0,1.0,14.0,2.5,5.0
3679,1.0,0.0,15.0,4.5,9.0
2191,3.0,0.0,31.0,8.5,7.0
3900,0.0,2.0,2.0,0.5,1.0
2571,0.0,0.0,5.0,1.5,8.0
3981,2.0,0.0,26.0,1.5,6.0
3220,1.0,1.0,14.0,6.5,1.0
2856,3.0,0.0,35.0,4.5,6.0
2151,1.0,0.0,16.0,0.5,3.0
2734,1.0,0.0,17.0,6.5,2.0
3392,2.0,1.0,23.0,0.5,2.0
2578,3.0,0.0,33.0,1.5,0.0
3997,0.0,2.0,8.0,9.5,4.0
2153,1.0,2.0,15.0,3.5,3.0
2695,3.0,0.0,33.0,7.5,4.0
3010,2.0,0.0,23.0,3.5,2.0
2439,3.0,0.0,37.0,3.5,0.0
3561,0.0,1.0,1.0,2.5,3.0
3748,2.0,1.0,23.0,9.5,6.0
2029,1.0,0.0,14.0,5.5,6.0
2815,1.0,0.0,14.0,2.5,4.0
3795,0.0,2.0,2.0,0.5,2.0
3885,1.0,1.0,15.0,1.5,1.0
2886,1.0,1.0,15.0,6.5,5.0
3866,0.0,2.0,4.0,3.5,9.0
3108,3.0,0.0,32.0,2.5,1.0
2652,0.0,1.0,5.0,1.5,7.0
3176,1.0,0.0,14.0,7.5,1.0
2910,3.0,0.0,36.0,0.5,2.0
3743,2.0,0.0,23.0,1.5,2.0
2452,3.0,0.0,36.0,23.5,2.0
3566,1.0,0.0,12.0,4.5,3.0
2409,2.0,1.0,24.0,1.5,9.0
