,x1,x2,x3,x4
2367,0.8,-0.0,-0.0,-0.0
3328,0.0,2.8,0.2,3.0
2865,0.0,1.8,0.5,2.5
3039,0.6,-0.0,0.0,2.1
2699,0.0,2.5,1.2,5.7
2077,0.7,2.3,0.0,-0.0
3074,1.1,3.6,2.0,8.1
2388,0.4,2.2,-0.0,2.7
2888,0.3,0.1,-0.0,-0.0
2777,0.4,0.0,-0.0,-0.0
3436,0.5,3.5,1.1,5.7
3465,1.7,-0.0,1.7,4.7
3817,0.4,0.0,-0.0,2.0
2994,1.0,0.9,-0.0,0.0
2239,-0.0,0.2,0.1,0.4
3455,1.8,-0.0,1.7,5.0
3381,0.1,1.4,0.1,3.7
2571,1.4,2.7,0.0,5.2
2320,1.3,3.5,-0.0,6.2
2719,0.4,7.0,1.3,2.8
2636,0.0,6.5,1.5,6.4
3885,-0.0,0.5,0.2,1.0
2486,0.4,4.2,1.6,6.9
2797,-0.0,0.7,-0.0,0.9
3692,0.2,3.7,0.3,4.7
2793,0.1,3.4,-0.0,5.7
3724,0.5,-0.0,-0.0,-0.0
3642,0.0,0.1,0.1,0.0
3233,0.6,-0.0,0.0,2.7
2635,-0.0,2.1,0.3,3.3
2798,-0.0,4.0,0.1,9.1
3732,0.1,-0.0,0.0,-0.0
3485,0.1,0.9,0.0,1.3
3808,0.1,2.6,1.0,5.2
2726,0.3,3.0,0.3,0.0
3603,0.3,0.0,-0.0,-0.0
3920,0.3,0.0,0.0,0.0
3652,-0.0,2.8,2.4,7.7
2971,0.5,1.5,0.6,2.6
2982,1.5,6.4,2.2,11.0
3191,0.2,3.8,-0.0,-0.0
2354,0.3,3.8,1.3,6.5
3882,0.0,3.6,0.4,4.2
2361,0.2,1.3,0.0,0.0
2018,0.2,1.7,0.6,3.1
3776,0.0,2.1,0.1,-0.0
2893,0.2,3.3,1.2,6.2
3674,0.8,1.9,1.1,3.9
3025,0.2,1.5,0.4,2.4
2397,0.0,2.0,0.1,2.3
3869,-0.0,2.2,0.1,4.2
3147,0.3,3.6,1.0,5.6
3972,0.1,1.6,0.1,2.0
3595,-0.0,-0.0,0.0,0.1
3333,0.5,3.5,-0.0,0.9
2790,0.1,0.0,-0.0,0.0
2465,0.0,0.1,0.0,0.2
2897,0.5,-0.0,0.0,1.8
2619,0.3,2.9,-0.0,-0.0
3052,0.4,2.3,0.6,3.6
3343,1.3,4.5,1.0,8.5
2264,0.5,-0.0,0.0,0.3
3355,0.0,0.8,0.1,0.9
2065,0.8,3.5,0.0,5.3
3678,1.4,-0.0,0.0,0.0
3706,0.1,5.7,0.3,6.7
3279,-0.0,0.5,0.1,0.7
3540,0.3,2.1,0.9,4.2
3489,0.6,2.4,-0.0,3.8
3232,0.0,1.7,1.0,3.9
2093,-0.0,0.5,0.1,0.0
2314,0.3,3.3,0.3,3.9
2663,0.0,1.6,-0.0,0.0
2326,0.1,2.6,0.4,3.4
2211,1.6,1.0,-0.0,4.0
2376,-0.0,0.0,1.3,0.0
2290,0.1,3.1,0.7,3.7
3783,-0.0,0.6,-0.0,0.0
2694,0.8,3.0,0.8,6.0
2003,0.7,3.6,1.2,5.7
3046,-0.0,0.1,0.1,0.1
3886,0.3,7.1,1.2,2.3
2735,0.0,5.3,0.2,2.3
2762,-0.0,0.7,0.0,-0.0
3379,0.0,4.2,0.6,3.8
3698,0.1,4.0,0.8,2.3
2748,0.2,0.1,0.2,0.7
2879,0.0,3.1,1.2,4.5
3447,0.1,0.8,0.5,1.7
2185,0.3,0.8,0.3,-0.0
2027,-0.1,2.0,0.9,4.0
2484,0.6,-0.0,0.0,-0.0
3380,0.1,0.9,0.4,-0.0
3515,-0.0,1.9,0.6,4.6
2385,0.3,3.0,0.3,-0.0
2473,-0.0,0.3,-0.0,-0.0
3744,0.6,0.0,0.0,-0.0
3360,-0.0,2.8,0.5,3.8
2973,0.7,8.9,1.0,4.4
3140,0.0,1.3,0.3,-0.0
3763,-0.0,0.5,-0.0,0.5
3669,1.3,0.0,1.3,4.8
3061,0.5,1.4,0.0,2.8
2891,0.6,0.9,0.0,0.0
3508,0.1,2.1,0.1,2.7
2683,0.1,0.4,0.1,1.0
2718,-0.0,4.1,3.0,0.0
3861,0.0,2.2,-0.0,2.3
3666,1.5,6.2,1.4,12.9
3172,0.1,-0.0,2.0,8.0
3636,0.0,2.5,1.3,6.2
2715,0.4,7.3,0.6,1.6
3899,-0.0,0.0,-0.0,0.2
3645,-0.0,0.9,-0.0,1.1
2410,0.0,0.7,0.1,1.0
2679,1.7,-0.0,0.0,2.0
3182,0.2,1.0,0.1,1.4
3627,0.7,3.4,-0.0,4.6
3914,0.0,-0.0,0.0,0.1
2072,0.1,5.3,0.0,-0.0
3099,0.1,2.1,0.1,2.1
2371,0.3,2.6,-0.0,3.8
2074,0.1,2.1,0.0,2.3
2020,0.9,-0.0,0.0,-0.1
2162,-0.0,4.6,0.8,6.2
3029,0.8,4.0,1.1,-0.0
2710,0.2,0.2,-0.0,0.0
3558,0.7,0.0,-0.0,0.0
3101,0.4,2.6,1.2,6.5
3788,0.2,2.8,0.3,-0.0
3831,-0.0,0.0,0.8,-0.0
3720,2.0,-0.0,2.1,-0.0
2400,0.5,-0.0,1.2,0.0
2096,0.0,0.2,-0.0,-0.0
2759,0.2,-0.0,0.0,0.0
3044,0.6,1.4,1.0,4.2
2164,0.0,5.0,1.5,8.4
2869,1.5,4.7,-0.0,7.8
2297,0.1,3.3,0.5,4.6
2943,0.5,1.9,-0.0,0.0
