,years_experience,degree,nr_commits,nr_languages,nr_stars
2496,1.0,0.0,3.0,7.5,2.0
3694,4.0,0.0,7.0,7.5,6.0
3791,0.0,0.0,4.0,11.5,0.0
3644,1.0,0.0,2.0,0.5,1.0
3940,3.0,0.0,5.0,1.5,4.0
2850,1.0,1.0,6.0,1.5,1.0
2777,3.0,0.0,4.0,4.5,4.0
3650,0.0,1.0,4.0,13.5,0.0
3154,2.0,1.0,6.0,4.5,4.0
3893,2.0,0.0,6.0,8.5,2.0
2420,1.0,1.0,2.0,0.5,1.0
2044,2.0,1.0,4.0,6.5,2.0
2908,1.0,0.0,7.0,9.5,1.0
2223,2.0,0.0,2.0,1.5,2.0
2743,0.0,0.0,5.0,9.5,0.0
3449,1.0,0.0,6.0,0.5,1.0
2424,1.0,0.0,5.0,7.5,1.0
3190,0.0,1.0,3.0,1.5,0.0
3025,2.0,1.0,3.0,11.5,2.0
3447,4.0,0.0,5.0,4.5,7.0
3638,2.0,0.0,9.0,9.5,3.0
2337,2.0,0.0,2.0,0.5,3.0
3161,1.0,2.0,2.0,3.5,1.0
2618,1.0,0.0,8.0,2.5,2.0
2870,1.0,0.0,5.0,3.5,1.0
2505,1.0,1.0,9.0,0.5,2.0
3287,3.0,0.0,6.0,9.5,5.0
2641,4.0,0.0,7.0,2.5,7.0
2713,1.0,2.0,5.0,0.5,1.0
2302,1.0,0.0,5.0,0.5,4.0
3538,3.0,0.0,5.0,0.5,5.0
2233,1.0,1.0,7.0,2.5,1.0
2449,2.0,0.0,6.0,9.5,2.0
2636,1.0,1.0,6.0,0.5,1.0
3402,1.0,1.0,5.0,4.5,2.0
3507,1.0,1.0,5.0,3.5,4.0
3843,0.0,0.0,4.0,6.5,1.0
3857,2.0,0.0,9.0,6.5,8.0
2048,2.0,0.0,5.0,10.5,2.0
2774,2.0,0.0,8.0,2.5,2.0
2590,0.0,0.0,7.0,4.5,0.0
2888,1.0,2.0,5.0,0.5,2.0
3392,2.0,0.0,3.0,2.5,3.0
3308,2.0,0.0,2.0,6.5,5.0
2658,2.0,0.0,4.0,2.5,2.0
2954,3.0,0.0,3.0,2.5,6.0
2769,2.0,0.0,6.0,9.5,3.0
3709,0.0,1.0,4.0,6.5,0.0
3561,0.0,2.0,1.0,1.5,0.0
3403,0.0,2.0,5.0,15.5,0.0
2659,0.0,1.0,2.0,5.5,0.0
3737,0.0,2.0,7.0,4.5,0.0
2092,3.0,0.0,10.0,3.5,3.0
2758,0.0,2.0,4.0,2.5,0.0
3547,2.0,0.0,7.0,4.5,2.0
2179,3.0,0.0,11.0,5.5,3.0
3584,2.0,0.0,7.0,5.5,4.0
3132,1.0,0.0,4.0,0.5,1.0
3896,1.0,0.0,9.0,2.5,2.0
3762,2.0,1.0,5.0,3.5,2.0
2981,3.0,0.0,5.0,1.5,3.0
2443,1.0,0.0,10.0,5.5,5.0
2103,1.0,1.0,4.0,10.5,2.0
3658,2.0,0.0,7.0,4.5,3.0
3184,1.0,0.0,6.0,4.5,1.0
3460,2.0,0.0,2.0,1.5,2.0
2824,0.0,0.0,7.0,7.5,0.0
3352,1.0,0.0,9.0,3.5,1.0
2841,2.0,0.0,4.0,0.5,2.0
2813,1.0,1.0,7.0,2.5,1.0
3393,1.0,1.0,1.0,4.5,1.0
2885,0.0,0.0,3.0,4.5,1.0
2718,2.0,0.0,4.0,5.5,5.0
2143,2.0,1.0,6.0,0.5,2.0
3373,0.0,0.0,10.0,10.5,0.0
3534,2.0,0.0,3.0,0.5,2.0
3799,1.0,1.0,4.0,10.5,1.0
2026,0.0,0.0,2.0,1.5,0.0
3963,3.0,0.0,4.0,2.5,3.0
3677,3.0,0.0,4.0,7.5,3.0
2788,2.0,0.0,6.0,0.5,3.0
2726,1.0,0.0,3.0,1.5,1.0
3603,1.0,0.0,3.0,5.5,4.0
2734,1.0,0.0,4.0,6.5,1.0
3298,1.0,0.0,6.0,0.5,1.0
3581,0.0,2.0,4.0,9.5,0.0
3458,1.0,2.0,6.0,7.5,1.0
2163,3.0,0.0,7.0,15.5,3.0
3494,1.0,2.0,5.0,3.5,1.0
3541,0.0,0.0,2.0,3.5,1.0
3218,1.0,1.0,6.0,0.5,2.0
3467,2.0,0.0,2.0,10.5,2.0
2247,1.0,0.0,5.0,3.5,4.0
2124,0.0,0.0,5.0,1.5,1.0
3090,2.0,0.0,4.0,3.5,3.0
2033,1.0,0.0,4.0,5.5,5.0
2613,0.0,0.0,5.0,5.5,0.0
2916,0.0,2.0,3.0,1.5,0.0
3073,2.0,0.0,6.0,2.5,2.0
2666,1.0,1.0,4.0,2.5,4.0
3944,2.0,0.0,10.0,3.5,3.0
3607,2.0,1.0,3.0,7.5,2.0
2704,4.0,0.0,7.0,3.5,5.0
2969,0.0,1.0,6.0,1.5,0.0
2153,3.0,0.0,4.0,5.5,3.0
2910,1.0,1.0,7.0,6.5,1.0
3921,1.0,1.0,4.0,1.5,1.0
2591,3.0,0.0,6.0,9.5,3.0
3347,2.0,0.0,7.0,1.5,2.0
3985,2.0,0.0,7.0,1.5,3.0
2159,0.0,2.0,2.0,4.5,1.0
3283,3.0,0.0,2.0,3.5,3.0
3372,1.0,0.0,8.0,6.5,2.0
3230,3.0,0.0,4.0,6.5,4.0
3514,2.0,1.0,3.0,2.5,3.0
2754,1.0,0.0,5.0,5.5,1.0
2836,2.0,0.0,2.0,7.5,4.0
2609,1.0,0.0,2.0,4.5,1.0
3911,2.0,0.0,6.0,2.5,3.0
2989,0.0,0.0,5.0,6.5,0.0
3691,1.0,0.0,4.0,0.5,1.0
3389,2.0,0.0,9.0,6.5,6.0
3022,1.0,2.0,8.0,0.5,3.0
3198,2.0,0.0,5.0,6.5,8.0
3067,0.0,2.0,4.0,6.5,0.0
2376,3.0,0.0,3.0,6.5,3.0
3777,3.0,0.0,5.0,4.5,3.0
2780,4.0,0.0,6.0,0.5,5.0
3877,1.0,1.0,5.0,0.5,1.0
3821,1.0,1.0,3.0,6.5,1.0
