,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,0.0,0.0,0.17968142,4.0,5.0,0.0
2001,3.0,2.0,0.13264978,3.0,1.0,4.0
2002,4.0,0.0,0.74990344,5.0,6.0,7.0
2003,1.0,0.0,0.19166136,3.0,0.0,2.0
2004,4.0,0.0,0.27913487,5.0,2.0,6.0
2005,8.0,1.0,0.05306232,4.0,5.0,12.0
2006,0.0,2.0,0.93785334,5.0,18.0,0.0
2007,5.0,2.0,0.541698,4.0,1.0,5.0
2008,5.0,0.0,0.24370146,5.0,2.0,7.0
2009,1.0,2.0,0.21081233,4.0,1.0,1.0
2010,2.0,3.0,0.14816475,3.0,2.0,3.0
2011,2.0,2.0,0.47722864,3.0,3.0,2.0
2012,5.0,0.0,0.090551615,6.0,1.0,5.0
2013,6.0,0.0,0.43260968,3.0,2.0,7.0
2014,3.0,0.0,0.61515236,2.0,7.0,4.0
2015,2.0,2.0,0.44523346,2.0,0.0,2.0
2016,3.0,3.0,0.9696733,7.0,9.0,4.0
2017,0.0,0.0,0.41198528,9.0,2.0,0.0
2018,3.0,0.0,0.9841368,2.0,2.0,3.0
2019,2.0,0.0,0.71905243,7.0,5.0,3.0
2020,3.0,1.0,0.68137145,8.0,1.0,3.0
2021,0.0,3.0,0.7077855,4.0,0.0,0.0
2022,1.0,1.0,0.14104366,8.0,5.0,1.0
2023,7.0,0.0,0.1136179,3.0,10.0,9.0
2024,6.0,0.0,0.47494507,2.0,2.0,8.0
2025,2.0,2.0,0.5167308,5.0,1.0,2.0
2026,0.0,0.0,0.23249805,1.0,1.0,0.0
2027,6.0,3.0,0.4688605,4.0,4.0,10.0
2028,3.0,0.0,0.21914661,3.0,6.0,3.0
2029,5.0,2.0,0.42896938,8.0,1.0,8.0
2030,3.0,2.0,0.6075845,5.0,7.0,4.0
2031,7.0,2.0,0.33382857,2.0,10.0,8.0
2032,7.0,3.0,0.87466514,5.0,1.0,8.0
2033,1.0,0.0,0.6605116,3.0,5.0,5.0
2034,1.0,3.0,0.95691466,5.0,2.0,1.0
2035,4.0,2.0,0.6628535,3.0,1.0,6.0
2036,3.0,0.0,0.610531,1.0,0.0,4.0
2037,6.0,2.0,0.05530703,6.0,2.0,6.0
2038,3.0,0.0,0.6103296,3.0,2.0,3.0
2039,1.0,0.0,0.030958772,3.0,0.0,1.0
2040,3.0,2.0,0.99838674,3.0,9.0,4.0
2041,5.0,0.0,0.7987335,0.0,1.0,6.0
2042,1.0,2.0,0.6173694,3.0,9.0,3.0
2043,4.0,2.0,0.32073402,5.0,1.0,4.0
2044,2.0,1.0,0.53981745,3.0,6.0,2.0
2045,1.0,2.0,0.26517332,3.0,1.0,4.0
2046,0.0,0.0,0.29748118,4.0,9.0,0.0
2047,3.0,1.0,0.58822703,5.0,3.0,3.0
2048,2.0,0.0,0.24729335,4.0,10.0,2.0
2049,1.0,2.0,0.5503659,1.0,7.0,3.0
2050,3.0,2.0,0.7189268,6.0,3.0,3.0
2051,3.0,2.0,0.56579554,4.0,3.0,3.0
2052,1.0,2.0,0.46885252,3.0,4.0,2.0
2053,5.0,2.0,0.6838151,3.0,4.0,7.0
2054,5.0,2.0,0.9717742,10.0,3.0,7.0
2055,1.0,0.0,0.16726542,5.0,12.0,3.0
2056,12.0,3.0,0.9129821,3.0,3.0,16.0
2057,2.0,1.0,0.80390096,7.0,5.0,4.0
2058,0.0,3.0,0.34839392,5.0,1.0,0.0
2059,4.0,0.0,0.48091364,9.0,7.0,5.0
2060,1.0,0.0,0.47287345,3.0,1.0,2.0
2061,2.0,3.0,0.91320026,3.0,3.0,2.0
2062,4.0,1.0,0.6479461,3.0,5.0,5.0
2063,3.0,0.0,0.15995431,2.0,10.0,3.0
2064,2.0,3.0,0.24006152,5.0,4.0,5.0
2065,1.0,3.0,0.11524081,4.0,6.0,1.0
2066,5.0,1.0,0.5491481,3.0,0.0,7.0
2067,1.0,0.0,0.8516015,5.0,8.0,1.0
2068,1.0,0.0,0.9010694,7.0,1.0,2.0
2069,1.0,2.0,0.06330013,3.0,0.0,2.0
2070,4.0,2.0,0.25237143,1.0,1.0,4.0
2071,4.0,1.0,0.18933761,2.0,3.0,4.0
2072,0.0,0.0,0.77193046,5.0,10.0,2.0
2073,1.0,0.0,0.50609434,4.0,7.0,3.0
2074,6.0,2.0,0.23141706,3.0,1.0,7.0
2075,2.0,3.0,0.026678324,10.0,2.0,2.0
2076,4.0,3.0,0.30235147,5.0,6.0,5.0
2077,1.0,0.0,0.3546145,4.0,12.0,1.0
2078,1.0,2.0,0.21162403,3.0,0.0,3.0
2079,4.0,2.0,0.51580155,4.0,2.0,4.0
2080,3.0,0.0,0.5336628,4.0,9.0,3.0
2081,5.0,2.0,0.03238952,8.0,4.0,7.0
2082,4.0,3.0,0.39058328,3.0,2.0,4.0
2083,5.0,2.0,0.8602345,5.0,4.0,6.0
2084,2.0,3.0,0.6035352,5.0,4.0,2.0
2085,0.0,0.0,0.44512892,3.0,2.0,2.0
2086,3.0,1.0,0.4518453,4.0,4.0,4.0
2087,1.0,0.0,0.67392623,8.0,7.0,2.0
2088,5.0,0.0,0.16974807,7.0,10.0,5.0
2089,5.0,2.0,0.7728442,5.0,3.0,5.0
2090,5.0,0.0,0.7930341,4.0,0.0,8.0
2091,2.0,2.0,0.2924564,2.0,6.0,2.0
2092,3.0,0.0,0.86417687,9.0,3.0,3.0
2093,2.0,0.0,0.5320473,7.0,12.0,2.0
2094,3.0,2.0,0.68242085,3.0,5.0,4.0
2095,1.0,1.0,0.15866947,4.0,5.0,1.0
2096,3.0,2.0,0.028765798,3.0,3.0,3.0
2097,0.0,0.0,0.5082935,3.0,3.0,3.0
2098,4.0,0.0,0.19200218,1.0,8.0,5.0
2099,4.0,0.0,0.5309303,3.0,2.0,4.0
2100,3.0,0.0,0.85027087,5.0,6.0,7.0
2101,5.0,2.0,0.5169791,3.0,9.0,5.0
2102,3.0,3.0,0.7803563,6.0,7.0,3.0
2103,1.0,1.0,0.9447322,3.0,10.0,2.0
2104,3.0,0.0,0.5074519,3.0,8.0,3.0
2105,3.0,3.0,0.8577454,7.0,6.0,4.0
2106,3.0,1.0,0.03243053,6.0,1.0,3.0
2107,2.0,2.0,0.36997986,7.0,8.0,5.0
2108,2.0,0.0,0.23996449,3.0,3.0,5.0
2109,2.0,2.0,0.14825416,4.0,1.0,2.0
2110,3.0,1.0,0.667861,5.0,5.0,5.0
2111,3.0,2.0,0.686926,6.0,5.0,3.0
2112,3.0,2.0,0.41886818,2.0,3.0,3.0
2113,3.0,0.0,0.34105146,2.0,5.0,3.0
2114,3.0,2.0,0.522328,8.0,4.0,4.0
