,senior-level_skill
2496,1.0
3694,1.0
3791,1.0
3644,1.0
3940,1.0
2850,1.0
2777,1.0
3650,1.0
3154,1.0
3893,1.0
2420,1.0
2044,1.0
2908,1.0
2223,1.0
2743,1.0
3449,1.0
2424,1.0
3190,1.0
3025,1.0
3447,1.0
3638,0.0
2337,1.0
3161,1.0
2618,0.0
2870,1.0
2505,1.0
3287,1.0
2641,1.0
2713,1.0
2302,1.0
3538,1.0
2233,1.0
2449,1.0
2636,1.0
3402,1.0
3507,1.0
3843,1.0
3857,1.0
2048,1.0
2774,1.0
2590,1.0
2888,1.0
3392,1.0
3308,1.0
2658,1.0
2954,1.0
2769,1.0
3709,1.0
3561,1.0
3403,1.0
2659,1.0
3737,1.0
2092,1.0
2758,1.0
3547,1.0
2179,1.0
3584,1.0
3132,1.0
3896,1.0
3762,1.0
2981,1.0
2443,1.0
2103,1.0
3658,1.0
3184,1.0
3460,1.0
2824,1.0
3352,1.0
2841,1.0
2813,0.0
3393,1.0
2885,1.0
2718,1.0
2143,1.0
3373,1.0
3534,0.0
3799,1.0
2026,1.0
3963,0.0
3677,1.0
2788,1.0
2726,1.0
3603,1.0
2734,1.0
3298,1.0
3581,0.0
3458,1.0
2163,1.0
3494,1.0
3541,1.0
3218,1.0
3467,0.0
2247,1.0
2124,1.0
3090,1.0
2033,1.0
2613,1.0
2916,1.0
3073,1.0
2666,1.0
3944,1.0
3607,1.0
2704,1.0
2969,1.0
2153,1.0
2910,1.0
3921,1.0
2591,1.0
3347,1.0
3985,1.0
2159,1.0
3283,1.0
3372,1.0
3230,0.0
3514,1.0
2754,1.0
2836,1.0
2609,1.0
3911,1.0
2989,1.0
3691,1.0
3389,1.0
3022,1.0
3198,0.0
3067,1.0
2376,1.0
3777,1.0
2780,1.0
3877,1.0
3821,1.0
3074,1.0
2881,1.0
3245,1.0
2036,1.0
3165,1.0
2587,0.0
3105,0.0
2080,1.0
2017,1.0
3635,1.0
2315,1.0
3729,0.0
3568,0.0
2172,1.0
3482,1.0
2243,1.0
2115,1.0
2840,1.0
2318,1.0
2906,1.0
2647,1.0
3972,1.0
3288,1.0
2060,1.0
2982,1.0
2249,1.0
2875,1.0
3501,1.0
3228,1.0
3871,1.0
3614,1.0
2483,1.0
3616,1.0
3938,1.0
2790,1.0
3783,1.0
2607,1.0
3007,1.0
3472,1.0
3498,1.0
2177,1.0
3324,0.0
3636,0.0
3833,1.0
3608,1.0
3015,1.0
3735,1.0
2804,1.0
3319,1.0
3148,1.0
2067,1.0
3683,1.0
3314,1.0
2661,1.0
2259,1.0
3565,1.0
3717,1.0
2334,0.0
2938,1.0
2939,1.0
3621,1.0
2488,1.0
3212,1.0
2276,1.0
2880,1.0
2752,1.0
3318,1.0
2014,1.0
2878,1.0
3666,1.0
