,years_experience,degree,nr_commits,nr_languages,nr_stars
3500,3.0,1.0,3035.0,3.0,13.0
2941,3.0,1.0,3034.0,6.0,11.0
2279,3.0,1.0,3038.0,3.0,16.0
2352,2.0,2.0,2025.0,3.0,12.0
3031,3.0,1.0,3030.0,6.0,13.0
3850,3.0,1.0,3035.0,8.0,11.0
3911,3.0,1.0,3032.0,4.0,11.0
3011,1.0,3.0,1014.0,1.0,14.0
2769,3.0,1.0,3038.0,4.0,13.0
2369,3.0,1.0,3034.0,3.0,12.0
2945,2.0,2.0,2021.0,7.0,11.0
2398,3.0,1.0,3033.0,9.0,13.0
3595,3.0,1.0,3034.0,3.0,11.0
3938,3.0,1.0,3034.0,4.0,11.0
3458,3.0,1.0,3038.0,1.0,13.0
3056,3.0,1.0,3037.0,2.0,13.0
2798,3.0,1.0,3038.0,6.0,14.0
2544,3.0,1.0,3035.0,2.0,12.0
2318,3.0,1.0,3030.0,3.0,14.0
3407,3.0,1.0,3032.0,1.0,11.0
3740,1.0,3.0,1015.0,1.0,19.0
2172,2.0,2.0,2021.0,2.0,13.0
3285,1.0,3.0,1015.0,5.0,14.0
3240,3.0,1.0,3032.0,5.0,15.0
3418,1.0,3.0,1013.0,2.0,12.0
3089,2.0,2.0,2021.0,10.0,11.0
2175,2.0,2.0,2021.0,12.0,10.0
3530,3.0,1.0,32.0,6.0,4.0
3416,3.0,1.0,36.0,13.0,3.0
2241,1.0,3.0,1012.0,4.0,18.0
3800,2.0,2.0,2024.0,3.0,15.0
3644,3.0,1.0,3033.0,2.0,11.0
2465,1.0,3.0,1018.0,1.0,11.0
2721,3.0,1.0,3034.0,3.0,23.0
3437,1.0,3.0,1011.0,1.0,19.0
2073,3.0,1.0,3034.0,3.0,12.0
3239,3.0,1.0,3035.0,9.0,11.0
2767,2.0,2.0,2023.0,4.0,16.0
2960,3.0,1.0,3039.0,4.0,14.0
3935,3.0,1.0,3036.0,1.0,15.0
2086,3.0,1.0,3037.0,5.0,11.0
3726,2.0,2.0,2023.0,4.0,10.0
3008,1.0,3.0,1016.0,10.0,14.0
3231,3.0,1.0,3033.0,3.0,14.0
2040,1.0,3.0,1016.0,3.0,11.0
3539,1.0,3.0,1013.0,4.0,15.0
3915,4.0,1.0,4040.0,10.0,12.0
2924,1.0,3.0,1015.0,3.0,13.0
2806,3.0,1.0,3034.0,5.0,11.0
3535,2.0,2.0,2026.0,2.0,16.0
2066,1.0,3.0,1015.0,5.0,12.0
3029,3.0,1.0,3038.0,9.0,11.0
2615,3.0,1.0,37.0,0.0,3.0
3427,1.0,3.0,1013.0,7.0,15.0
3641,3.0,1.0,3033.0,1.0,12.0
3677,3.0,1.0,3035.0,4.0,13.0
3204,1.0,3.0,1014.0,5.0,13.0
2280,3.0,1.0,3034.0,2.0,13.0
2531,3.0,1.0,3040.0,4.0,16.0
3651,2.0,3.0,2020.0,2.0,15.0
3344,2.0,2.0,2024.0,3.0,12.0
3981,4.0,1.0,4044.0,11.0,12.0
2186,3.0,1.0,3033.0,8.0,14.0
3060,3.0,1.0,3035.0,9.0,14.0
2582,2.0,2.0,2021.0,3.0,15.0
3363,2.0,2.0,2023.0,15.0,11.0
2396,3.0,1.0,3033.0,18.0,15.0
2087,1.0,3.0,1013.0,2.0,14.0
2917,3.0,1.0,3035.0,9.0,15.0
3699,1.0,3.0,1013.0,10.0,13.0
2978,3.0,1.0,3030.0,3.0,11.0
2939,3.0,1.0,3037.0,2.0,15.0
3945,3.0,1.0,34.0,10.0,2.0
2386,5.0,0.0,5051.0,7.0,14.0
3747,1.0,3.0,1012.0,1.0,11.0
