,x1,x2,x3,x4
3872,-0.015991904,-0.95009315,-0.14869887,-1.0804102
2891,-0.50992316,-2.8270712,-0.38127273,-3.7802196
3994,-0.3059933,-1.2888149,-0.2817958,-1.8831683
3784,-1.722685,-2.9468079,-1.5909113,-6.168913
3402,-2.0685806,-3.8021345,-2.1170187,-8.04198
2142,-0.4000466,-1.3535907,-0.5393682,-2.37183
3019,-0.113578476,-0.9904914,-0.14544879,-1.2706199
2124,-1.1890534,-3.4513788,-1.2239187,-5.7629743
3715,0.20444109,-1.2684886,0.38945115,-0.7632806
2289,-0.23686121,0.4595096,-0.37199926,-0.3081615
2682,0.05368376,-1.1891885,0.101720005,-0.9019961
3098,-1.0724208,-2.2583117,-1.1329513,-4.480625
2213,-2.0333276,-6.014728,-2.1420827,-10.045636
3704,-0.9064017,-1.1200387,-0.89130056,-2.8307035
3517,-0.3908726,-0.21148956,-0.20403835,-0.9281177
2557,-0.8886421,-1.1939614,-0.8504998,-2.741092
2103,-0.43079796,-2.3267598,-0.37855226,-3.1875727
2889,-0.03135955,-0.14146319,-0.0059477706,-0.18785655
3038,-1.2985566,-0.53321505,-1.4264792,-3.4971702
3973,-1.0224711,-1.8124822,-1.0150036,-3.8980956
3854,0.057693776,-1.8958595,0.14041516,-1.755383
2248,-0.6335236,-0.7753425,-0.60175574,-1.9944674
2680,-0.21192104,0.119004786,-0.1513326,-0.3114541
3976,-0.5364112,-1.2111379,-0.5305229,-2.4048002
2068,-0.5612257,0.7932979,-0.59914696,-0.2945214
2931,-1.2270652,-0.72472835,-1.1599368,-3.131866
3841,-0.6692205,-1.5891534,-0.6797862,-2.9468586
3602,-1.5044801,-0.012549877,-1.4485075,-2.9406667
3751,-0.60828483,-0.44273585,-0.51205474,-1.5103005
3068,-0.65641576,-2.151885,-0.7188182,-3.6215081
3591,-0.712991,-1.9935993,-0.5935919,-3.4184966
3772,-1.5806174,-2.014463,-1.3647655,-4.7551446
3971,0.28030765,-1.3880472,0.18408933,-0.856539
2738,-1.2732179,-2.704179,-1.2250462,-5.1939335
2543,-0.5397253,-2.3324995,-0.5140725,-3.366437
2593,-0.6687417,-1.5958632,-0.62302876,-3.0020154
3219,-0.124350205,-0.54298854,-0.20107833,-0.9510542
3444,-0.40582594,-0.47010452,-0.2739755,-1.0022492
3266,-0.046922766,-1.5649852,-0.035935044,-1.6201861
3527,-0.27002266,-0.19203866,-0.24251935,-0.7484152
2219,-0.3687985,-0.17543119,-0.32850108,-0.6568866
2283,-1.4065539,-2.4378912,-1.3089389,-5.094942
3263,-0.8638234,-2.3404212,-1.0265902,-4.170589
2709,-0.77110475,-2.2069407,-0.73248947,-3.8049436
2699,-0.9486792,-2.1487768,-0.83032936,-3.940661
3688,-0.24996117,-0.87593985,-0.17985192,-1.4444423
2665,-0.4583379,-1.706599,-0.5067079,-2.6611547
2072,-0.71961474,-0.42554158,-0.619676,-1.7554855
2087,-1.0052569,-1.4911771,-1.0644681,-3.6646183
3510,-1.3678727,-2.3997123,-1.4175472,-5.3714447
2441,-1.1237797,-2.8288145,-0.9892645,-4.9204683
3065,0.28450885,-0.6326822,0.41408807,0.07309315
2936,-2.1290326,-4.731386,-2.1089761,-9.058505
2385,-0.8835429,-2.090498,-0.7879543,-3.7618363
3752,0.32664934,-1.0152465,0.37111902,-0.21010336
3911,-1.0646431,-2.2298503,-1.0816187,-4.5209136
3849,-1.531051,-4.8106375,-1.6056215,-7.957766
3169,0.14518166,-0.54784524,0.1955638,-0.18685287
2252,-0.308824,-1.8018417,-0.25788775,-2.4241116
3577,-0.693121,-0.11367619,-0.66641426,-1.462835
2279,-1.7552903,-4.6122527,-1.8174036,-8.2089
3664,-1.4514875,-2.2271056,-1.3073075,-4.8106627
3406,-2.0345004,-3.7562532,-2.182345,-7.9604173
2122,-0.45417973,-1.2563024,-0.5041312,-2.1570294
3946,-1.3313829,-1.5346495,-1.6229402,-4.437713
2377,-2.2186887,-4.216142,-2.2248514,-8.810219
3155,-0.667751,-0.75584143,-0.6539955,-1.8435104
2270,-0.13890256,-0.42545763,-0.12514289,-0.7447648
3589,-0.6399892,-1.8097169,-0.63057435,-3.1603713
2317,-0.3682248,-0.43947583,-0.33745557,-1.1402019
3587,-0.61501014,0.6340952,-0.7913476,-0.8575511
2220,-2.0494423,-5.198354,-2.376755,-9.728084
3440,-0.610455,-0.6974112,-0.8310855,-2.041154
3528,-1.1590345,-3.4317956,-1.0626856,-5.813758
3735,-0.28466365,-0.07274437,-0.4716761,-0.82897395
3408,-0.77025187,-1.1157455,-0.72693306,-2.5947523
2617,0.14888494,-0.90406954,0.118557766,-0.67545754
2661,-2.3828216,-4.9965987,-2.4404638,-9.836043
2273,-1.6465285,-2.7387707,-1.6146697,-5.914752
2423,-0.36311895,0.10129255,-0.37146956,-0.69533163
3744,-1.2513367,-1.9491771,-1.2615961,-4.4754543
3979,-0.5003838,-0.10041207,-0.45350516,-0.9478664
2397,-1.4727228,-3.051675,-1.3180723,-5.6304717
2184,-0.78669333,-1.2428657,-0.774079,-2.6307995
2667,-0.26340085,-2.9110758,-0.21613991,-3.4356582
2407,-0.6450096,-0.91318977,-0.6867096,-2.312465
2861,-1.3208988,-2.3805435,-1.3598578,-5.110353
2136,-1.2881757,-2.0218322,-1.218199,-4.5917377
3687,-1.6880859,-2.9991713,-1.8370504,-6.3181906
3436,-0.82485783,-2.5210633,-0.7020152,-4.1218247
3304,-2.0210235,-3.4295192,-2.137555,-7.672812
3859,-2.1852648,-6.3884935,-2.1420803,-10.609332
2898,-1.0212579,-1.9335115,-1.0648801,-4.1246347
