,senior-level_skill
3929,0.0
2856,0.0
3575,0.0
3066,0.0
2433,0.0
3639,0.0
3015,0.0
3071,0.0
3476,0.0
3723,0.0
2182,0.0
3521,0.0
3870,0.0
2599,0.0
2920,0.0
2598,0.0
2780,0.0
2388,0.0
3649,0.0
2262,0.0
3913,0.0
2237,0.0
2996,0.0
2488,0.0
3845,0.0
2875,0.0
2870,0.0
3040,0.0
3787,0.0
2343,0.0
3207,0.0
2173,0.0
3923,0.0
3597,0.0
2285,0.0
2213,0.0
3854,0.0
2084,0.0
3369,0.0
3480,0.0
3761,0.0
3841,0.0
3281,0.0
3853,0.0
2505,0.0
3786,0.0
3596,0.0
3276,0.0
3385,0.0
3115,0.0
2650,0.0
2627,0.0
2207,0.0
2163,0.0
2796,0.0
2346,0.0
3826,0.0
3393,0.0
2180,0.0
3941,0.0
3705,0.0
2816,0.0
3716,0.0
3470,0.0
3719,0.0
3612,0.0
3002,0.0
2901,0.0
3208,0.0
3181,0.0
3818,0.0
2828,0.0
2361,0.0
2928,0.0
3157,0.0
2731,0.0
2716,0.0
3401,0.0
2073,0.0
2333,0.0
3976,0.0
2120,0.0
3702,0.0
3039,0.0
3720,0.0
2670,0.0
2802,0.0
2663,0.0
2684,0.0
3191,0.0
3930,0.0
3850,0.0
3016,0.0
2463,0.0
2690,0.0
3877,0.0
3403,0.0
3533,0.0
2535,0.0
3932,0.0
2734,0.0
3240,0.0
3103,0.0
2412,0.0
2174,0.0
3097,0.0
3310,0.0
2984,0.0
3258,0.0
2869,0.0
2353,0.0
3880,0.0
3452,0.0
2997,0.0
3200,0.0
2926,0.0
3102,0.0
3214,0.0
3449,0.0
2919,0.0
2897,0.0
2148,0.0
2347,0.0
3370,0.0
2031,0.0
2264,0.0
2100,0.0
2880,0.0
3351,0.0
2172,0.0
2866,0.0
3336,0.0
3368,0.0
3810,0.0
2223,0.0
2239,0.0
3075,0.0
2131,0.0
2974,0.0
2006,0.0
3756,0.0
3136,0.0
2153,0.0
2999,0.0
2865,0.0
2122,0.0
2619,0.0
2945,0.0
2838,0.0
2496,0.0
3903,0.0
3885,0.0
2480,0.0
3317,0.0
3819,0.0
2329,0.0
3027,0.0
2351,0.0
3051,0.0
2278,0.0
2798,0.0
3246,0.0
3945,0.0
2137,0.0
3582,0.0
3646,0.0
2069,0.0
2082,0.0
2756,0.0
2233,0.0
2104,0.0
2523,0.0
3487,0.0
2903,0.0
2618,0.0
2512,0.0
2397,0.0
3535,0.0
2707,0.0
3069,0.0
2982,0.0
2708,0.0
2028,0.0
2238,0.0
2700,0.0
2726,0.0
3304,0.0
3789,0.0
2776,0.0
3746,0.0
3400,0.0
3893,0.0
2306,0.0
2571,0.0
3359,0.0
3963,0.0
3230,0.0
3319,0.0
3073,0.0
2703,0.0
