,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,4.0,2.0,0.54005826,2.0,0.0,4.0
2001,5.0,2.0,0.6730616,1.0,4.0,11.0
2002,0.0,0.0,0.9048779,5.0,3.0,5.0
2003,2.0,2.0,0.2643677,4.0,2.0,2.0
2004,2.0,0.0,0.28717768,5.0,8.0,8.0
2005,3.0,2.0,0.3389666,2.0,4.0,1.0
2006,2.0,1.0,0.5764406,5.0,1.0,2.0
2007,3.0,2.0,0.102920055,2.0,3.0,4.0
2008,0.0,2.0,0.6707119,0.0,5.0,1.0
2009,2.0,2.0,0.8728242,4.0,6.0,1.0
2010,3.0,2.0,0.67419434,5.0,3.0,8.0
2011,2.0,2.0,0.09797299,3.0,3.0,2.0
2012,5.0,0.0,0.9564451,5.0,3.0,4.0
2013,0.0,0.0,0.4803126,11.0,7.0,6.0
2014,2.0,1.0,0.70891905,2.0,3.0,3.0
2015,5.0,0.0,0.85563624,1.0,1.0,4.0
2016,0.0,2.0,0.16650867,6.0,1.0,3.0
2017,3.0,0.0,0.1329726,7.0,10.0,7.0
2018,2.0,3.0,0.55541325,9.0,4.0,2.0
2019,3.0,2.0,0.07542813,5.0,1.0,2.0
2020,3.0,1.0,0.6765877,6.0,5.0,3.0
2021,3.0,0.0,0.07699323,2.0,10.0,5.0
2022,4.0,2.0,0.4240327,5.0,4.0,0.0
2023,3.0,2.0,0.95089257,5.0,1.0,5.0
2024,5.0,2.0,0.9195348,2.0,4.0,8.0
2025,2.0,2.0,0.6031637,4.0,9.0,4.0
2026,4.0,2.0,0.08877039,2.0,3.0,1.0
2027,6.0,2.0,0.79652226,0.0,4.0,6.0
2028,3.0,0.0,0.3270756,3.0,3.0,3.0
2029,5.0,1.0,0.78110206,1.0,9.0,0.0
2030,4.0,3.0,0.7596983,2.0,7.0,8.0
2031,0.0,0.0,0.9548099,5.0,13.0,4.0
2032,3.0,0.0,0.8084053,3.0,1.0,5.0
2033,3.0,0.0,0.5607865,3.0,1.0,7.0
2034,1.0,2.0,0.8071737,2.0,2.0,1.0
2035,0.0,0.0,0.5922675,4.0,3.0,4.0
2036,3.0,1.0,0.056929946,4.0,2.0,2.0
2037,2.0,1.0,0.38661015,3.0,2.0,5.0
2038,3.0,2.0,0.04842329,4.0,3.0,4.0
2039,4.0,3.0,0.4625833,1.0,6.0,4.0
2040,0.0,2.0,0.12441301,5.0,6.0,4.0
2041,3.0,0.0,0.5249543,3.0,3.0,5.0
2042,5.0,2.0,0.5144048,4.0,10.0,7.0
2043,3.0,2.0,0.63966084,2.0,3.0,3.0
2044,5.0,3.0,0.33378625,6.0,4.0,1.0
2045,4.0,0.0,0.5170493,11.0,14.0,1.0
2046,1.0,3.0,0.7033447,1.0,12.0,4.0
2047,3.0,0.0,0.31474793,2.0,7.0,7.0
2048,1.0,3.0,0.113331795,4.0,6.0,3.0
2049,3.0,3.0,0.64311695,7.0,9.0,5.0
2050,4.0,0.0,0.015466571,6.0,1.0,2.0
2051,5.0,1.0,0.5520538,4.0,3.0,4.0
2052,4.0,2.0,0.80924416,4.0,7.0,2.0
2053,4.0,0.0,0.8878659,3.0,7.0,4.0
2054,5.0,1.0,0.78775203,2.0,7.0,0.0
2055,3.0,1.0,0.4608457,2.0,3.0,4.0
2056,3.0,2.0,0.96201885,5.0,0.0,4.0
2057,6.0,1.0,0.72187006,7.0,12.0,6.0
2058,5.0,0.0,0.83176935,8.0,8.0,7.0
2059,2.0,2.0,0.29175806,5.0,1.0,0.0
2060,1.0,0.0,0.012510538,4.0,0.0,6.0
2061,4.0,2.0,0.3593074,2.0,4.0,3.0
2062,3.0,0.0,0.003489375,8.0,0.0,10.0
2063,2.0,1.0,0.77570426,6.0,9.0,18.0
2064,0.0,1.0,0.78432596,3.0,3.0,3.0
2065,5.0,0.0,0.22048652,5.0,1.0,6.0
2066,10.0,2.0,0.510535,4.0,5.0,8.0
2067,0.0,2.0,0.37312233,3.0,2.0,4.0
2068,5.0,1.0,0.56802666,4.0,7.0,4.0
2069,1.0,2.0,0.8867395,5.0,19.0,2.0
2070,4.0,2.0,0.98099434,2.0,4.0,8.0
2071,2.0,2.0,0.44113314,4.0,5.0,5.0
2072,4.0,0.0,0.5631751,1.0,5.0,8.0
2073,2.0,0.0,0.8716788,5.0,1.0,3.0
2074,4.0,1.0,0.1661495,7.0,0.0,4.0
2075,2.0,0.0,0.52791953,2.0,4.0,4.0
2076,1.0,0.0,0.5655731,3.0,3.0,5.0
2077,4.0,0.0,0.62747097,8.0,4.0,6.0
2078,3.0,0.0,0.11094153,9.0,1.0,4.0
2079,8.0,1.0,0.53117085,11.0,9.0,3.0
2080,3.0,2.0,0.43855464,5.0,3.0,8.0
2081,6.0,0.0,0.6482998,3.0,2.0,2.0
2082,2.0,0.0,0.12717962,1.0,2.0,1.0
2083,5.0,1.0,0.6399069,2.0,3.0,1.0
2084,1.0,0.0,0.1911788,3.0,4.0,4.0
2085,4.0,0.0,0.9298768,3.0,11.0,3.0
2086,2.0,2.0,0.7104155,8.0,8.0,3.0
2087,7.0,0.0,0.19479418,6.0,4.0,0.0
2088,4.0,0.0,0.33713531,4.0,2.0,4.0
2089,2.0,0.0,0.74331236,9.0,4.0,6.0
2090,8.0,2.0,0.92750466,2.0,2.0,3.0
2091,4.0,2.0,0.24189663,0.0,5.0,10.0
2092,2.0,0.0,0.72071767,6.0,0.0,2.0
2093,4.0,2.0,0.647804,3.0,4.0,1.0
2094,2.0,2.0,0.15915751,5.0,12.0,8.0
2095,2.0,2.0,0.69012,3.0,9.0,2.0
2096,2.0,0.0,0.36898243,4.0,2.0,2.0
2097,2.0,2.0,0.9674159,3.0,2.0,3.0
2098,3.0,0.0,0.17770469,3.0,0.0,7.0
2099,4.0,0.0,0.68184376,3.0,6.0,9.0
2100,2.0,1.0,0.93835115,4.0,6.0,2.0
2101,2.0,0.0,0.5382571,2.0,4.0,6.0
2102,2.0,1.0,0.4393313,6.0,0.0,8.0
2103,3.0,1.0,0.39863968,4.0,1.0,2.0
2104,2.0,0.0,0.34310448,7.0,1.0,1.0
2105,3.0,0.0,0.89652264,4.0,9.0,6.0
2106,2.0,2.0,0.8864807,1.0,0.0,2.0
2107,2.0,2.0,0.8262769,4.0,6.0,3.0
2108,1.0,0.0,0.1563065,2.0,6.0,3.0
2109,2.0,2.0,0.7673584,2.0,4.0,3.0
2110,6.0,0.0,0.91450393,4.0,1.0,3.0
2111,6.0,1.0,0.20562124,3.0,3.0,11.0
2112,1.0,2.0,0.42737937,8.0,1.0,6.0
2113,3.0,1.0,0.93049574,3.0,36.0,0.0
2114,5.0,0.0,0.11130512,6.0,11.0,4.0
2115,3.0,2.0,0.6937672,3.0,3.0,0.0
2116,1.0,2.0,0.63923,3.0,11.0,6.0
2117,4.0,0.0,0.3838812,8.0,5.0,10.0
2118,4.0,0.0,0.084685326,11.0,15.0,4.0
2119,0.0,2.0,0.5386777,3.0,1.0,2.0
2120,2.0,0.0,0.053225875,6.0,5.0,1.0
2121,1.0,0.0,0.5930644,4.0,5.0,11.0
2122,2.0,0.0,0.2951715,7.0,0.0,2.0
2123,3.0,2.0,0.040546894,3.0,4.0,7.0
2124,7.0,0.0,0.83949053,6.0,22.0,5.0
2125,6.0,1.0,0.07950878,1.0,3.0,4.0
2126,4.0,2.0,0.8492267,6.0,13.0,2.0
2127,4.0,0.0,0.41812825,1.0,1.0,5.0
2128,6.0,0.0,0.6158986,1.0,1.0,1.0
2129,4.0,0.0,0.14596415,5.0,1.0,1.0
2130,1.0,1.0,0.42138743,5.0,6.0,6.0
2131,1.0,0.0,0.85527515,5.0,6.0,10.0
2132,6.0,2.0,0.13476479,6.0,2.0,2.0
2133,3.0,0.0,0.6339085,2.0,1.0,11.0
2134,2.0,2.0,0.79324436,3.0,4.0,2.0
2135,0.0,2.0,0.61157596,2.0,3.0,3.0
2136,1.0,2.0,0.064833045,2.0,4.0,5.0
2137,2.0,0.0,0.96624434,5.0,4.0,1.0
2138,2.0,1.0,0.21902108,5.0,12.0,1.0
2139,3.0,1.0,0.1999582,1.0,1.0,7.0
2140,0.0,0.0,0.4853381,2.0,2.0,6.0
2141,0.0,2.0,0.77446115,6.0,2.0,6.0
2142,0.0,2.0,0.4814254,4.0,1.0,4.0
2143,2.0,2.0,0.31164443,3.0,3.0,3.0
2144,1.0,2.0,0.3982116,4.0,1.0,3.0
2145,2.0,1.0,0.5031873,6.0,0.0,8.0
2146,3.0,2.0,0.68916166,3.0,1.0,5.0
2147,6.0,0.0,0.302418,6.0,4.0,6.0
2148,3.0,0.0,0.5545219,8.0,0.0,3.0
2149,4.0,1.0,0.064080596,1.0,0.0,2.0
2150,0.0,1.0,0.7344376,4.0,0.0,6.0
2151,3.0,0.0,0.25923634,3.0,9.0,10.0
2152,3.0,3.0,0.095244884,4.0,1.0,1.0
2153,1.0,0.0,0.7636311,8.0,7.0,4.0
2154,3.0,1.0,0.09426308,1.0,4.0,5.0
2155,7.0,2.0,0.9634689,6.0,1.0,2.0
2156,2.0,2.0,0.5506166,3.0,1.0,2.0
2157,4.0,2.0,0.32016683,3.0,10.0,5.0
2158,1.0,0.0,0.72431934,2.0,2.0,6.0
2159,0.0,2.0,0.57222426,4.0,8.0,3.0
2160,4.0,1.0,0.56877613,5.0,8.0,1.0
2161,2.0,2.0,0.6920614,3.0,13.0,4.0
2162,6.0,1.0,0.8126211,3.0,0.0,3.0
2163,0.0,1.0,0.82007957,2.0,3.0,4.0
2164,6.0,3.0,0.05199504,8.0,8.0,3.0
2165,1.0,1.0,0.00056552887,4.0,1.0,10.0
2166,4.0,2.0,0.87899864,3.0,4.0,5.0
2167,4.0,3.0,0.27176952,3.0,3.0,5.0
2168,0.0,2.0,0.5662577,1.0,10.0,6.0
2169,3.0,2.0,0.03511393,10.0,2.0,6.0
2170,2.0,1.0,0.008697987,4.0,0.0,4.0
2171,2.0,3.0,0.9952458,6.0,6.0,4.0
2172,1.0,1.0,0.94436705,4.0,5.0,4.0
2173,2.0,0.0,0.038410187,7.0,7.0,3.0
2174,1.0,1.0,0.12227118,5.0,6.0,3.0
2175,2.0,0.0,0.4266888,3.0,7.0,5.0
2176,5.0,0.0,0.1554532,5.0,5.0,10.0
2177,4.0,0.0,0.04956317,4.0,6.0,3.0
2178,1.0,0.0,0.19632018,5.0,8.0,3.0
2179,5.0,2.0,0.36250734,3.0,2.0,11.0
2180,4.0,0.0,0.95227826,4.0,8.0,4.0
2181,4.0,0.0,0.19141304,4.0,3.0,7.0
2182,2.0,1.0,0.7051108,3.0,9.0,0.0
2183,3.0,2.0,0.30022383,7.0,4.0,2.0
2184,6.0,0.0,0.22359824,3.0,2.0,9.0
2185,2.0,1.0,0.76561415,4.0,0.0,3.0
2186,1.0,0.0,0.12020719,4.0,9.0,8.0
2187,4.0,1.0,0.9451779,4.0,2.0,7.0
2188,3.0,2.0,0.7352518,7.0,1.0,8.0
2189,4.0,2.0,0.8819928,6.0,9.0,0.0
2190,3.0,1.0,0.34608626,6.0,5.0,3.0
2191,5.0,2.0,0.6496526,4.0,6.0,2.0
2192,0.0,0.0,0.86681044,7.0,0.0,6.0
2193,2.0,1.0,0.45024323,6.0,1.0,6.0
2194,0.0,0.0,0.9459747,8.0,3.0,1.0
2195,5.0,2.0,0.7771249,2.0,3.0,1.0
2196,3.0,2.0,0.7657908,3.0,3.0,4.0
2197,2.0,2.0,0.82617235,4.0,3.0,2.0
2198,4.0,2.0,0.5820849,6.0,2.0,5.0
2199,5.0,0.0,0.45538986,3.0,2.0,5.0
2200,7.0,3.0,0.47313094,1.0,0.0,6.0
2201,5.0,1.0,0.35085738,3.0,7.0,8.0
2202,4.0,3.0,0.2694012,5.0,3.0,2.0
2203,7.0,0.0,0.7752205,3.0,1.0,4.0
2204,3.0,3.0,0.7067181,3.0,5.0,4.0
2205,5.0,0.0,0.8086597,3.0,2.0,7.0
2206,3.0,0.0,0.105427384,7.0,0.0,2.0
2207,1.0,1.0,0.9301318,2.0,3.0,8.0
2208,2.0,0.0,0.5832634,6.0,7.0,1.0
2209,3.0,3.0,0.2831341,3.0,5.0,7.0
2210,3.0,1.0,0.16885102,11.0,4.0,6.0
2211,3.0,0.0,0.6235852,4.0,1.0,2.0
2212,6.0,0.0,0.8285091,3.0,0.0,4.0
2213,2.0,1.0,0.5880549,2.0,2.0,3.0
2214,1.0,2.0,0.5623821,2.0,1.0,3.0
2215,5.0,0.0,0.9887577,2.0,4.0,8.0
2216,2.0,2.0,0.48502898,5.0,4.0,4.0
2217,1.0,1.0,0.9109087,4.0,3.0,5.0
2218,1.0,3.0,0.05050206,6.0,1.0,8.0
2219,4.0,2.0,0.63348055,3.0,7.0,4.0
2220,6.0,0.0,0.9130657,6.0,5.0,4.0
2221,0.0,1.0,0.77149606,4.0,3.0,0.0
2222,7.0,3.0,0.49417806,3.0,1.0,5.0
2223,0.0,1.0,0.41998565,2.0,4.0,5.0
2224,6.0,1.0,0.71799135,4.0,4.0,4.0
2225,4.0,0.0,0.016712785,4.0,1.0,3.0
2226,1.0,2.0,0.9667516,7.0,5.0,3.0
2227,1.0,0.0,0.13363028,4.0,8.0,4.0
2228,2.0,2.0,0.99297416,3.0,3.0,4.0
2229,2.0,1.0,0.37368155,5.0,4.0,3.0
2230,0.0,0.0,0.6915138,1.0,5.0,8.0
2231,9.0,0.0,0.097886324,7.0,9.0,6.0
2232,4.0,1.0,0.47832358,4.0,8.0,1.0
2233,2.0,0.0,0.85111547,5.0,15.0,0.0
2234,6.0,0.0,0.80329204,8.0,8.0,3.0
2235,5.0,0.0,0.46345007,2.0,3.0,3.0
2236,8.0,3.0,0.51648355,4.0,4.0,9.0
2237,1.0,0.0,0.82988834,5.0,1.0,5.0
2238,2.0,0.0,0.44973493,2.0,4.0,2.0
2239,2.0,2.0,0.9931922,2.0,0.0,2.0
2240,3.0,1.0,0.5550958,2.0,14.0,2.0
2241,4.0,2.0,0.44905007,3.0,5.0,1.0
2242,3.0,1.0,0.22850227,6.0,2.0,0.0
2243,5.0,0.0,0.76355326,4.0,3.0,4.0
2244,3.0,0.0,0.3767165,4.0,6.0,0.0
2245,1.0,3.0,0.77997375,8.0,6.0,8.0
2246,2.0,2.0,0.8571557,8.0,14.0,6.0
2247,2.0,1.0,0.13339496,3.0,0.0,3.0
2248,5.0,2.0,0.1114136,5.0,1.0,5.0
2249,4.0,2.0,0.59488404,3.0,1.0,1.0
2250,1.0,2.0,0.4559399,5.0,1.0,0.0
2251,3.0,2.0,0.35185134,2.0,2.0,3.0
2252,3.0,1.0,0.81323457,6.0,0.0,7.0
2253,1.0,0.0,0.6145023,4.0,1.0,4.0
2254,1.0,3.0,0.8982223,8.0,2.0,3.0
2255,7.0,3.0,0.027862906,9.0,6.0,6.0
2256,5.0,2.0,0.3446679,3.0,5.0,3.0
2257,3.0,2.0,0.5445998,5.0,5.0,7.0
2258,5.0,0.0,0.38086522,4.0,5.0,3.0
2259,4.0,2.0,0.9099071,2.0,7.0,3.0
2260,1.0,0.0,0.40576363,4.0,7.0,4.0
2261,3.0,2.0,0.43706048,8.0,8.0,1.0
2262,3.0,0.0,0.36326063,3.0,1.0,3.0
2263,2.0,2.0,0.6565254,0.0,2.0,5.0
2264,3.0,0.0,0.9761685,5.0,1.0,2.0
2265,4.0,2.0,0.8366492,2.0,7.0,2.0
2266,5.0,1.0,0.7738143,8.0,1.0,6.0
