,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.75,0.75,0.7850000262260437,0.07500000298023224,0.96,1.0,"[1.0, 1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,2,"[[0.03301854559507354, 0.4870892980762086, 0.04776205094327324, 1.5087796833382785], [0.05808205251779783]]",0.76500004529953,4.120499999999996
1,1.0,0.75,0.75,0.27000001072883606,0.09000000357627869,1.0,,"[1.0, 1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,2,"[[0.03301854559507354, 0.4870892980762086, 0.04776205094327324, 1.5087796833382785], [0.05808205251779783]]",0.7549999952316284,4.2330000000000005
2,1.0,0.75,0.75,0.20999999344348907,0.0949999988079071,0.99,,"[1.0, 1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,2,"[[0.03301854559507354, 0.4870892980762086, 0.04776205094327324, 1.5087796833382785], [0.05808205251779783]]",0.7679999470710754,6.375
3,1.0,0.75,0.75,0.7099999785423279,0.06499999761581421,0.93,,"[1.0, 1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,2,"[[0.03301854559507354, 0.4870892980762086, 0.04776205094327324, 1.5087796833382785], [0.05808205251779783]]",0.7719999551773071,3.981000000000002
4,1.0,0.75,0.75,0.28999999165534973,0.07500000298023224,0.925,,"[1.0, 1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,2,"[[0.03301854559507354, 0.4870892980762086, 0.04776205094327324, 1.5087796833382785], [0.05808205251779783]]",0.7669999599456787,6.469000000000001
5,1.0,0.75,0.75,0.7950000166893005,0.06499999761581421,0.82,1.0,"[1.0, 1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,1,"[[0.7403871601145815, 0.7526531577203645, -0.1381210368845756, 1.2135174906162698], [-0.0635985323484253]]",0.6019999384880066,4.647999999999998
6,1.0,0.75,0.75,0.33000001311302185,0.05000000074505806,1.0,,"[1.0, 1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,1,"[[0.7403871601145815, 0.7526531577203645, -0.1381210368845756, 1.2135174906162698], [-0.0635985323484253]]",0.48899999260902405,5.834500000000002
7,1.0,0.75,0.75,0.3100000023841858,0.029999999329447746,0.675,,"[1.0, 1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,1,"[[0.7403871601145815, 0.7526531577203645, -0.1381210368845756, 1.2135174906162698], [-0.0635985323484253]]",0.3959999978542328,5.712
8,1.0,0.75,0.75,0.7350000143051147,0.04500000178813934,0.83,,"[1.0, 1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,1,"[[0.7403871601145815, 0.7526531577203645, -0.1381210368845756, 1.2135174906162698], [-0.0635985323484253]]",0.6209999918937683,4.4155
9,1.0,0.75,0.75,0.44999998807907104,0.07000000029802322,0.86,,"[1.0, 1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,1,"[[0.7403871601145815, 0.7526531577203645, -0.1381210368845756, 1.2135174906162698], [-0.0635985323484253]]",0.47599998116493225,5.678499999999994
10,1.0,0.75,0.75,0.7950000166893005,0.08500000089406967,1.0,1.0,"[1.0, 1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,0,"[[0.3730485798350752, 1.079334301540149, 0.9343304963929688, 1.0217657070082977], [-0.06130967824198902]]",0.7120000123977661,4.3475
11,1.0,0.75,0.75,0.6000000238418579,0.11999999731779099,1.0,,"[1.0, 1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,0,"[[0.3730485798350752, 1.079334301540149, 0.9343304963929688, 1.0217657070082977], [-0.06130967824198902]]",0.6299999952316284,6.026499999999998
12,1.0,0.75,0.75,0.5649999976158142,0.0949999988079071,1.0,,"[1.0, 1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,0,"[[0.3730485798350752, 1.079334301540149, 0.9343304963929688, 1.0217657070082977], [-0.06130967824198902]]",0.42899999022483826,5.959000000000003
13,1.0,0.75,0.75,0.7749999761581421,0.07999999821186066,0.965,,"[1.0, 1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,0,"[[0.3730485798350752, 1.079334301540149, 0.9343304963929688, 1.0217657070082977], [-0.06130967824198902]]",0.6680000424385071,5.530000000000002
14,1.0,0.75,0.75,0.6399999856948853,0.07000000029802322,0.915,,"[1.0, 1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,0,"[[0.3730485798350752, 1.079334301540149, 0.9343304963929688, 1.0217657070082977], [-0.06130967824198902]]",0.5440000295639038,
