,senior-level_skill
2110,1.0
3249,1.0
2008,1.0
3549,1.0
2237,1.0
3366,1.0
3983,1.0
3883,1.0
3724,1.0
3503,1.0
2700,1.0
2338,1.0
2631,1.0
2478,1.0
2540,1.0
3295,0.0
3628,1.0
2640,1.0
3800,1.0
3355,1.0
2659,1.0
3476,1.0
3900,1.0
2767,1.0
2400,1.0
2982,1.0
2949,1.0
2656,1.0
2197,1.0
2724,1.0
3492,1.0
3688,1.0
3309,1.0
3106,1.0
3599,1.0
3024,1.0
2792,1.0
3755,1.0
2924,1.0
3494,1.0
2263,1.0
3677,1.0
3915,1.0
2065,1.0
2149,1.0
2684,1.0
2447,1.0
3294,1.0
3349,1.0
2843,1.0
3041,1.0
3038,1.0
3658,1.0
2936,1.0
3993,1.0
2732,1.0
3585,1.0
3787,0.0
3276,1.0
2765,1.0
2730,1.0
2840,1.0
2127,1.0
2101,1.0
2870,1.0
2303,1.0
2558,1.0
3081,1.0
3001,1.0
2386,1.0
3444,1.0
3855,1.0
3321,1.0
2605,1.0
3848,1.0
3653,1.0
3346,1.0
3769,1.0
3524,1.0
2359,1.0
3743,1.0
3980,1.0
2658,1.0
2285,1.0
2997,0.0
2361,1.0
3878,1.0
2171,1.0
3934,1.0
3657,1.0
2595,1.0
2362,1.0
3013,1.0
2883,1.0
3876,1.0
2945,1.0
2815,1.0
3091,1.0
3533,1.0
2225,1.0
3989,0.0
2587,1.0
3740,1.0
3635,1.0
2754,1.0
3788,1.0
3554,1.0
3188,1.0
3491,1.0
2821,1.0
3289,1.0
2820,1.0
3856,1.0
3140,1.0
3121,0.0
3318,1.0
3828,1.0
2667,1.0
3108,1.0
3692,1.0
2306,1.0
2003,1.0
2806,1.0
2349,1.0
3943,1.0
2798,1.0
2791,1.0
2179,1.0
3089,1.0
2836,1.0
3665,1.0
2496,1.0
2086,1.0
3908,1.0
3288,1.0
3887,1.0
3764,1.0
2697,1.0
3936,1.0
2761,1.0
3565,1.0
2244,1.0
3539,1.0
3350,1.0
3801,1.0
3324,1.0
2194,1.0
2085,1.0
2437,1.0
3627,1.0
3387,1.0
2762,1.0
3077,1.0
3040,1.0
2563,1.0
2431,1.0
2240,1.0
2808,1.0
3616,1.0
2733,1.0
3738,1.0
2993,1.0
3332,1.0
2042,1.0
3852,0.0
2452,1.0
3437,1.0
2491,1.0
2500,0.0
3516,1.0
3560,1.0
2027,1.0
3629,1.0
2173,1.0
2860,1.0
2183,1.0
3981,1.0
3971,1.0
2893,1.0
2345,1.0
3079,1.0
2777,1.0
3725,1.0
3979,1.0
3602,1.0
2293,1.0
3862,1.0
2429,1.0
2220,1.0
2710,1.0
2191,1.0
2441,1.0
3926,1.0
2556,1.0
2409,1.0
2396,1.0
2598,1.0
3337,1.0
2624,1.0
3422,1.0
