,years_experience,degree,nr_commits,nr_languages,nr_stars
3349,2.0,1.0,25.0,4.0,6.0
3617,1.0,0.0,12.0,6.0,11.0
3084,0.0,0.0,2.0,2.0,1.0
2769,3.0,0.0,38.0,3.0,3.0
2804,2.0,0.0,24.0,6.0,7.0
2409,2.0,0.0,23.0,2.0,4.0
2408,3.0,0.0,35.0,12.0,1.0
2175,2.0,0.0,21.0,11.0,0.0
3240,2.0,0.0,22.0,4.0,5.0
2133,2.0,0.0,23.0,4.0,2.0
3940,2.0,0.0,22.0,4.0,17.0
2148,1.0,1.0,12.0,0.0,6.0
2791,1.0,2.0,14.0,8.0,3.0
2828,1.0,0.0,18.0,5.0,2.0
2441,3.0,0.0,33.0,3.0,5.0
2487,0.0,0.0,5.0,0.0,6.0
2767,2.0,0.0,23.0,3.0,6.0
3481,0.0,1.0,6.0,5.0,12.0
2158,3.0,0.0,33.0,14.0,4.0
2098,2.0,0.0,25.0,6.0,0.0
2665,3.0,0.0,32.0,2.0,0.0
3444,2.0,0.0,23.0,4.0,6.0
3595,1.0,0.0,14.0,2.0,1.0
2925,2.0,1.0,25.0,7.0,7.0
2478,1.0,0.0,13.0,2.0,2.0
3767,2.0,0.0,24.0,10.0,4.0
2280,3.0,0.0,34.0,1.0,3.0
2001,1.0,0.0,14.0,3.0,2.0
3787,2.0,1.0,22.0,5.0,11.0
3759,1.0,1.0,13.0,0.0,5.0
3651,1.0,3.0,10.0,1.0,5.0
3536,3.0,0.0,36.0,1.0,3.0
3427,1.0,0.0,13.0,6.0,5.0
2590,2.0,0.0,26.0,0.0,9.0
2736,3.0,0.0,35.0,2.0,5.0
2245,2.0,0.0,20.0,2.0,6.0
3899,1.0,0.0,13.0,3.0,4.0
3503,1.0,0.0,17.0,8.0,1.0
2821,2.0,0.0,24.0,2.0,6.0
3036,0.0,1.0,3.0,1.0,10.0
2745,1.0,0.0,13.0,1.0,2.0
3978,2.0,0.0,24.0,8.0,4.0
3008,0.0,0.0,6.0,9.0,4.0
2949,2.0,0.0,25.0,3.0,5.0
3635,1.0,2.0,12.0,3.0,9.0
3308,3.0,1.0,38.0,5.0,6.0
3465,1.0,0.0,15.0,10.0,3.0
2936,1.0,0.0,15.0,2.0,2.0
3781,2.0,0.0,23.0,6.0,3.0
2338,1.0,0.0,13.0,2.0,0.0
2049,2.0,1.0,26.0,3.0,1.0
3106,3.0,0.0,36.0,2.0,4.0
2452,1.0,0.0,14.0,6.0,6.0
2887,0.0,0.0,3.0,4.0,2.0
3728,3.0,0.0,38.0,2.0,3.0
2398,2.0,0.0,23.0,8.0,3.0
3480,0.0,2.0,1.0,9.0,3.0
2805,1.0,1.0,13.0,8.0,3.0
3868,3.0,0.0,35.0,1.0,0.0
2913,2.0,1.0,21.0,5.0,6.0
2565,3.0,0.0,37.0,4.0,5.0
2732,3.0,0.0,32.0,4.0,2.0
2279,0.0,0.0,8.0,2.0,6.0
3289,3.0,0.0,35.0,2.0,7.0
3392,1.0,0.0,18.0,2.0,4.0
2396,3.0,0.0,33.0,17.0,5.0
2439,2.0,1.0,24.0,5.0,3.0
2102,2.0,0.0,20.0,3.0,8.0
2806,2.0,1.0,24.0,4.0,1.0
3265,1.0,0.0,15.0,3.0,11.0
3704,2.0,0.0,23.0,1.0,5.0
2544,1.0,1.0,15.0,1.0,2.0
2528,2.0,0.0,21.0,9.0,6.0
3821,0.0,3.0,0.0,2.0,10.0
2634,3.0,0.0,31.0,9.0,3.0
2899,3.0,0.0,32.0,7.0,2.0
3585,2.0,0.0,24.0,3.0,2.0
2273,3.0,0.0,31.0,6.0,3.0
2046,0.0,0.0,7.0,0.0,1.0
2456,1.0,0.0,11.0,7.0,11.0
2820,4.0,0.0,45.0,4.0,7.0
2381,0.0,0.0,8.0,3.0,6.0
2462,2.0,0.0,25.0,8.0,0.0
3141,1.0,2.0,14.0,1.0,3.0
3935,1.0,1.0,16.0,0.0,5.0
2651,2.0,0.0,25.0,1.0,4.0
3555,1.0,0.0,11.0,5.0,9.0
2997,4.0,0.0,43.0,8.0,9.0
2670,1.0,1.0,14.0,8.0,1.0
2149,0.0,2.0,4.0,2.0,3.0
3017,1.0,1.0,16.0,4.0,4.0
2978,3.0,0.0,30.0,2.0,1.0
3599,1.0,1.0,17.0,4.0,11.0
2196,2.0,0.0,21.0,1.0,5.0
2073,2.0,0.0,24.0,2.0,2.0
2065,2.0,0.0,22.0,0.0,3.0
3346,2.0,0.0,24.0,12.0,8.0
3063,3.0,1.0,32.0,10.0,3.0
2326,1.0,0.0,15.0,1.0,0.0
3666,2.0,0.0,24.0,1.0,2.0
3616,0.0,3.0,7.0,2.0,0.0
2329,3.0,0.0,37.0,5.0,6.0
3869,1.0,1.0,13.0,3.0,7.0
3165,1.0,0.0,15.0,7.0,3.0
2224,4.0,0.0,44.0,2.0,4.0
2572,1.0,1.0,17.0,7.0,5.0
3315,0.0,1.0,5.0,4.0,6.0
3038,3.0,0.0,37.0,5.0,4.0
2153,1.0,0.0,14.0,3.0,6.0
2247,2.0,0.0,23.0,5.0,3.0
2543,2.0,0.0,25.0,2.0,2.0
2637,3.0,0.0,32.0,7.0,5.0
2421,1.0,0.0,17.0,8.0,1.0
3359,3.0,0.0,34.0,3.0,1.0
2840,0.0,2.0,5.0,7.0,3.0
3011,1.0,1.0,14.0,0.0,4.0
2502,1.0,1.0,11.0,4.0,3.0
3775,2.0,1.0,26.0,3.0,5.0
3247,0.0,1.0,5.0,0.0,2.0
3001,0.0,1.0,1.0,8.0,4.0
2127,1.0,0.0,16.0,9.0,5.0
3993,0.0,2.0,2.0,6.0,1.0
3864,1.0,0.0,14.0,10.0,6.0
3040,0.0,2.0,4.0,3.0,2.0
2082,2.0,0.0,25.0,3.0,7.0
3309,1.0,0.0,13.0,7.0,4.0
3033,3.0,0.0,32.0,2.0,5.0
2602,1.0,0.0,13.0,3.0,1.0
3657,1.0,0.0,13.0,15.0,7.0
3513,0.0,0.0,6.0,1.0,7.0
2186,3.0,0.0,33.0,7.0,4.0
2765,2.0,0.0,21.0,2.0,2.0
3915,4.0,0.0,40.0,9.0,2.0
2445,2.0,0.0,21.0,5.0,1.0
3883,2.0,1.0,23.0,5.0,6.0
2187,2.0,1.0,24.0,1.0,4.0
3407,3.0,0.0,32.0,0.0,1.0
2042,1.0,0.0,12.0,2.0,1.0
2624,2.0,1.0,26.0,14.0,4.0
3294,1.0,0.0,14.0,3.0,4.0
3957,0.0,2.0,8.0,1.0,0.0
3822,1.0,1.0,14.0,7.0,2.0
3459,3.0,0.0,31.0,8.0,0.0
2760,2.0,0.0,24.0,4.0,2.0
2940,1.0,0.0,15.0,2.0,2.0
2118,3.0,0.0,30.0,4.0,1.0
3920,1.0,2.0,12.0,4.0,9.0
3818,3.0,0.0,36.0,4.0,6.0
2873,2.0,0.0,24.0,4.0,6.0
2917,2.0,0.0,25.0,8.0,5.0
2453,1.0,0.0,13.0,5.0,4.0
2632,0.0,1.0,4.0,5.0,5.0
2928,1.0,0.0,17.0,1.0,4.0
2711,2.0,0.0,27.0,4.0,1.0
3351,1.0,0.0,12.0,1.0,4.0
3219,0.0,0.0,9.0,0.0,1.0
2562,3.0,0.0,35.0,0.0,7.0
2229,0.0,0.0,1.0,1.0,2.0
2215,1.0,2.0,15.0,7.0,7.0
2689,2.0,0.0,22.0,7.0,7.0
3211,1.0,1.0,16.0,4.0,17.0
2677,1.0,0.0,15.0,0.0,6.0
2210,1.0,1.0,12.0,2.0,7.0
2538,2.0,1.0,22.0,2.0,5.0
3077,1.0,0.0,14.0,15.0,2.0
3434,2.0,0.0,22.0,1.0,3.0
2797,1.0,1.0,17.0,2.0,4.0
2976,0.0,2.0,7.0,2.0,4.0
2013,1.0,1.0,13.0,6.0,4.0
2824,1.0,0.0,16.0,0.0,5.0
3104,0.0,1.0,4.0,2.0,2.0
2142,2.0,0.0,22.0,5.0,1.0
2345,3.0,0.0,31.0,3.0,6.0
2037,2.0,0.0,22.0,5.0,5.0
3198,0.0,0.0,2.0,9.0,3.0
3056,2.0,1.0,27.0,1.0,3.0
3524,2.0,0.0,25.0,2.0,4.0
2263,2.0,0.0,23.0,0.0,8.0
2985,2.0,0.0,25.0,3.0,1.0
3558,2.0,0.0,25.0,3.0,7.0
2582,1.0,0.0,11.0,2.0,5.0
2844,2.0,0.0,25.0,2.0,4.0
2575,3.0,0.0,39.0,0.0,4.0
2762,1.0,0.0,18.0,1.0,8.0
2618,0.0,2.0,6.0,2.0,2.0
3273,3.0,2.0,36.0,6.0,6.0
2501,2.0,1.0,26.0,4.0,4.0
3254,2.0,1.0,25.0,1.0,0.0
2569,1.0,0.0,15.0,0.0,6.0
2290,2.0,0.0,23.0,2.0,6.0
3765,2.0,1.0,25.0,0.0,3.0
3871,0.0,2.0,3.0,3.0,4.0
3467,3.0,0.0,38.0,1.0,6.0
3325,2.0,0.0,22.0,3.0,4.0
2294,0.0,2.0,5.0,9.0,7.0
3108,1.0,0.0,17.0,0.0,3.0
2591,2.0,0.0,25.0,1.0,2.0
3318,2.0,0.0,25.0,2.0,0.0
2558,2.0,0.0,24.0,10.0,5.0
2337,3.0,0.0,34.0,2.0,6.0
