,years_experience,degree,nr_commits,nr_languages,nr_stars
2330,1.0,0.0,5.0,2.5,1.0
2734,2.0,0.0,5.0,5.5,8.0
3378,0.0,0.0,5.0,6.5,2.0
3526,0.0,2.0,4.0,9.5,3.0
3854,1.0,0.0,6.0,4.5,2.0
3490,2.0,1.0,8.0,0.5,3.0
3841,2.0,0.0,7.0,3.5,2.0
2303,0.0,0.0,4.0,5.5,6.0
2879,1.0,0.0,3.0,10.5,0.0
2901,1.0,0.0,5.0,2.5,1.0
3647,0.0,0.0,2.0,7.5,4.0
3957,1.0,1.0,4.0,0.5,6.0
3478,2.0,0.0,10.0,3.5,3.0
2639,1.0,2.0,6.0,4.5,5.0
2265,2.0,0.0,4.0,8.5,0.0
2694,1.0,0.0,5.0,4.5,1.0
2923,0.0,2.0,3.0,1.5,1.0
3633,1.0,0.0,2.0,1.5,1.0
2270,0.0,0.0,5.0,2.5,3.0
3303,0.0,2.0,5.0,6.5,3.0
3985,2.0,1.0,3.0,0.5,2.0
3677,1.0,0.0,4.0,1.5,1.0
3505,2.0,0.0,8.0,0.5,2.0
3116,1.0,0.0,3.0,4.5,4.0
3901,0.0,0.0,5.0,5.5,2.0
2397,3.0,0.0,3.0,4.5,2.0
2057,2.0,0.0,8.0,11.5,6.0
2293,2.0,0.0,7.0,3.5,3.0
2658,1.0,0.0,5.0,1.5,8.0
2612,2.0,0.0,7.0,5.5,3.0
3248,3.0,0.0,4.0,2.5,8.0
2784,0.0,2.0,5.0,14.5,1.0
2931,1.0,0.0,7.0,2.5,7.0
3065,0.0,1.0,3.0,3.5,4.0
3835,0.0,2.0,7.0,6.5,3.0
2512,1.0,1.0,3.0,2.5,5.0
2098,2.0,0.0,2.0,5.5,5.0
3399,2.0,0.0,6.0,2.5,9.0
3881,1.0,0.0,5.0,4.5,6.0
3667,2.0,0.0,3.0,1.5,3.0
3450,0.0,1.0,4.0,1.5,6.0
2473,1.0,0.0,5.0,5.5,1.0
2796,1.0,1.0,6.0,2.5,0.0
3495,1.0,0.0,4.0,5.5,5.0
2551,2.0,0.0,6.0,8.5,3.0
2497,3.0,0.0,9.0,3.5,2.0
3919,0.0,0.0,9.0,2.5,1.0
3833,0.0,2.0,5.0,6.5,1.0
3064,2.0,0.0,7.0,9.5,0.0
3211,3.0,0.0,3.0,11.5,5.0
3149,2.0,0.0,8.0,7.5,2.0
3669,2.0,1.0,3.0,4.5,3.0
3948,0.0,0.0,7.0,4.5,7.0
2286,2.0,1.0,4.0,0.5,5.0
2414,1.0,0.0,4.0,0.5,5.0
2071,2.0,0.0,3.0,3.5,2.0
2346,2.0,0.0,4.0,1.5,2.0
2054,3.0,0.0,9.0,4.5,0.0
2747,2.0,0.0,5.0,0.5,3.0
2524,2.0,1.0,5.0,2.5,5.0
2739,2.0,0.0,3.0,3.5,2.0
3979,1.0,0.0,7.0,11.5,6.0
2934,2.0,0.0,6.0,0.5,2.0
2250,3.0,0.0,3.0,8.5,2.0
3995,0.0,0.0,4.0,1.5,1.0
2955,2.0,0.0,5.0,5.5,11.0
2299,1.0,1.0,4.0,8.5,6.0
2891,2.0,1.0,2.0,6.5,4.0
2135,3.0,0.0,1.0,2.5,1.0
3137,0.0,1.0,4.0,16.5,5.0
2765,0.0,2.0,6.0,2.5,5.0
2409,2.0,0.0,2.0,20.5,6.0
2239,0.0,1.0,3.0,0.5,5.0
3488,0.0,1.0,4.0,9.5,3.0
3457,2.0,0.0,3.0,4.5,3.0
2365,3.0,0.0,3.0,5.5,4.0
3564,3.0,0.0,6.0,0.5,3.0
3127,2.0,0.0,6.0,8.5,3.0
3469,1.0,2.0,3.0,4.5,4.0
3349,2.0,0.0,2.0,11.5,7.0
2493,1.0,0.0,4.0,1.5,1.0
2412,3.0,0.0,6.0,6.5,4.0
2408,1.0,0.0,3.0,11.5,0.0
2003,1.0,0.0,3.0,6.5,2.0
2659,2.0,0.0,3.0,4.5,8.0
2987,1.0,0.0,6.0,0.5,7.0
2754,0.0,0.0,3.0,6.5,3.0
2999,2.0,0.0,3.0,3.5,3.0
2669,3.0,0.0,5.0,1.5,8.0
2833,1.0,0.0,6.0,4.5,4.0
2324,0.0,0.0,11.0,5.5,3.0
3916,2.0,0.0,3.0,3.5,6.0
2539,3.0,0.0,6.0,2.5,2.0
2540,1.0,1.0,5.0,2.5,0.0
