,y
2349,1.0
2874,1.0
2273,1.0
2446,1.0
2749,1.0
3618,0.0
2588,1.0
3242,1.0
3625,0.0
2467,0.0
2952,0.0
3597,1.0
3406,0.0
3184,1.0
2569,1.0
3441,1.0
3897,1.0
2244,1.0
2268,1.0
3233,1.0
3159,1.0
3670,1.0
3253,1.0
3982,1.0
3396,0.0
2835,1.0
2622,1.0
2212,1.0
2820,1.0
2440,1.0
2990,0.0
3884,1.0
2576,1.0
2653,1.0
2025,1.0
3849,1.0
3079,0.0
2816,0.0
2013,1.0
2211,1.0
3268,1.0
2193,1.0
3075,1.0
3652,0.0
3243,1.0
3245,1.0
2220,1.0
2895,1.0
2411,1.0
2656,1.0
3705,1.0
2989,1.0
2866,1.0
2298,1.0
2564,0.0
3344,0.0
3835,1.0
3008,0.0
2539,1.0
3970,1.0
3129,0.0
2734,0.0
2555,1.0
2522,1.0
2719,1.0
3568,1.0
2948,1.0
3557,1.0
2240,1.0
3888,1.0
3392,1.0
3048,1.0
3973,1.0
3234,0.0
3158,1.0
3763,0.0
2403,1.0
3587,1.0
2623,1.0
2751,1.0
2067,1.0
3405,1.0
2270,1.0
3926,1.0
2002,1.0
3484,0.0
3022,0.0
3012,1.0
2714,1.0
2917,1.0
3967,1.0
2012,1.0
2066,1.0
2360,1.0
2617,0.0
3096,1.0
3677,1.0
3492,1.0
3806,1.0
2283,0.0
3284,1.0
3235,1.0
2638,1.0
3356,1.0
3899,1.0
2666,0.0
3187,1.0
3593,0.0
2856,1.0
2406,1.0
3782,1.0
2872,1.0
3803,1.0
2633,0.0
3734,1.0
3178,1.0
3198,1.0
3335,1.0
3068,1.0
2679,1.0
3759,1.0
2262,1.0
2938,1.0
2757,1.0
2251,1.0
3214,1.0
3932,1.0
2023,0.0
2947,1.0
3983,1.0
3653,1.0
3016,1.0
3333,1.0
3732,1.0
2741,0.0
3941,1.0
2888,1.0
3401,0.0
2779,1.0
2861,1.0
2828,0.0
2442,1.0
3778,0.0
3946,0.0
2584,0.0
2252,0.0
3077,1.0
3796,1.0
2391,1.0
3574,1.0
3192,1.0
2191,1.0
3920,1.0
3750,1.0
3256,1.0
3715,0.0
3515,1.0
2301,1.0
3745,1.0
3296,1.0
3869,0.0
2619,1.0
3161,0.0
2003,0.0
2574,1.0
3752,1.0
3060,1.0
2910,1.0
2449,1.0
3110,1.0
3027,0.0
3817,1.0
2380,1.0
2994,1.0
3205,1.0
2903,1.0
3051,0.0
2969,0.0
2140,1.0
2377,0.0
3940,0.0
3519,1.0
3620,1.0
2182,1.0
3428,1.0
3957,1.0
3767,1.0
2166,1.0
2371,1.0
2348,1.0
3031,1.0
3874,0.0
2534,1.0
3695,1.0
3757,1.0
3174,1.0
2296,1.0
3935,1.0
2695,1.0
2796,0.0
