,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,3.0,3.0,0.06326342,7.0,6.0,7.0
2001,9.0,0.0,0.13050461,5.0,4.0,1.0
2002,3.0,0.0,0.9147855,3.0,4.0,4.0
2003,1.0,0.0,0.5035505,4.0,4.0,6.0
2004,7.0,3.0,0.11153102,2.0,9.0,1.0
2005,1.0,2.0,0.66090715,2.0,5.0,2.0
2006,1.0,1.0,0.97408664,1.0,2.0,5.0
2007,2.0,2.0,0.40914857,3.0,0.0,5.0
2008,1.0,0.0,0.92147005,4.0,0.0,8.0
2009,1.0,0.0,0.26775277,3.0,5.0,4.0
2010,6.0,0.0,0.7818537,4.0,4.0,6.0
2011,2.0,2.0,0.5731933,2.0,6.0,5.0
2012,4.0,1.0,0.38713455,4.0,6.0,4.0
2013,5.0,0.0,0.17017543,4.0,7.0,1.0
2014,3.0,2.0,0.2649629,5.0,2.0,0.0
2015,2.0,1.0,0.8732711,3.0,5.0,5.0
2016,3.0,2.0,0.50689006,4.0,0.0,9.0
2017,6.0,3.0,0.8062999,5.0,1.0,3.0
2018,2.0,0.0,0.3192451,3.0,1.0,4.0
2019,1.0,0.0,0.31812203,5.0,5.0,2.0
2020,2.0,1.0,0.17397201,2.0,3.0,8.0
2021,5.0,2.0,0.5308871,2.0,8.0,3.0
2022,0.0,1.0,0.50625813,1.0,6.0,0.0
2023,4.0,0.0,0.28731227,3.0,1.0,5.0
2024,6.0,2.0,0.23564744,3.0,0.0,3.0
2025,3.0,2.0,0.16694212,7.0,3.0,0.0
2026,1.0,1.0,0.05017686,3.0,5.0,6.0
2027,5.0,0.0,0.10884404,2.0,1.0,2.0
2028,3.0,2.0,0.5499762,3.0,2.0,0.0
2029,0.0,2.0,0.32320833,6.0,8.0,2.0
2030,3.0,3.0,0.5804415,2.0,1.0,4.0
2031,4.0,0.0,0.13592994,1.0,13.0,0.0
2032,4.0,2.0,0.26934445,5.0,8.0,0.0
2033,4.0,3.0,0.6996745,4.0,2.0,1.0
2034,0.0,3.0,0.01290226,3.0,7.0,7.0
2035,3.0,3.0,0.70759594,6.0,6.0,5.0
2036,2.0,3.0,0.80140865,7.0,1.0,3.0
2037,4.0,0.0,0.34880137,4.0,3.0,6.0
2038,2.0,0.0,0.5598917,4.0,0.0,10.0
2039,2.0,2.0,0.591887,8.0,1.0,3.0
2040,2.0,0.0,0.70240164,5.0,3.0,1.0
2041,3.0,2.0,0.6009414,1.0,11.0,1.0
2042,6.0,0.0,0.5799751,3.0,2.0,10.0
2043,3.0,0.0,0.5151727,5.0,3.0,2.0
2044,1.0,0.0,0.14927697,6.0,2.0,14.0
2045,1.0,2.0,0.6431298,4.0,6.0,2.0
2046,4.0,0.0,0.82543147,5.0,4.0,0.0
2047,6.0,2.0,0.08840752,5.0,3.0,4.0
2048,3.0,0.0,0.8798046,4.0,7.0,1.0
2049,3.0,2.0,0.1392572,0.0,9.0,1.0
2050,2.0,3.0,0.2103461,3.0,2.0,2.0
2051,4.0,0.0,0.6239482,5.0,3.0,6.0
2052,2.0,0.0,0.42924154,3.0,2.0,3.0
2053,4.0,2.0,0.22571671,2.0,1.0,7.0
2054,0.0,2.0,0.47753012,7.0,0.0,1.0
2055,2.0,1.0,0.7775427,2.0,2.0,1.0
2056,4.0,3.0,0.6387234,7.0,9.0,3.0
2057,6.0,2.0,0.710443,2.0,2.0,6.0
2058,5.0,0.0,0.1594274,9.0,4.0,3.0
2059,0.0,3.0,0.4911462,4.0,0.0,3.0
2060,4.0,0.0,0.359329,3.0,4.0,5.0
2061,2.0,0.0,0.5337707,2.0,1.0,0.0
2062,6.0,1.0,0.22794306,4.0,1.0,5.0
2063,10.0,3.0,0.063144684,9.0,0.0,6.0
2064,3.0,0.0,0.45082366,3.0,2.0,4.0
2065,5.0,0.0,0.38832784,4.0,4.0,7.0
2066,6.0,1.0,0.49658334,7.0,2.0,5.0
2067,3.0,0.0,0.24011815,6.0,5.0,2.0
2068,3.0,2.0,0.15650487,4.0,11.0,2.0
2069,1.0,1.0,0.91603994,2.0,2.0,3.0
2070,7.0,0.0,0.13160598,2.0,13.0,1.0
2071,3.0,2.0,0.7408246,6.0,7.0,2.0
2072,6.0,0.0,0.7563673,5.0,1.0,9.0
2073,2.0,0.0,0.07060802,4.0,13.0,3.0
2074,3.0,2.0,0.26100075,2.0,4.0,4.0
2075,3.0,1.0,0.8442142,6.0,1.0,3.0
2076,3.0,1.0,0.87922204,4.0,1.0,0.0
2077,5.0,0.0,0.8563554,6.0,2.0,5.0
2078,2.0,1.0,0.6211622,1.0,1.0,2.0
2079,2.0,2.0,0.13079321,3.0,3.0,2.0
2080,4.0,2.0,0.61968243,2.0,9.0,5.0
2081,2.0,0.0,0.015022039,4.0,5.0,2.0
2082,1.0,0.0,0.6572676,4.0,5.0,12.0
2083,0.0,2.0,0.07689428,3.0,6.0,5.0
2084,4.0,0.0,0.007007718,8.0,2.0,3.0
2085,2.0,2.0,0.46304822,2.0,1.0,5.0
2086,2.0,2.0,0.8526515,3.0,5.0,2.0
2087,0.0,1.0,0.28969777,4.0,8.0,3.0
2088,4.0,3.0,0.72622883,8.0,7.0,3.0
2089,5.0,0.0,0.6499679,1.0,1.0,5.0
2090,3.0,3.0,0.67234755,6.0,11.0,9.0
2091,9.0,1.0,0.5713992,5.0,4.0,5.0
2092,1.0,3.0,0.1911354,5.0,8.0,10.0
2093,1.0,0.0,0.5791718,2.0,0.0,2.0
2094,7.0,3.0,0.8098955,2.0,1.0,6.0
2095,2.0,0.0,0.27197623,3.0,2.0,3.0
2096,0.0,1.0,0.29620695,9.0,7.0,9.0
2097,3.0,1.0,0.3417728,3.0,2.0,1.0
2098,4.0,0.0,0.786384,4.0,3.0,9.0
2099,1.0,1.0,0.5579361,7.0,3.0,7.0
2100,2.0,2.0,0.40855038,6.0,5.0,5.0
2101,4.0,2.0,0.65263057,3.0,5.0,3.0
2102,6.0,0.0,0.110764146,2.0,4.0,5.0
2103,1.0,0.0,0.16713512,5.0,0.0,4.0
2104,1.0,2.0,0.59944165,3.0,2.0,13.0
2105,5.0,2.0,0.52986217,3.0,7.0,2.0
2106,2.0,1.0,0.99468756,0.0,1.0,2.0
2107,2.0,3.0,0.23297644,4.0,1.0,2.0
2108,1.0,1.0,0.31971323,4.0,1.0,7.0
2109,2.0,2.0,0.9085636,7.0,0.0,3.0
2110,2.0,0.0,0.006399989,3.0,9.0,3.0
2111,6.0,0.0,0.73236287,5.0,2.0,1.0
2112,6.0,1.0,0.938151,8.0,15.0,3.0
2113,0.0,1.0,0.4300413,5.0,4.0,2.0
2114,4.0,0.0,0.65972567,3.0,3.0,3.0
2115,0.0,2.0,0.21149933,7.0,8.0,4.0
