,years_experience,degree,nr_commits,nr_languages,nr_stars
3048,2.0,0.0,22.0,1.0,5.0
3475,1.0,1.0,17.0,0.0,6.0
3178,2.0,0.0,23.0,1.0,4.0
2300,0.0,0.0,3.0,10.0,4.0
3111,1.0,0.0,13.0,13.0,1.0
2965,1.0,0.0,15.0,1.0,7.0
2880,2.0,0.0,24.0,0.0,1.0
2113,0.0,1.0,5.0,4.0,2.0
2834,3.0,0.0,34.0,0.0,8.0
3114,2.0,0.0,24.0,7.0,2.0
2202,1.0,0.0,12.0,2.0,3.0
2334,3.0,0.0,35.0,3.0,5.0
3611,1.0,0.0,12.0,4.0,8.0
2817,2.0,1.0,26.0,5.0,5.0
3969,1.0,1.0,14.0,6.0,7.0
3609,0.0,1.0,2.0,4.0,3.0
3175,1.0,2.0,14.0,1.0,2.0
3653,2.0,0.0,24.0,3.0,3.0
3319,1.0,0.0,15.0,2.0,0.0
2038,2.0,0.0,24.0,0.0,10.0
2651,0.0,0.0,4.0,5.0,2.0
3903,2.0,1.0,25.0,8.0,11.0
2869,3.0,0.0,33.0,1.0,3.0
2843,0.0,1.0,10.0,0.0,3.0
2841,2.0,0.0,24.0,1.0,8.0
3253,0.0,0.0,2.0,1.0,6.0
3834,2.0,1.0,26.0,0.0,4.0
3520,1.0,1.0,13.0,1.0,2.0
3272,0.0,2.0,4.0,8.0,4.0
3759,2.0,1.0,24.0,1.0,0.0
3268,0.0,1.0,4.0,1.0,7.0
2990,3.0,0.0,35.0,0.0,4.0
3260,2.0,0.0,23.0,3.0,2.0
3191,3.0,0.0,33.0,4.0,3.0
3944,0.0,0.0,2.0,3.0,9.0
3683,1.0,1.0,10.0,0.0,2.0
3551,1.0,1.0,15.0,0.0,3.0
2225,3.0,0.0,35.0,1.0,7.0
3725,1.0,0.0,14.0,4.0,3.0
2723,2.0,1.0,29.0,7.0,1.0
3869,2.0,0.0,24.0,8.0,4.0
2826,2.0,1.0,22.0,0.0,6.0
3069,2.0,0.0,21.0,10.0,2.0
3128,0.0,2.0,6.0,2.0,2.0
3596,0.0,0.0,6.0,9.0,6.0
2682,3.0,0.0,35.0,3.0,5.0
3402,3.0,0.0,34.0,4.0,3.0
2064,3.0,0.0,33.0,2.0,4.0
3691,2.0,0.0,21.0,2.0,1.0
2566,3.0,0.0,33.0,2.0,2.0
2265,1.0,0.0,15.0,3.0,1.0
2607,1.0,2.0,14.0,2.0,7.0
2459,2.0,1.0,21.0,4.0,2.0
