,years_experience,degree,nr_commits,nr_languages,nr_stars
3064,4.0,0.0,4041.0,4.0,11.0
2772,2.0,2.0,2025.0,3.0,13.0
2465,0.0,3.0,7.0,3.0,14.0
3994,4.0,0.0,4042.0,6.0,13.0
2973,1.0,2.0,15.0,3.0,0.0
2303,3.0,1.0,3036.0,1.0,11.0
3940,4.0,0.0,4044.0,5.0,13.0
2801,3.0,1.0,3038.0,2.0,11.0
3604,3.0,1.0,3030.0,1.0,16.0
3809,0.0,3.0,3.0,10.0,16.0
2074,0.0,3.0,4.0,3.0,12.0
2110,1.0,3.0,1014.0,13.0,13.0
2021,0.0,3.0,2.0,3.0,17.0
3810,3.0,1.0,3033.0,7.0,20.0
2255,3.0,1.0,3035.0,1.0,11.0
2430,0.0,3.0,6.0,11.0,13.0
3362,4.0,0.0,4043.0,1.0,17.0
3101,3.0,1.0,32.0,2.0,8.0
2634,3.0,1.0,3039.0,6.0,18.0
2913,1.0,3.0,1012.0,3.0,11.0
3868,3.0,1.0,31.0,5.0,0.0
3592,3.0,1.0,3038.0,10.0,12.0
2745,3.0,1.0,37.0,5.0,5.0
2549,1.0,3.0,1015.0,4.0,12.0
3921,3.0,1.0,3032.0,5.0,16.0
3915,1.0,3.0,1014.0,6.0,11.0
2735,4.0,0.0,4044.0,4.0,17.0
3108,3.0,1.0,33.0,5.0,6.0
3365,3.0,1.0,3033.0,10.0,13.0
3715,4.0,0.0,4045.0,3.0,12.0
3174,3.0,1.0,3033.0,7.0,12.0
2840,0.0,3.0,2.0,4.0,13.0
3284,2.0,2.0,2025.0,5.0,15.0
2550,3.0,1.0,3033.0,2.0,13.0
3018,3.0,1.0,3034.0,1.0,12.0
3428,3.0,1.0,34.0,0.0,2.0
3268,0.0,3.0,2.0,3.0,18.0
2975,4.0,0.0,4043.0,1.0,14.0
3913,0.0,3.0,4.0,2.0,13.0
2313,2.0,2.0,2026.0,25.0,11.0
3769,3.0,1.0,3035.0,6.0,12.0
3852,2.0,2.0,2025.0,2.0,13.0
3071,1.0,3.0,1011.0,1.0,15.0
2492,0.0,3.0,6.0,1.0,5.0
3350,3.0,1.0,32.0,1.0,4.0
2126,0.0,3.0,1.0,3.0,10.0
3828,2.0,2.0,2020.0,1.0,17.0
3574,1.0,3.0,1014.0,3.0,14.0
