,senior-level_skill
3064,1.0
2772,1.0
2465,1.0
3994,1.0
2973,0.0
2303,1.0
3940,1.0
2801,1.0
3604,1.0
3809,1.0
2074,1.0
2110,1.0
2021,1.0
3810,1.0
2255,1.0
2430,1.0
3362,1.0
3101,0.0
2634,1.0
2913,1.0
3868,0.0
3592,1.0
2745,0.0
2549,1.0
3921,1.0
3915,1.0
2735,1.0
3108,0.0
3365,1.0
3715,1.0
3174,1.0
2840,1.0
3284,1.0
2550,1.0
3018,1.0
3428,0.0
3268,1.0
2975,1.0
3913,1.0
2313,1.0
3769,1.0
3852,1.0
3071,1.0
2492,0.0
3350,0.0
2126,1.0
3828,1.0
3574,1.0
3155,1.0
3524,1.0
2448,1.0
3429,1.0
2433,1.0
3545,1.0
2583,1.0
2994,1.0
3237,1.0
2197,1.0
3533,1.0
3232,1.0
2307,1.0
3066,1.0
3077,1.0
3167,1.0
2665,1.0
2505,1.0
3898,1.0
3591,0.0
3399,1.0
2941,1.0
3552,1.0
2971,1.0
2521,1.0
3993,0.0
3735,1.0
2410,1.0
2952,1.0
2899,1.0
2173,1.0
2726,1.0
3658,1.0
2789,1.0
2082,1.0
3348,1.0
2132,1.0
3335,1.0
3620,1.0
2048,0.0
3834,1.0
3483,1.0
2394,1.0
2513,1.0
2647,1.0
3081,1.0
2962,1.0
3019,1.0
3642,1.0
2052,1.0
2076,1.0
2928,1.0
3621,1.0
3569,1.0
2524,1.0
2860,1.0
2138,1.0
3285,1.0
3176,1.0
2071,1.0
2355,1.0
3817,1.0
3347,1.0
3597,1.0
2594,0.0
2031,1.0
3197,1.0
3338,1.0
2686,1.0
2664,1.0
2268,1.0
3416,1.0
2888,0.0
2584,1.0
3557,1.0
3812,0.0
2752,1.0
3198,1.0
3296,1.0
2198,1.0
3802,0.0
2720,0.0
2590,1.0
3501,1.0
3563,1.0
3434,1.0
2342,1.0
3624,1.0
3097,1.0
3774,1.0
3276,1.0
3633,1.0
3439,0.0
2997,1.0
3836,0.0
3641,1.0
3732,1.0
3153,0.0
3983,1.0
2591,1.0
2977,1.0
3860,1.0
3102,1.0
3059,1.0
3235,1.0
2605,1.0
2568,1.0
2187,1.0
3607,1.0
3053,1.0
2987,1.0
2207,1.0
3932,1.0
3877,1.0
2814,1.0
3073,1.0
2161,1.0
2600,1.0
2566,1.0
2920,0.0
3467,1.0
3985,0.0
2224,1.0
3890,0.0
3426,1.0
2366,0.0
3516,1.0
2979,1.0
3224,1.0
2398,0.0
2656,1.0
2278,1.0
2127,0.0
2069,0.0
3427,1.0
3864,1.0
3318,0.0
2392,0.0
2331,1.0
3221,1.0
2755,1.0
3125,1.0
3638,1.0
2873,1.0
3323,1.0
3373,1.0
3384,1.0
2869,1.0
2361,1.0
3981,1.0
3328,1.0
2014,1.0
