,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,2.0,0.0,0.17679536,3.0,3.0,10.0
2001,4.0,3.0,0.4743768,4.0,3.0,2.0
2002,6.0,1.0,0.8147342,6.0,2.0,2.0
2003,1.0,2.0,0.74419355,4.0,0.0,2.0
2004,5.0,0.0,0.6561452,3.0,2.0,3.0
2005,5.0,3.0,0.22637033,3.0,1.0,4.0
2006,5.0,1.0,0.074659705,5.0,4.0,5.0
2007,5.0,0.0,0.35700154,4.0,3.0,5.0
2008,5.0,0.0,0.39546573,3.0,2.0,8.0
2009,0.0,0.0,0.15342236,3.0,0.0,2.0
2010,7.0,0.0,0.8130027,0.0,7.0,3.0
2011,6.0,0.0,0.6855086,4.0,4.0,4.0
2012,3.0,2.0,0.07973814,3.0,1.0,1.0
2013,1.0,0.0,0.6016189,5.0,4.0,2.0
2014,2.0,0.0,0.15179229,4.0,7.0,4.0
2015,4.0,1.0,0.7355896,5.0,8.0,1.0
2016,2.0,2.0,0.22630095,7.0,2.0,1.0
2017,3.0,1.0,0.5177996,5.0,3.0,1.0
2018,2.0,0.0,0.4427328,8.0,2.0,4.0
2019,3.0,0.0,0.13476443,2.0,4.0,3.0
2020,5.0,3.0,0.57135224,2.0,5.0,3.0
2021,0.0,1.0,0.84905386,2.0,2.0,7.0
2022,4.0,0.0,0.38305008,6.0,5.0,6.0
2023,4.0,2.0,0.38251472,5.0,4.0,5.0
2024,4.0,1.0,0.93224263,7.0,1.0,16.0
2025,5.0,0.0,0.84278464,4.0,10.0,0.0
2026,4.0,2.0,0.3990091,5.0,2.0,2.0
2027,4.0,0.0,0.62206566,1.0,1.0,7.0
2028,5.0,0.0,0.9176614,1.0,5.0,10.0
2029,6.0,0.0,0.06485891,5.0,7.0,7.0
2030,5.0,2.0,0.46542943,4.0,0.0,3.0
2031,3.0,0.0,0.5741911,3.0,3.0,2.0
2032,6.0,1.0,0.86825705,5.0,1.0,2.0
2033,2.0,1.0,0.5172024,4.0,1.0,5.0
2034,2.0,2.0,0.8363714,7.0,0.0,5.0
2035,3.0,1.0,0.60317755,2.0,1.0,5.0
2036,0.0,0.0,0.8919263,4.0,2.0,2.0
2037,3.0,0.0,0.3688048,4.0,8.0,15.0
2038,3.0,0.0,0.3198762,5.0,0.0,2.0
2039,4.0,0.0,0.40526974,3.0,4.0,4.0
2040,4.0,2.0,0.6329473,0.0,1.0,7.0
2041,3.0,0.0,0.16459167,7.0,0.0,3.0
2042,2.0,1.0,0.4098072,4.0,13.0,2.0
2043,0.0,2.0,0.87469864,4.0,2.0,3.0
2044,1.0,0.0,0.27569294,5.0,2.0,8.0
2045,2.0,1.0,0.8037108,5.0,0.0,3.0
2046,4.0,0.0,0.85837007,4.0,2.0,1.0
2047,0.0,3.0,0.46728885,4.0,4.0,2.0
2048,2.0,0.0,0.97949135,5.0,11.0,9.0
2049,4.0,2.0,0.44807816,3.0,1.0,6.0
2050,1.0,2.0,0.437402,3.0,0.0,1.0
2051,3.0,0.0,0.8107846,0.0,6.0,6.0
2052,0.0,0.0,0.23625863,0.0,5.0,5.0
2053,3.0,2.0,0.3697405,2.0,7.0,1.0
2054,5.0,2.0,0.66728806,6.0,1.0,2.0
2055,4.0,0.0,0.4035741,2.0,9.0,11.0
2056,6.0,2.0,0.8913727,5.0,3.0,8.0
2057,4.0,0.0,0.010836244,2.0,5.0,3.0
2058,1.0,2.0,0.89312863,1.0,3.0,0.0
2059,3.0,2.0,0.40667045,0.0,2.0,6.0
2060,3.0,1.0,0.19379532,4.0,3.0,3.0
2061,1.0,0.0,0.92636204,3.0,2.0,5.0
2062,2.0,0.0,0.43078613,7.0,3.0,7.0
2063,1.0,2.0,0.3299079,6.0,6.0,6.0
2064,8.0,2.0,0.25794923,5.0,3.0,4.0
2065,1.0,0.0,0.5195855,2.0,7.0,1.0
2066,2.0,3.0,0.98660576,9.0,0.0,7.0
2067,3.0,2.0,0.63093936,5.0,4.0,3.0
2068,7.0,0.0,0.7296487,8.0,2.0,2.0
2069,1.0,0.0,0.8608726,2.0,6.0,3.0
2070,3.0,0.0,0.85311055,5.0,3.0,9.0
2071,1.0,0.0,0.029063344,2.0,4.0,4.0
2072,2.0,0.0,0.598698,6.0,5.0,5.0
2073,5.0,1.0,0.76434374,7.0,0.0,1.0
2074,0.0,0.0,0.019244313,4.0,2.0,2.0
2075,1.0,2.0,0.92715526,4.0,1.0,6.0
2076,0.0,0.0,0.8648534,5.0,6.0,3.0
2077,2.0,0.0,0.29755986,1.0,0.0,4.0
2078,0.0,2.0,0.116933346,3.0,1.0,9.0
2079,4.0,1.0,0.30622447,6.0,6.0,3.0
2080,5.0,2.0,0.48976958,5.0,7.0,8.0
2081,6.0,2.0,0.023577929,5.0,13.0,7.0
2082,1.0,1.0,0.12562776,3.0,9.0,3.0
2083,9.0,2.0,0.46185553,5.0,3.0,4.0
2084,1.0,3.0,0.64291847,1.0,2.0,1.0
2085,5.0,1.0,0.73806417,6.0,4.0,4.0
2086,4.0,3.0,0.8201511,5.0,5.0,4.0
2087,0.0,0.0,0.10951173,0.0,7.0,4.0
2088,1.0,2.0,0.36848497,5.0,4.0,8.0
2089,3.0,1.0,0.30248523,7.0,2.0,3.0
2090,3.0,0.0,0.29863608,7.0,4.0,10.0
2091,2.0,2.0,0.24912786,1.0,13.0,6.0
2092,1.0,2.0,0.80213773,4.0,1.0,5.0
2093,3.0,0.0,0.35502768,2.0,3.0,2.0
2094,3.0,3.0,0.27178156,5.0,6.0,11.0
2095,1.0,0.0,0.05646777,4.0,11.0,1.0
2096,5.0,0.0,0.5733379,2.0,6.0,2.0
2097,2.0,0.0,0.13702643,8.0,8.0,4.0
2098,3.0,1.0,0.7331277,4.0,4.0,8.0
2099,1.0,2.0,0.53599703,5.0,6.0,2.0
2100,2.0,2.0,0.5220375,3.0,4.0,8.0
2101,4.0,2.0,0.7208954,2.0,4.0,1.0
2102,7.0,0.0,0.93225884,3.0,0.0,7.0
2103,1.0,0.0,0.8350699,6.0,1.0,2.0
2104,2.0,2.0,0.38909256,3.0,12.0,3.0
2105,1.0,2.0,0.41618526,3.0,1.0,3.0
2106,4.0,3.0,0.3372984,7.0,9.0,4.0
2107,3.0,0.0,0.7575015,7.0,5.0,6.0
2108,2.0,3.0,0.8057771,5.0,10.0,4.0
2109,5.0,3.0,0.51392233,3.0,7.0,10.0
2110,1.0,0.0,0.9287734,4.0,12.0,3.0
2111,4.0,0.0,0.6323743,9.0,4.0,1.0
2112,3.0,0.0,0.6439632,2.0,2.0,8.0
2113,5.0,2.0,0.71411586,1.0,3.0,1.0
2114,4.0,2.0,0.8279388,5.0,3.0,1.0
2115,8.0,2.0,0.98585093,5.0,2.0,3.0
2116,2.0,2.0,0.06400645,6.0,1.0,6.0
2117,5.0,2.0,0.9571961,4.0,0.0,9.0
2118,4.0,2.0,0.51151085,5.0,3.0,1.0
2119,2.0,2.0,0.96769834,4.0,9.0,1.0
2120,9.0,0.0,0.9901917,1.0,16.0,4.0
2121,0.0,3.0,0.6944946,1.0,2.0,2.0
2122,1.0,0.0,0.4738536,2.0,3.0,0.0
2123,4.0,2.0,0.884838,4.0,3.0,4.0
2124,1.0,3.0,0.024534345,4.0,5.0,5.0
2125,0.0,0.0,0.8799007,5.0,5.0,0.0
2126,0.0,1.0,0.046090722,1.0,2.0,0.0
2127,3.0,0.0,0.96826124,3.0,5.0,4.0
2128,2.0,0.0,0.019409418,2.0,4.0,5.0
2129,0.0,0.0,0.47308397,6.0,4.0,8.0
2130,4.0,0.0,0.16169846,8.0,0.0,4.0
2131,0.0,0.0,0.8711021,4.0,5.0,1.0
2132,1.0,2.0,0.766667,4.0,5.0,2.0
2133,3.0,3.0,0.8232682,4.0,1.0,2.0
2134,4.0,0.0,0.11962938,3.0,2.0,12.0
2135,8.0,2.0,0.21494544,4.0,0.0,3.0
2136,4.0,0.0,0.43101037,4.0,3.0,6.0
2137,1.0,2.0,0.8478211,3.0,6.0,10.0
2138,1.0,0.0,0.57390904,4.0,5.0,2.0
2139,3.0,0.0,0.76311433,5.0,1.0,1.0
2140,3.0,0.0,0.7776265,8.0,0.0,11.0
2141,8.0,0.0,0.28783417,5.0,2.0,1.0
2142,1.0,0.0,0.31411994,7.0,1.0,3.0
2143,4.0,2.0,0.5003215,3.0,4.0,5.0
2144,3.0,2.0,0.6607777,2.0,1.0,6.0
2145,3.0,0.0,0.4810884,7.0,0.0,3.0
2146,1.0,3.0,0.25767767,6.0,1.0,2.0
2147,1.0,2.0,0.372285,1.0,12.0,9.0
2148,6.0,0.0,0.19225192,1.0,9.0,2.0
2149,0.0,0.0,0.7513132,6.0,4.0,5.0
2150,4.0,2.0,0.7617935,3.0,5.0,3.0
2151,0.0,2.0,0.08232176,5.0,5.0,3.0
2152,3.0,0.0,0.08050811,2.0,3.0,6.0
2153,6.0,1.0,0.4417094,0.0,0.0,3.0
2154,3.0,2.0,0.6907928,4.0,0.0,1.0
2155,1.0,0.0,0.7639458,5.0,2.0,3.0
2156,2.0,2.0,0.13289678,6.0,5.0,7.0
2157,4.0,1.0,0.89204276,2.0,2.0,2.0
2158,0.0,0.0,0.17995548,3.0,5.0,8.0
2159,4.0,1.0,0.64332914,4.0,7.0,10.0
2160,2.0,0.0,0.50578845,2.0,2.0,1.0
2161,3.0,0.0,0.4959483,4.0,5.0,5.0
2162,1.0,3.0,0.1397835,7.0,1.0,4.0
2163,3.0,0.0,0.37667692,7.0,2.0,4.0
2164,4.0,1.0,0.8904027,8.0,2.0,1.0
2165,3.0,2.0,0.3217826,7.0,11.0,4.0
2166,2.0,3.0,0.61252916,5.0,10.0,2.0
2167,5.0,0.0,0.23241198,11.0,0.0,5.0
2168,11.0,0.0,0.89818895,2.0,7.0,4.0
2169,3.0,0.0,0.26185966,6.0,3.0,6.0
2170,2.0,2.0,0.08412886,7.0,4.0,7.0
2171,0.0,2.0,0.9402106,4.0,0.0,12.0
2172,3.0,2.0,0.048012376,3.0,4.0,3.0
2173,0.0,1.0,0.5082437,4.0,2.0,3.0
2174,1.0,0.0,0.35619116,5.0,4.0,2.0
2175,1.0,1.0,0.8401549,2.0,5.0,7.0
2176,2.0,2.0,0.32767606,2.0,2.0,3.0
2177,3.0,2.0,0.76790285,7.0,5.0,3.0
2178,3.0,0.0,0.01802814,2.0,9.0,1.0
2179,6.0,2.0,0.11913192,5.0,5.0,7.0
2180,5.0,0.0,0.9590074,6.0,5.0,4.0
2181,1.0,2.0,0.027639747,1.0,2.0,1.0
2182,3.0,0.0,0.25741267,3.0,2.0,6.0
2183,1.0,0.0,0.564507,4.0,6.0,5.0
2184,3.0,1.0,0.17037368,4.0,4.0,5.0
2185,3.0,1.0,0.735157,4.0,0.0,7.0
2186,1.0,1.0,0.926093,1.0,6.0,6.0
2187,2.0,1.0,0.8267423,7.0,5.0,4.0
2188,6.0,1.0,0.59516215,4.0,9.0,2.0
2189,3.0,0.0,0.6494678,5.0,0.0,0.0
2190,1.0,1.0,0.5716418,3.0,1.0,5.0
2191,4.0,3.0,0.37991607,5.0,0.0,2.0
2192,1.0,1.0,0.30369806,3.0,2.0,8.0
2193,4.0,2.0,0.7288004,5.0,9.0,6.0
2194,5.0,0.0,0.49783015,0.0,6.0,2.0
2195,4.0,0.0,0.33463514,1.0,3.0,1.0
2196,3.0,1.0,0.5890181,3.0,6.0,2.0
2197,1.0,2.0,0.96766853,3.0,1.0,3.0
2198,0.0,2.0,0.7462112,4.0,4.0,3.0
2199,9.0,3.0,0.031014562,9.0,7.0,2.0
2200,4.0,1.0,0.7692497,2.0,0.0,7.0
2201,5.0,3.0,0.5308602,5.0,3.0,6.0
2202,4.0,0.0,0.36794162,4.0,6.0,5.0
2203,7.0,2.0,0.40709746,4.0,0.0,6.0
2204,3.0,1.0,0.8989227,4.0,5.0,1.0
2205,3.0,0.0,0.105356455,1.0,4.0,4.0
2206,7.0,3.0,0.3079133,7.0,4.0,1.0
2207,0.0,2.0,0.6085806,4.0,3.0,8.0
2208,3.0,2.0,0.41231287,3.0,0.0,11.0
2209,2.0,1.0,0.21619725,3.0,1.0,2.0
2210,1.0,0.0,0.91032183,5.0,4.0,9.0
2211,5.0,0.0,0.91406953,1.0,3.0,6.0
2212,2.0,3.0,0.0034748316,5.0,1.0,1.0
2213,4.0,2.0,0.10898721,4.0,10.0,5.0
2214,1.0,1.0,0.030968547,4.0,10.0,5.0
2215,5.0,1.0,0.88245344,3.0,3.0,6.0
2216,1.0,0.0,0.3241272,4.0,0.0,4.0
2217,5.0,2.0,0.49035752,3.0,10.0,0.0
2218,4.0,1.0,0.004815936,3.0,5.0,7.0
2219,2.0,3.0,0.8701891,5.0,8.0,1.0
2220,8.0,1.0,0.56412196,4.0,0.0,0.0
2221,3.0,3.0,0.05423379,5.0,3.0,7.0
2222,4.0,0.0,0.202618,2.0,9.0,3.0
2223,2.0,0.0,0.6912601,4.0,10.0,4.0
2224,2.0,0.0,0.46590972,7.0,2.0,1.0
2225,5.0,0.0,0.10796845,4.0,4.0,4.0
2226,1.0,2.0,0.4875214,5.0,3.0,4.0
2227,6.0,1.0,0.14551997,5.0,2.0,6.0
2228,2.0,2.0,0.70549655,4.0,5.0,2.0
2229,4.0,2.0,0.26067734,2.0,1.0,8.0
2230,1.0,2.0,0.09476578,7.0,1.0,7.0
2231,6.0,0.0,0.3216381,3.0,8.0,1.0
2232,2.0,2.0,0.12757754,1.0,4.0,6.0
2233,2.0,2.0,0.5260223,2.0,3.0,3.0
2234,3.0,0.0,0.7481278,9.0,1.0,10.0
2235,5.0,1.0,0.97547007,4.0,4.0,5.0
2236,1.0,0.0,0.18123782,1.0,0.0,7.0
2237,3.0,3.0,0.087255955,3.0,7.0,2.0
2238,1.0,0.0,0.62514603,7.0,0.0,8.0
2239,4.0,0.0,0.23118901,1.0,1.0,3.0
2240,6.0,2.0,0.10845387,3.0,2.0,9.0
2241,7.0,0.0,0.9418477,4.0,4.0,4.0
2242,4.0,2.0,0.50716484,4.0,3.0,15.0
2243,3.0,1.0,0.119362,3.0,0.0,3.0
2244,4.0,0.0,0.4442041,1.0,5.0,2.0
2245,2.0,1.0,0.15036726,7.0,3.0,6.0
2246,1.0,0.0,0.9279547,5.0,7.0,5.0
2247,2.0,2.0,0.4163276,2.0,2.0,1.0
2248,7.0,1.0,0.2312113,6.0,3.0,2.0
2249,2.0,3.0,0.24023068,5.0,3.0,6.0
2250,2.0,2.0,0.9254272,8.0,0.0,3.0
2251,4.0,2.0,0.30275512,4.0,0.0,2.0
2252,1.0,2.0,0.14039803,3.0,1.0,1.0
2253,5.0,2.0,0.48487902,3.0,3.0,3.0
2254,6.0,2.0,0.27581465,2.0,1.0,5.0
2255,3.0,0.0,0.40939188,5.0,0.0,1.0
2256,5.0,3.0,0.51140404,7.0,5.0,5.0
2257,4.0,0.0,0.13896275,2.0,1.0,2.0
2258,5.0,2.0,0.116760254,4.0,7.0,6.0
2259,1.0,2.0,0.44507337,4.0,0.0,1.0
2260,4.0,2.0,0.5253527,6.0,6.0,13.0
2261,4.0,2.0,0.066530585,3.0,1.0,6.0
2262,4.0,0.0,0.044192433,4.0,3.0,2.0
2263,3.0,0.0,0.19589436,4.0,5.0,4.0
2264,1.0,3.0,0.41746414,1.0,4.0,6.0
2265,2.0,1.0,0.14732444,5.0,11.0,2.0
2266,1.0,3.0,0.35040474,5.0,5.0,7.0
2267,1.0,3.0,0.52069724,6.0,3.0,2.0
2268,2.0,0.0,0.7789799,5.0,1.0,9.0
2269,1.0,1.0,0.798748,9.0,8.0,4.0
2270,5.0,0.0,0.707881,3.0,10.0,7.0
2271,7.0,0.0,0.96383226,10.0,4.0,2.0
2272,3.0,2.0,0.49361217,3.0,2.0,2.0
2273,4.0,0.0,0.9512981,3.0,5.0,5.0
2274,4.0,0.0,0.6764158,5.0,2.0,10.0
2275,3.0,3.0,0.7992871,2.0,4.0,10.0
2276,0.0,2.0,0.68859255,3.0,1.0,4.0
2277,3.0,3.0,0.119508624,3.0,0.0,8.0
2278,1.0,0.0,0.6885953,2.0,3.0,5.0
2279,5.0,1.0,0.6453748,6.0,8.0,5.0
2280,4.0,2.0,0.7811073,3.0,2.0,0.0
2281,3.0,0.0,0.15010905,4.0,11.0,1.0
2282,6.0,0.0,0.33997405,7.0,8.0,3.0
2283,2.0,2.0,0.50589097,5.0,7.0,5.0
2284,7.0,0.0,0.5699265,1.0,3.0,2.0
2285,2.0,2.0,0.50118756,1.0,5.0,5.0
2286,3.0,2.0,0.75091004,1.0,5.0,5.0
2287,7.0,1.0,0.33440995,4.0,3.0,2.0
2288,5.0,0.0,0.35057008,3.0,2.0,7.0
2289,3.0,0.0,0.9753771,5.0,4.0,2.0
2290,5.0,3.0,0.21742094,6.0,12.0,5.0
2291,2.0,0.0,0.39502442,3.0,7.0,2.0
2292,3.0,2.0,0.47439325,3.0,2.0,5.0
2293,3.0,1.0,0.8760309,3.0,4.0,3.0
