,y_hat
3064,False
2772,False
2465,False
3994,False
2973,False
2303,False
3940,False
2801,False
3604,False
3809,False
2074,False
2110,False
2021,False
3810,False
2255,False
2430,False
3362,False
3101,False
2634,False
2913,False
3868,False
3592,False
2745,False
2549,False
3921,False
3915,False
2735,False
3108,False
3365,False
3715,False
3174,False
2840,False
3284,False
2550,False
3018,False
3428,False
3268,False
2975,False
3913,False
2313,False
3769,False
3852,False
3071,False
2492,False
3350,False
2126,False
3828,False
3574,False
3155,False
3524,False
2448,False
3429,False
2433,False
3545,False
2583,False
2994,False
3237,False
2197,False
3533,False
3232,False
2307,False
3066,False
3077,False
3167,False
2665,False
2505,False
3898,False
3591,False
3399,False
2941,False
3552,False
2971,False
2521,False
3993,False
3735,False
2410,False
2952,False
2899,False
2173,False
2726,False
3658,False
2789,False
2082,False
3348,False
2132,False
3335,False
3620,False
2048,False
3834,False
3483,False
2394,False
2513,False
2647,False
3081,False
2962,False
3019,False
3642,False
2052,False
2076,False
2928,False
3621,False
3569,False
2524,False
2860,False
2138,False
3285,False
3176,False
2071,False
2355,False
3817,False
3347,False
3597,False
2594,False
2031,False
3197,False
3338,False
2686,False
2664,False
2268,False
3416,False
2888,False
2584,False
3557,False
3812,False
2752,False
3198,False
3296,False
2198,False
3802,False
2720,False
2590,False
3501,False
3563,False
3434,False
2342,False
3624,False
3097,False
3774,False
3276,False
3633,False
3439,False
2997,False
3836,False
3641,False
3732,False
3153,False
3983,False
2591,False
2977,False
3860,False
3102,False
3059,False
3235,False
2605,False
2568,False
2187,False
3607,False
3053,False
2987,False
2207,False
3932,False
3877,False
2814,False
3073,False
2161,False
2600,False
2566,False
2920,False
3467,False
3985,False
2224,False
3890,False
3426,False
2366,False
3516,False
2979,False
3224,False
2398,False
2656,False
2278,False
2127,False
2069,False
3427,False
3864,False
3318,False
2392,False
2331,False
3221,False
2755,False
3125,False
3638,False
2873,False
3323,False
3373,False
3384,False
2869,False
2361,False
3981,False
3328,False
2014,False
