,h_post,h_post_individualized
11212,0.8,
12426,0.98,
19862,0.92,
17240,0.9,
14601,0.88,
13361,0.46,
17782,0.88,
18951,0.9,
16165,0.88,
18689,0.94,
16843,0.92,
12766,0.94,
15887,1.0,
19556,0.9,
14819,0.84,
15138,0.84,
19262,0.88,
14255,0.94,
14533,0.96,
10124,0.82,
17515,0.9,
19488,0.92,
16755,0.9,
12637,0.86,
16578,0.98,
13680,0.86,
17359,0.92,
11740,0.9,
17814,0.92,
10420,0.9,
12039,0.88,
19904,0.84,
13496,0.94,
18147,0.9,
12041,0.38,
19689,1.0,
17595,0.9,
13742,0.86,
15379,0.9,
17366,0.92,
18219,0.88,
15954,0.88,
11474,0.86,
13492,0.74,
17538,0.88,
14095,0.92,
12100,0.86,
15372,0.92,
12681,0.96,
19063,0.9,
14514,0.98,
17960,0.9,
19650,0.86,
10015,0.8,
16429,0.96,
10252,0.86,
19151,0.9,
10439,0.9,
17163,0.94,
12335,0.88,
16662,0.84,
15583,0.92,
11996,0.94,
10622,0.36,
11710,0.92,
11495,0.88,
18670,0.98,
11273,0.88,
15666,0.26,
14168,0.86,
17064,0.88,
17610,0.8,
18389,0.9,
17859,0.94,
19280,0.88,
15608,1.0,
19131,0.78,
14142,1.0,
17223,0.84,
17524,0.94,
14961,0.9,
11926,0.9,
15538,0.84,
13841,0.9,
17823,0.9,
10377,0.9,
10135,0.96,
14657,0.88,
11172,0.86,
18098,0.9,
14792,0.72,
11739,0.88,
11267,0.92,
10063,0.72,
12872,0.82,
19167,0.92,
16170,0.92,
14433,0.84,
15357,0.76,
10515,0.88,
19319,0.94,
10913,0.92,
11228,0.98,
14588,0.84,
17251,0.9,
17818,0.98,
14942,0.98,
10690,0.92,
10325,0.82,
12221,0.28,
13215,0.88,
16197,0.86,
14632,0.84,
13569,0.96,
16845,0.66,
12034,0.84,
19450,0.92,
14809,0.84,
11623,0.86,
17984,0.78,
16816,0.94,
12690,0.98,
12623,0.9,
19810,0.96,
11247,0.86,
16640,0.94,
13119,0.86,
12308,0.9,
10227,0.84,
18632,0.88,
18193,1.0,
17605,1.0,
19554,0.88,
11417,0.82,
10553,0.98,
10258,0.94,
12858,0.88,
12544,0.86,
15740,0.84,
19703,0.74,
10883,0.88,
13628,0.22,
18732,0.9,
15384,0.86,
12330,0.8,
11696,0.88,
12754,0.84,
15468,0.9,
14284,0.88,
11466,0.92,
12893,0.84,
19124,0.84,
14198,0.9,
16426,0.9,
17059,0.9,
12566,0.3,
17662,0.86,
16812,0.94,
16561,0.92,
17046,0.92,
16738,0.84,
13773,0.9,
19660,0.88,
17372,0.92,
18311,0.9,
16643,0.9,
12907,0.84,
18115,0.72,
19027,0.94,
14045,0.86,
12081,0.84,
13835,0.82,
10538,0.98,
10341,0.88,
13636,0.88,
18046,1.0,
13631,0.86,
14578,0.9,
15835,0.94,
14159,0.96,
16894,0.88,
12295,0.92,
11186,0.96,
11789,0.8,
16608,0.92,
19197,0.88,
16953,0.94,
16986,0.84,
19377,0.92,
14959,0.82,
11808,0.82,
11771,0.88,
11921,0.92,
15898,0.88,
12272,0.84,
13413,0.8,
12091,0.84,
10923,0.28,
15375,0.9,
15291,0.86,
