,years_experience,degree,nr_commits,nr_languages,nr_stars
2714,3.0,0.0,33.0,2.0,6.0
2954,3.0,0.0,33.0,0.0,6.0
3797,3.0,0.0,35.0,0.0,0.0
2318,1.0,0.0,15.0,14.0,1.0
3920,0.0,2.0,3.0,2.0,1.0
2265,2.0,0.0,25.0,2.0,4.0
3770,1.0,0.0,15.0,0.0,3.0
3617,2.0,0.0,22.0,0.0,1.0
2810,3.0,0.0,33.0,1.0,8.0
3032,1.0,0.0,11.0,1.0,5.0
2297,1.0,2.0,13.0,3.0,2.0
2747,0.0,0.0,5.0,0.0,6.0
3799,3.0,0.0,34.0,2.0,2.0
3229,0.0,0.0,1.0,4.0,7.0
3592,1.0,0.0,13.0,4.0,3.0
2175,0.0,2.0,4.0,0.0,2.0
2464,3.0,0.0,33.0,12.0,4.0
3692,1.0,1.0,11.0,1.0,8.0
2552,1.0,2.0,17.0,1.0,1.0
2118,0.0,1.0,5.0,13.0,3.0
2164,2.0,1.0,25.0,1.0,10.0
3309,1.0,0.0,15.0,3.0,11.0
2498,1.0,0.0,15.0,0.0,5.0
3907,2.0,0.0,22.0,7.0,0.0
2790,1.0,0.0,11.0,1.0,5.0
3318,2.0,1.0,26.0,3.0,4.0
2031,1.0,0.0,13.0,0.0,0.0
2150,2.0,0.0,23.0,10.0,3.0
3198,2.0,0.0,24.0,1.0,6.0
3456,1.0,0.0,14.0,4.0,5.0
2411,1.0,1.0,14.0,0.0,3.0
3244,1.0,1.0,14.0,2.0,8.0
3392,3.0,0.0,33.0,2.0,9.0
3488,2.0,0.0,23.0,1.0,2.0
2562,0.0,1.0,1.0,9.0,8.0
3386,2.0,0.0,26.0,0.0,3.0
2446,1.0,0.0,14.0,10.0,4.0
3270,2.0,0.0,23.0,3.0,1.0
2603,2.0,0.0,22.0,2.0,0.0
3001,2.0,0.0,26.0,3.0,3.0
2270,0.0,0.0,1.0,15.0,3.0
2042,3.0,0.0,32.0,1.0,7.0
3716,1.0,2.0,12.0,6.0,9.0
2524,2.0,0.0,25.0,8.0,5.0
3187,3.0,0.0,32.0,7.0,3.0
3569,1.0,1.0,15.0,2.0,2.0
3327,2.0,0.0,24.0,4.0,2.0
3974,0.0,0.0,8.0,1.0,4.0
3832,1.0,0.0,12.0,1.0,0.0
3928,3.0,0.0,33.0,3.0,4.0
2900,3.0,1.0,37.0,2.0,4.0
2172,2.0,1.0,21.0,19.0,3.0
3518,1.0,0.0,12.0,5.0,0.0
2895,3.0,0.0,32.0,1.0,5.0
3701,0.0,1.0,3.0,4.0,2.0
2504,1.0,0.0,14.0,4.0,6.0
3263,1.0,0.0,15.0,4.0,7.0
2007,3.0,0.0,37.0,7.0,7.0
3737,2.0,0.0,25.0,6.0,3.0
2008,0.0,0.0,6.0,6.0,4.0
2330,1.0,1.0,18.0,19.0,6.0
3984,2.0,1.0,24.0,7.0,0.0
2107,1.0,3.0,13.0,5.0,5.0
3972,1.0,0.0,16.0,10.0,4.0
3317,1.0,0.0,12.0,4.0,7.0
3098,0.0,1.0,1.0,2.0,4.0
3446,0.0,0.0,4.0,3.0,5.0
2159,3.0,0.0,34.0,5.0,11.0
2358,0.0,0.0,6.0,1.0,5.0
2479,2.0,0.0,20.0,8.0,3.0
2617,1.0,1.0,12.0,3.0,2.0
2038,2.0,0.0,26.0,6.0,7.0
2480,1.0,1.0,16.0,3.0,3.0
3013,1.0,0.0,15.0,1.0,2.0
2711,1.0,2.0,12.0,1.0,11.0
3345,1.0,0.0,14.0,1.0,4.0
3703,3.0,0.0,36.0,1.0,0.0
2986,1.0,1.0,12.0,6.0,5.0
3072,3.0,0.0,36.0,3.0,3.0
3282,3.0,0.0,38.0,2.0,2.0
2795,1.0,1.0,17.0,4.0,2.0
3055,2.0,0.0,25.0,5.0,4.0
2598,0.0,1.0,2.0,9.0,1.0
2564,3.0,0.0,34.0,2.0,6.0
2535,2.0,1.0,23.0,6.0,2.0
3782,1.0,0.0,15.0,2.0,4.0
3994,3.0,0.0,32.0,3.0,3.0
3784,2.0,0.0,23.0,3.0,4.0
2735,0.0,1.0,3.0,1.0,2.0
3189,1.0,0.0,12.0,3.0,4.0
2046,2.0,0.0,25.0,11.0,1.0
2700,1.0,2.0,16.0,5.0,0.0
2101,0.0,1.0,8.0,3.0,4.0
3794,2.0,0.0,22.0,2.0,3.0
2370,0.0,2.0,4.0,0.0,1.0
3532,1.0,0.0,13.0,3.0,4.0
3101,2.0,0.0,22.0,9.0,5.0
3360,1.0,0.0,13.0,7.0,3.0
3340,1.0,0.0,12.0,5.0,4.0
3593,3.0,0.0,31.0,8.0,2.0
2437,3.0,0.0,41.0,0.0,11.0
3552,1.0,0.0,15.0,5.0,5.0
2014,2.0,0.0,23.0,8.0,3.0
3709,3.0,0.0,35.0,5.0,5.0
2295,0.0,2.0,4.0,3.0,8.0
2965,0.0,2.0,1.0,6.0,7.0
2058,2.0,0.0,25.0,1.0,1.0
3313,2.0,0.0,26.0,2.0,4.0
3501,1.0,0.0,12.0,5.0,1.0
2171,0.0,0.0,8.0,4.0,6.0
3437,1.0,1.0,15.0,4.0,1.0
3083,2.0,0.0,22.0,3.0,5.0
2095,3.0,0.0,35.0,2.0,2.0
2167,1.0,0.0,15.0,7.0,2.0
2105,0.0,0.0,5.0,7.0,0.0
3440,0.0,0.0,6.0,9.0,11.0
2415,2.0,0.0,24.0,3.0,0.0
2573,2.0,0.0,26.0,1.0,1.0
3450,3.0,0.0,34.0,6.0,2.0
3904,2.0,1.0,22.0,1.0,3.0
2299,0.0,0.0,6.0,0.0,5.0
2720,0.0,2.0,3.0,4.0,3.0
3755,1.0,2.0,10.0,3.0,1.0
