,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,5.0,2.0,0.23119342,4.0,12.0,3.0
2001,3.0,0.0,0.049397945,6.0,0.0,3.0
2002,3.0,2.0,0.5380863,4.0,0.0,1.0
2003,4.0,2.0,0.64818263,9.0,0.0,0.0
2004,1.0,2.0,0.5011194,2.0,4.0,3.0
2005,6.0,0.0,0.89608276,3.0,5.0,10.0
2006,3.0,1.0,0.8245492,0.0,2.0,3.0
2007,3.0,0.0,0.6589681,7.0,7.0,7.0
2008,0.0,0.0,0.38386285,6.0,6.0,4.0
2009,3.0,0.0,0.6527777,6.0,7.0,7.0
2010,0.0,2.0,0.65694284,4.0,7.0,2.0
2011,1.0,0.0,0.9560244,3.0,0.0,7.0
2012,4.0,1.0,0.6987914,3.0,10.0,1.0
2013,9.0,3.0,0.64372206,5.0,10.0,2.0
2014,2.0,0.0,0.22395098,3.0,8.0,3.0
2015,0.0,2.0,0.8116207,4.0,7.0,3.0
2016,1.0,1.0,0.70033145,2.0,2.0,4.0
2017,0.0,2.0,0.9453751,9.0,3.0,6.0
2018,3.0,1.0,0.5791962,3.0,1.0,9.0
2019,0.0,0.0,0.07316756,4.0,9.0,5.0
2020,2.0,2.0,0.3691368,11.0,13.0,1.0
2021,1.0,0.0,0.12848794,4.0,0.0,4.0
2022,1.0,2.0,0.21682858,3.0,0.0,4.0
2023,4.0,0.0,0.90078175,2.0,7.0,3.0
2024,3.0,0.0,0.49135113,4.0,10.0,3.0
2025,2.0,2.0,0.7699715,6.0,14.0,0.0
2026,1.0,2.0,0.60754824,6.0,5.0,4.0
2027,0.0,0.0,0.21194518,4.0,0.0,7.0
2028,2.0,2.0,0.34836388,5.0,4.0,4.0
2029,3.0,2.0,0.96178913,4.0,13.0,3.0
2030,3.0,2.0,0.36060488,4.0,5.0,2.0
2031,1.0,0.0,0.34364998,3.0,0.0,0.0
2032,2.0,1.0,0.42845118,6.0,4.0,2.0
2033,4.0,2.0,0.043349624,2.0,1.0,3.0
2034,2.0,1.0,0.17141008,6.0,6.0,7.0
2035,5.0,2.0,0.91731024,6.0,0.0,0.0
2036,7.0,3.0,0.018661737,5.0,1.0,4.0
2037,3.0,2.0,0.018552661,5.0,4.0,2.0
2038,2.0,0.0,0.5903518,6.0,6.0,7.0
2039,1.0,1.0,0.01212132,4.0,2.0,1.0
2040,4.0,2.0,0.8043473,3.0,1.0,1.0
2041,0.0,0.0,0.44989562,2.0,9.0,10.0
2042,3.0,0.0,0.33665097,2.0,1.0,7.0
2043,5.0,2.0,0.2465781,1.0,3.0,8.0
2044,2.0,1.0,0.7196348,5.0,2.0,2.0
2045,1.0,0.0,0.60561025,8.0,4.0,0.0
2046,2.0,0.0,0.5737487,5.0,11.0,1.0
2047,0.0,0.0,0.80452573,0.0,3.0,1.0
2048,0.0,0.0,0.13368988,6.0,9.0,4.0
2049,2.0,1.0,0.81845224,2.0,1.0,1.0
2050,4.0,2.0,0.893314,9.0,3.0,12.0
2051,6.0,2.0,0.74033475,4.0,1.0,6.0
2052,2.0,0.0,0.5461298,2.0,3.0,3.0
2053,1.0,0.0,0.6964272,5.0,2.0,5.0
2054,4.0,0.0,0.5673474,6.0,9.0,0.0
2055,1.0,2.0,0.070560694,9.0,2.0,6.0
2056,3.0,0.0,0.99091756,4.0,4.0,5.0
2057,2.0,2.0,0.9689386,3.0,3.0,4.0
2058,2.0,0.0,0.23801601,5.0,1.0,1.0
2059,1.0,2.0,0.19005227,2.0,4.0,8.0
2060,2.0,0.0,0.042401552,6.0,7.0,8.0
2061,1.0,2.0,0.2541244,0.0,1.0,16.0
2062,3.0,0.0,0.14517736,5.0,2.0,7.0
2063,1.0,2.0,0.014831662,3.0,3.0,1.0
2064,5.0,0.0,0.43279243,6.0,1.0,2.0
2065,4.0,2.0,0.1324538,2.0,11.0,7.0
2066,1.0,3.0,0.6519487,5.0,2.0,5.0
2067,7.0,0.0,0.63590527,3.0,1.0,7.0
2068,3.0,1.0,0.5901309,5.0,4.0,9.0
2069,3.0,0.0,0.08547652,2.0,4.0,3.0
2070,2.0,1.0,0.43539512,4.0,11.0,5.0
2071,0.0,2.0,0.40670455,6.0,0.0,11.0
2072,1.0,0.0,0.95840824,3.0,3.0,2.0
2073,2.0,0.0,0.23794055,1.0,5.0,0.0
2074,3.0,0.0,0.99572897,2.0,5.0,5.0
2075,4.0,2.0,0.21263683,2.0,6.0,7.0
2076,10.0,2.0,0.6168215,2.0,3.0,2.0
2077,3.0,0.0,0.13967717,1.0,6.0,3.0
2078,5.0,1.0,0.24462843,5.0,7.0,7.0
2079,7.0,0.0,0.4335879,2.0,4.0,2.0
