ix,goal_cost,intv_cost
2714,0.849,5.0
2954,0.864,5.0
3797,0.948,5.0
2318,0.994,15.0
3920,0.849,5.0
2265,0.975,10.0
3770,0.874,15.0
3617,0.952,10.0
2810,0.932,5.0
3032,0.992,15.0
2297,0.975,5.0
2747,0.881,15.0
3799,0.94,5.0
3229,0.896,15.0
3592,0.995,15.0
2175,0.885,5.0
2464,0.925,5.0
3692,0.994,10.0
2552,0.979,5.0
2118,0.869,10.0
2164,0.962,5.0
3309,0.756,10.0
2498,0.754,10.0
3907,0.946,10.0
2790,0.996,15.0
3318,0.917,5.0
2031,0.994,15.0
2150,0.949,10.0
3198,0.979,10.0
3456,0.99,15.0
2411,0.992,10.0
3244,0.989,10.0
3392,0.948,5.0
3488,0.952,10.0
2562,0.878,10.0
3386,0.952,10.0
2446,0.894,15.0
3270,0.957,10.0
2603,0.866,10.0
3001,0.957,10.0
2270,0.882,15.0
2042,0.931,5.0
3716,0.976,5.0
2524,0.962,10.0
3187,0.932,5.0
3569,0.955,10.0
3327,0.886,10.0
3974,0.884,15.0
3832,0.991,15.0
3928,0.835,5.0
2900,0.941,5.0
2172,0.898,5.0
3518,0.994,15.0
2895,0.931,5.0
3701,0.9,10.0
2504,0.991,15.0
3263,0.991,15.0
2007,0.832,5.0
3737,0.943,10.0
2008,0.88,15.0
2330,0.954,10.0
3984,0.963,5.0
2107,0.944,5.0
3972,0.982,15.0
3317,0.994,15.0
3098,0.875,10.0
3446,0.888,15.0
2159,0.95,5.0
2358,0.888,15.0
2479,0.979,10.0
2617,0.995,10.0
2038,0.886,10.0
2480,0.989,10.0
3013,0.989,15.0
2711,0.924,5.0
3345,0.755,10.0
3703,0.847,5.0
2986,0.995,10.0
3072,0.941,5.0
3282,0.921,5.0
2795,0.99,10.0
3055,0.887,10.0
2598,0.877,10.0
2564,0.839,5.0
2535,0.898,5.0
3782,0.939,15.0
3994,0.832,5.0
3784,0.963,10.0
2735,0.868,10.0
3189,0.996,15.0
2046,0.957,10.0
2700,0.968,5.0
2101,0.88,10.0
3794,0.882,10.0
2370,0.859,5.0
3532,0.994,15.0
3101,0.949,10.0
3360,0.959,15.0
3340,0.753,10.0
3593,0.941,5.0
2437,0.936,5.0
3552,0.995,15.0
2014,0.883,10.0
3709,0.943,5.0
2295,0.871,5.0
2965,0.816,5.0
2058,0.87,10.0
3313,0.94,10.0
3501,0.996,15.0
2171,0.864,15.0
3437,0.996,10.0
3083,0.983,10.0
2095,0.926,5.0
2167,0.996,15.0
2105,0.888,15.0
3440,0.892,15.0
2415,0.976,10.0
2573,0.951,10.0
3450,0.826,5.0
3904,0.914,5.0
2299,0.881,15.0
2720,0.866,5.0
3755,0.972,5.0
3003,0.979,15.0
3126,0.879,10.0
3120,0.879,10.0
3851,0.762,10.0
2379,0.997,10.0
2162,0.949,10.0
3863,0.992,10.0
3555,0.861,10.0
2758,0.885,10.0
3406,0.984,5.0
3279,0.991,15.0
3444,0.939,5.0
3604,0.948,10.0
3061,0.966,5.0
3819,0.959,10.0
3026,0.891,10.0
2708,0.871,15.0
3375,0.923,5.0
3623,0.922,5.0
2844,0.993,15.0
2281,0.867,5.0
2534,0.907,5.0
2571,0.934,5.0
2802,0.938,5.0
2988,0.931,5.0
3080,0.946,10.0
3051,0.991,15.0
2513,0.984,10.0
2688,0.994,10.0
3449,0.877,5.0
3329,0.831,5.0
3249,0.992,15.0
3720,0.869,15.0
2126,0.931,5.0
2690,0.958,10.0
2425,0.889,10.0
2945,0.968,5.0
2980,0.9,15.0
3705,0.996,15.0
2334,0.974,5.0
2568,0.936,5.0
2290,0.887,15.0
3152,0.959,5.0
3417,0.965,5.0
3389,0.875,15.0
2368,0.949,10.0
3874,0.993,15.0
2938,0.942,5.0
2056,0.932,5.0
3034,0.959,10.0
3838,0.978,15.0
3948,0.944,10.0
3891,0.937,5.0
2405,0.947,10.0
2676,0.891,10.0
3510,0.982,10.0
3844,0.899,5.0
2948,0.997,10.0
3400,0.752,10.0
2016,0.994,10.0
3069,0.937,5.0
2928,0.829,5.0
2284,0.98,5.0
2878,0.859,5.0
2673,0.996,10.0
2687,0.952,10.0
3156,0.99,10.0
2884,0.899,15.0
3258,0.962,5.0
2662,0.845,5.0
2814,0.875,10.0
2858,0.993,10.0
2218,0.953,10.0
3792,0.873,10.0
3390,0.984,10.0
2143,0.753,10.0
2738,0.987,15.0
