,years_experience,degree
2603,0.0,2.0
3942,0.0,2.0
3621,0.0,3.0
3368,1.0,1.0
2967,1.0,1.0
2670,1.0,1.0
2470,2.0,2.0
3231,1.0,1.0
2051,1.0,1.0
3099,0.0,2.0
2043,0.0,1.0
3991,0.0,1.0
3552,0.0,2.0
3493,2.0,1.0
3330,2.0,0.0
3945,0.0,3.0
2012,1.0,1.0
2086,1.0,3.0
3297,1.0,1.0
2661,0.0,2.0
2542,0.0,3.0
2572,0.0,2.0
2447,0.0,3.0
2956,1.0,1.0
3394,0.0,2.0
3561,0.0,1.0
2486,2.0,2.0
2138,0.0,3.0
3191,1.0,2.0
2058,0.0,2.0
2197,1.0,1.0
2338,0.0,3.0
3129,1.0,0.0
2438,0.0,1.0
3321,0.0,3.0
2886,1.0,1.0
2742,1.0,1.0
2785,0.0,2.0
2248,1.0,3.0
2651,0.0,1.0
2284,0.0,3.0
2190,0.0,1.0
3161,1.0,3.0
3922,0.0,1.0
3860,1.0,1.0
2090,2.0,0.0
2917,1.0,1.0
3525,1.0,1.0
2315,1.0,0.0
3701,1.0,1.0
3775,1.0,2.0
3544,1.0,0.0
3158,0.0,1.0
2681,2.0,0.0
2308,0.0,3.0
2351,1.0,0.0
2200,1.0,1.0
3157,0.0,2.0
3433,3.0,1.0
3288,1.0,1.0
3462,0.0,1.0
2671,3.0,0.0
3785,1.0,3.0
2725,1.0,1.0
3849,1.0,3.0
2152,1.0,1.0
2771,0.0,2.0
3386,3.0,0.0
3241,1.0,3.0
3163,0.0,2.0
3890,1.0,1.0
2539,0.0,2.0
3284,0.0,2.0
2984,2.0,0.0
3202,1.0,1.0
3140,0.0,3.0
3745,0.0,3.0
3676,0.0,3.0
3219,0.0,2.0
3136,3.0,0.0
2257,0.0,2.0
2727,1.0,2.0
2965,0.0,3.0
3043,0.0,1.0
3312,0.0,3.0
3640,1.0,1.0
3486,1.0,1.0
3214,0.0,1.0
3247,0.0,2.0
2070,1.0,2.0
2309,0.0,1.0
2085,0.0,1.0
3732,1.0,1.0
2552,3.0,1.0
3474,1.0,0.0
2576,0.0,3.0
3018,0.0,1.0
2617,0.0,2.0
2853,0.0,1.0
3444,1.0,3.0
3713,0.0,1.0
3698,0.0,1.0
2942,1.0,1.0
2625,2.0,0.0
2705,0.0,2.0
3979,0.0,2.0
2449,2.0,2.0
2110,0.0,1.0
2332,1.0,1.0
3496,0.0,2.0
3305,0.0,3.0
3387,1.0,2.0
3905,0.0,3.0
2207,2.0,1.0
3421,0.0,2.0
3606,0.0,1.0
3172,1.0,1.0
2571,0.0,1.0
3375,2.0,0.0
2035,0.0,3.0
3208,0.0,1.0
2177,2.0,1.0
2813,1.0,1.0
2741,0.0,3.0
3866,0.0,2.0
2410,1.0,1.0
2503,1.0,1.0
3105,1.0,1.0
3038,1.0,0.0
2923,0.0,2.0
2887,0.0,2.0
3735,1.0,1.0
3591,0.0,2.0
3090,0.0,2.0
3378,1.0,1.0
2963,0.0,2.0
2289,0.0,3.0
3817,1.0,3.0
3464,0.0,2.0
2282,0.0,3.0
2614,0.0,1.0
2868,1.0,2.0
3118,1.0,2.0
2916,1.0,2.0
3065,2.0,1.0
2831,0.0,2.0
3952,0.0,3.0
2119,1.0,1.0
3854,0.0,3.0
3400,0.0,3.0
3526,0.0,2.0
3536,1.0,2.0
3435,0.0,3.0
3124,1.0,1.0
3645,0.0,2.0
3000,1.0,2.0
3308,1.0,1.0
3622,0.0,2.0
2277,0.0,2.0
3597,0.0,3.0
3030,0.0,2.0
3448,1.0,1.0
3948,0.0,2.0
3696,0.0,2.0
2810,1.0,2.0
2305,0.0,2.0
3513,1.0,3.0
2737,0.0,2.0
2453,0.0,3.0
2930,1.0,1.0
2597,0.0,3.0
3767,0.0,2.0
3147,0.0,1.0
3804,1.0,2.0
2269,0.0,2.0
2204,1.0,1.0
2266,2.0,1.0
2906,3.0,1.0
2399,0.0,2.0
3695,0.0,2.0
2987,0.0,3.0
3298,2.0,0.0
2261,0.0,3.0
3249,0.0,1.0
3628,0.0,1.0
2628,0.0,2.0
2774,1.0,0.0
2247,0.0,2.0
3159,2.0,1.0
3103,0.0,1.0
2872,1.0,1.0
3944,0.0,3.0
3964,0.0,2.0
2798,1.0,1.0
2426,0.0,1.0
3170,1.0,1.0
3911,0.0,1.0
3006,1.0,1.0
3657,2.0,0.0
3543,1.0,1.0
