,years_experience,degree,nr_commits,nr_languages,nr_stars
2603,1.0,3.0,1012.0,2.0,10.0
3942,2.0,2.0,2023.0,3.0,15.0
3621,1.0,3.0,1015.0,2.0,13.0
3368,3.0,1.0,3036.0,2.0,13.0
2967,4.0,1.0,4049.0,2.0,17.0
2670,4.0,1.0,4046.0,4.0,12.0
2470,2.0,2.0,2029.0,6.0,12.0
3231,3.0,1.0,3034.0,8.0,20.0
2051,3.0,1.0,3036.0,1.0,14.0
3099,1.0,3.0,1012.0,1.0,15.0
2043,3.0,1.0,3032.0,5.0,12.0
3991,4.0,1.0,4043.0,5.0,17.0
3552,2.0,2.0,2025.0,12.0,10.0
3493,3.0,1.0,3034.0,2.0,14.0
3330,5.0,0.0,5053.0,15.0,13.0
3945,1.0,3.0,1018.0,12.0,13.0
2012,1.0,3.0,1013.0,7.0,10.0
2086,1.0,3.0,1015.0,4.0,14.0
3297,2.0,2.0,2023.0,4.0,13.0
2661,2.0,2.0,2023.0,4.0,11.0
2542,1.0,3.0,1014.0,3.0,14.0
2572,2.0,2.0,2027.0,3.0,13.0
2447,1.0,3.0,1015.0,6.0,12.0
2956,1.0,3.0,1016.0,5.0,13.0
3394,3.0,2.0,3032.0,6.0,17.0
3561,3.0,1.0,3033.0,3.0,12.0
2486,2.0,2.0,2027.0,6.0,14.0
2138,1.0,3.0,1016.0,4.0,14.0
3191,1.0,3.0,1016.0,8.0,15.0
2058,2.0,2.0,2021.0,3.0,16.0
2197,2.0,2.0,2024.0,6.0,15.0
2338,1.0,3.0,1013.0,8.0,14.0
3129,2.0,2.0,2022.0,6.0,12.0
2438,3.0,1.0,3036.0,7.0,14.0
3321,1.0,3.0,1014.0,1.0,14.0
2886,2.0,2.0,2024.0,14.0,12.0
2742,3.0,1.0,3032.0,6.0,12.0
2785,1.0,3.0,1013.0,3.0,14.0
2248,1.0,3.0,1013.0,3.0,12.0
2651,1.0,3.0,1012.0,1.0,14.0
2284,1.0,3.0,1014.0,2.0,16.0
2190,3.0,1.0,3031.0,7.0,15.0
3161,1.0,3.0,1016.0,5.0,17.0
3922,1.0,3.0,1014.0,2.0,13.0
3860,4.0,1.0,4045.0,5.0,13.0
2090,2.0,2.0,2025.0,5.0,16.0
2917,1.0,3.0,1014.0,3.0,19.0
3525,3.0,1.0,3034.0,2.0,14.0
2315,3.0,1.0,3034.0,5.0,12.0
3701,3.0,1.0,3035.0,9.0,14.0
3775,2.0,2.0,2025.0,4.0,12.0
3544,3.0,1.0,3038.0,12.0,11.0
3158,3.0,1.0,3033.0,1.0,11.0
2681,5.0,0.0,5054.0,6.0,12.0
2308,1.0,3.0,1015.0,2.0,15.0
2351,3.0,1.0,3032.0,8.0,14.0
2200,3.0,1.0,3035.0,11.0,21.0
3157,2.0,2.0,2023.0,3.0,16.0
3433,3.0,1.0,3038.0,3.0,18.0
3288,3.0,1.0,3035.0,8.0,15.0
3462,2.0,2.0,2023.0,9.0,13.0
2671,3.0,1.0,41.0,0.0,2.0
3785,1.0,3.0,1015.0,1.0,11.0
2725,1.0,3.0,1015.0,4.0,13.0
3849,1.0,3.0,1016.0,8.0,13.0
2152,1.0,3.0,1013.0,3.0,11.0
2771,2.0,2.0,2022.0,6.0,12.0
3386,3.0,1.0,3033.0,12.0,13.0
3241,1.0,3.0,1016.0,1.0,15.0
3163,2.0,2.0,2024.0,5.0,13.0
3890,1.0,3.0,1017.0,10.0,14.0
2539,2.0,2.0,2021.0,3.0,15.0
3284,2.0,2.0,2026.0,4.0,12.0
2984,5.0,0.0,5054.0,5.0,16.0
3202,1.0,3.0,1012.0,2.0,16.0
3140,1.0,3.0,1014.0,2.0,14.0
3745,1.0,3.0,1011.0,9.0,16.0
3676,1.0,3.0,1014.0,5.0,14.0
3219,2.0,2.0,2026.0,2.0,13.0
3136,3.0,1.0,3031.0,11.0,15.0
2257,2.0,2.0,2027.0,3.0,12.0
2727,2.0,2.0,2024.0,2.0,18.0
2965,1.0,3.0,1015.0,1.0,14.0
3043,2.0,2.0,2021.0,1.0,15.0
3312,1.0,3.0,1011.0,1.0,10.0
3640,1.0,3.0,1014.0,2.0,11.0
3486,1.0,3.0,1012.0,3.0,15.0
3214,3.0,1.0,3037.0,5.0,12.0
3247,2.0,2.0,2026.0,3.0,16.0
2070,1.0,3.0,1011.0,4.0,17.0
2309,2.0,2.0,2021.0,1.0,17.0
2085,2.0,2.0,2023.0,3.0,11.0
3732,1.0,3.0,1010.0,3.0,11.0
2552,3.0,1.0,3038.0,5.0,12.0
3474,5.0,0.0,5052.0,4.0,22.0
2576,1.0,3.0,1016.0,3.0,21.0
3018,2.0,2.0,2024.0,8.0,14.0
2617,2.0,2.0,2027.0,6.0,13.0
2853,3.0,1.0,3034.0,2.0,15.0
3444,1.0,3.0,1015.0,6.0,12.0
3713,3.0,1.0,34.0,6.0,0.0
3698,2.0,2.0,2021.0,7.0,20.0
2942,1.0,3.0,1014.0,5.0,10.0
2625,5.0,0.0,5053.0,3.0,17.0
2705,2.0,2.0,2024.0,3.0,11.0
3979,3.0,2.0,3039.0,6.0,19.0
2449,2.0,2.0,2021.0,3.0,14.0
2110,1.0,3.0,1010.0,7.0,12.0
2332,3.0,1.0,3035.0,4.0,13.0
3496,1.0,3.0,1011.0,13.0,13.0
3305,1.0,3.0,1015.0,3.0,11.0
3387,1.0,3.0,1013.0,8.0,17.0
3905,1.0,3.0,1015.0,3.0,18.0
2207,3.0,1.0,3033.0,6.0,13.0
3421,2.0,2.0,2024.0,6.0,14.0
3606,3.0,1.0,3035.0,3.0,17.0
3172,4.0,1.0,4045.0,22.0,12.0
2571,3.0,1.0,3032.0,1.0,17.0
3375,5.0,0.0,5052.0,3.0,12.0
2035,1.0,3.0,1015.0,1.0,12.0
3208,3.0,1.0,3033.0,8.0,14.0
2177,2.0,2.0,2027.0,4.0,15.0
2813,4.0,1.0,4042.0,5.0,14.0
