,y
2843,1.0
3528,1.0
3890,1.0
3991,1.0
3790,1.0
3426,0.0
2129,1.0
2099,1.0
2611,1.0
2667,1.0
2948,1.0
2814,1.0
3079,0.0
3737,1.0
3096,1.0
2076,0.0
2889,1.0
2170,0.0
2969,1.0
2445,0.0
3065,1.0
2886,1.0
2512,1.0
2377,1.0
3511,1.0
2035,1.0
2880,1.0
2142,1.0
3304,1.0
2163,1.0
3174,1.0
2301,1.0
3983,0.0
2528,1.0
3323,1.0
2065,0.0
3191,0.0
3995,0.0
2863,1.0
3286,1.0
2006,0.0
2145,1.0
3699,0.0
3444,1.0
2075,1.0
3524,1.0
2236,0.0
3034,1.0
3377,1.0
3525,1.0
2360,1.0
2238,0.0
2963,1.0
2281,1.0
2657,0.0
3052,1.0
2180,1.0
3869,1.0
3531,1.0
3110,1.0
2829,1.0
3249,0.0
2201,1.0
3360,0.0
2875,1.0
3748,1.0
2402,0.0
2097,1.0
3308,1.0
3630,0.0
2462,0.0
3046,0.0
2802,1.0
2891,1.0
3623,1.0
2096,1.0
3322,1.0
3104,0.0
2933,1.0
3213,0.0
3839,1.0
3175,1.0
3921,1.0
3225,1.0
2417,1.0
3888,1.0
3362,1.0
3595,0.0
2427,1.0
2659,0.0
3097,1.0
3821,1.0
3646,0.0
3084,1.0
2090,1.0
2777,0.0
2791,1.0
2538,1.0
3057,1.0
3154,1.0
2298,1.0
3408,1.0
2484,1.0
2437,0.0
3935,0.0
3476,1.0
3786,1.0
2730,1.0
2028,0.0
3544,1.0
3959,1.0
2188,0.0
3898,1.0
2571,0.0
2103,1.0
2630,1.0
3967,1.0
3129,1.0
2155,1.0
3782,0.0
3451,1.0
3376,1.0
3992,1.0
3427,1.0
3413,0.0
3519,1.0
2518,1.0
2345,1.0
3527,0.0
2624,1.0
3836,1.0
3512,0.0
2726,1.0
2088,1.0
3537,1.0
2225,1.0
2456,1.0
2572,0.0
2917,1.0
3138,1.0
3577,0.0
3280,1.0
3440,1.0
3103,1.0
3257,1.0
2710,0.0
3894,1.0
2292,1.0
3723,1.0
2714,1.0
3032,0.0
3253,1.0
2937,1.0
2011,1.0
3210,1.0
3113,1.0
2045,0.0
2133,1.0
2384,1.0
3879,1.0
3933,1.0
2040,1.0
3216,1.0
3674,1.0
3817,0.0
3148,1.0
2195,1.0
2828,1.0
2749,1.0
2322,1.0
2720,1.0
2859,1.0
2910,1.0
3615,1.0
2555,1.0
2215,0.0
2869,1.0
3831,1.0
2350,0.0
2548,1.0
2389,1.0
2570,1.0
3340,1.0
2911,1.0
2573,1.0
2637,1.0
2193,0.0
3912,1.0
2962,1.0
2955,1.0
2961,1.0
3295,1.0
3392,0.0
3204,0.0
3566,1.0
2848,1.0
3344,1.0
3550,1.0
2604,1.0
2269,0.0
