,x1,x2
2843,0.9,1.8
3528,1.1,0.0
3890,1.5,0.0
3991,0.1,2.8
3790,2.8,4.2
3426,1.5,0.0
2129,0.1,2.1
2099,0.7,-0.0
2611,0.8,0.0
2667,1.2,-0.0
2948,0.9,0.0
2814,1.0,2.1
3079,1.7,0.0
3737,1.1,0.0
3096,0.9,-0.0
2076,2.1,3.2
2889,-0.0,3.6
2170,0.5,0.0
2969,0.5,0.0
2445,-0.0,3.6
3065,1.7,0.0
2886,1.3,2.1
2512,0.9,-0.0
2377,0.8,-0.0
3511,0.9,-0.0
2035,2.5,2.1
2880,1.5,0.0
2142,1.0,0.0
3304,1.4,0.0
2163,1.0,0.0
3174,0.6,3.6
2301,0.9,-0.0
3983,0.9,-0.0
2528,1.1,0.0
3323,2.0,0.0
2065,1.0,0.0
3191,1.8,-0.0
3995,1.3,1.3
2863,0.7,0.0
3286,0.7,2.6
2006,0.6,-0.0
2145,1.6,0.0
3699,0.2,1.3
3444,0.9,2.1
2075,0.6,-0.0
3524,1.3,3.1
2236,0.0,2.5
3034,1.8,-0.0
3377,2.2,-0.0
3525,1.4,-0.0
2360,0.8,-0.0
2238,1.5,0.0
2963,1.7,3.1
2281,1.3,2.3
2657,2.5,-0.0
3052,1.2,-0.0
2180,0.6,1.8
3869,1.5,-0.0
3531,1.6,-0.0
3110,0.1,1.8
2829,1.9,0.0
3249,0.0,4.7
2201,0.8,0.0
3360,1.5,0.0
2875,1.2,-0.0
3748,0.8,0.0
2402,1.3,0.0
2097,0.7,0.0
3308,1.6,-0.0
3630,0.5,-0.0
2462,1.1,0.0
3046,0.2,1.3
2802,0.8,0.0
2891,1.3,0.0
3623,1.3,4.1
2096,1.5,0.0
3322,0.5,2.1
3104,0.9,3.3
2933,2.1,0.0
3213,1.2,-0.0
3839,3.1,3.3
3175,0.3,2.1
3921,0.7,-0.0
3225,1.1,-0.0
2417,1.0,0.0
3888,2.0,-0.0
3362,1.5,0.0
3595,2.0,0.0
2427,1.2,0.0
2659,1.8,1.9
3097,2.2,-0.0
3821,0.7,-0.0
3646,1.5,0.0
3084,0.8,-0.0
2090,1.1,0.0
2777,1.7,-0.0
2791,1.6,-0.0
2538,0.4,2.1
3057,0.1,2.6
3154,1.7,2.6
2298,0.7,1.8
3408,0.7,4.6
2484,2.3,3.8
2437,1.6,-0.0
3935,1.0,0.0
3476,1.8,0.0
3786,1.1,-0.0
2730,0.6,0.0
2028,2.1,1.4
3544,1.5,2.3
3959,1.3,0.0
2188,0.4,2.1
3898,1.2,-0.0
2571,1.0,0.0
2103,0.6,2.1
2630,1.5,0.0
3967,1.9,3.1
3129,2.8,2.3
2155,1.0,0.0
3782,0.9,2.6
3451,0.5,1.8
3376,1.0,0.0
3992,1.5,2.1
3427,1.6,-0.0
3413,0.9,2.6
3519,1.5,-0.0
2518,1.5,-0.0
2345,1.6,-0.0
3527,2.1,2.1
2624,1.0,-0.0
3836,0.5,-0.0
3512,1.3,-0.0
2726,2.1,3.6
2088,1.1,0.0
3537,1.7,-0.0
2225,0.3,2.1
2456,1.8,0.0
2572,1.3,-0.0
2917,0.4,1.8
3138,0.3,2.6
3577,1.1,2.1
3280,1.2,0.0
3440,1.1,0.0
3103,0.1,1.8
3257,0.1,2.1
2710,0.9,0.0
3894,1.3,-0.0
2292,3.1,2.3
3723,1.4,0.0
2714,1.4,0.0
3032,1.5,0.0
3253,1.5,1.8
2937,1.0,0.0
2011,1.8,0.0
3210,0.8,-0.0
3113,1.2,0.0
2045,1.5,2.6
2133,1.3,-0.0
2384,1.6,0.0
3879,1.5,-0.0
3933,1.6,-0.0
2040,1.1,0.0
3216,2.3,0.0
3674,1.9,0.0
3817,1.3,-0.0
3148,2.3,4.2
2195,2.3,3.1
2828,2.4,0.0
2749,2.6,2.6
2322,0.8,0.0
2720,1.4,-0.0
2859,0.6,2.1
2910,1.3,0.0
3615,1.5,-0.0
2555,1.0,-0.0
2215,1.1,-0.0
2869,1.3,2.5
3831,1.6,-0.0
2350,0.6,-0.0
2548,2.0,2.8
2389,2.2,-0.0
2570,2.8,3.1
3340,0.9,0.0
2911,1.9,0.0
2573,2.3,-0.0
2637,1.3,3.3
2193,0.9,-0.0
3912,1.3,0.0
2962,0.9,0.0
2955,0.4,1.3
2961,0.5,0.0
3295,0.3,2.1
3392,0.0,1.3
3204,2.1,4.1
3566,0.2,2.8
2848,1.7,-0.0
3344,0.7,1.8
3550,1.5,-0.0
2604,1.8,0.0
2269,0.3,0.9
