,u_x1,u_x2,u_y,u_x3
2000,-1.8328781,0.8002951,0.18467283,2.2597651
2001,1.1318057,0.46128276,0.16226614,0.4680288
2002,1.0553783,-0.55865324,0.40040362,1.5529069
2003,1.307738,-0.49352336,0.8421273,-0.08410017
2004,-0.37976936,-0.059309386,0.02947259,1.542126
2005,0.36659455,0.6651893,0.10037863,0.2489481
2006,-1.3280411,-0.95583606,0.63108456,0.55438584
2007,-0.85154694,-0.12652317,0.55841076,-1.1112357
2008,2.0478716,-0.59751755,0.9846941,-0.048669532
2009,-2.068228,1.0289184,0.45216632,-0.22243515
2010,-0.5498399,0.35978824,0.54104364,0.44694304
2011,-0.5577516,-1.3370107,0.68707144,0.08272909
2012,0.42520028,2.2140946,0.5910138,1.2631892
2013,-0.19569132,-0.13724726,0.6731205,0.61291414
2014,-0.32635418,-0.80656445,0.14989293,0.8612644
2015,0.24060704,-0.83323735,0.600379,0.4105837
2016,0.61673695,-0.34587878,0.057848692,0.33365113
2017,0.8072036,0.51539963,0.9032121,0.41759768
2018,0.76776165,-0.69275326,0.373955,1.5433785
2019,-0.01717148,1.4117867,0.6406089,-1.1350585
2020,-1.7816545,1.7629836,0.6441237,1.1170233
2021,0.50159544,0.99807,0.22236383,-0.1670577
2022,1.7662201,0.8189477,0.93379056,-0.90587187
2023,1.6818599,0.2652171,0.74224424,0.077088326
2024,2.3926663,2.0032613,0.5499011,-0.71424794
2025,0.38071007,1.5746033,0.38144147,-1.4531502
2026,0.6574789,0.07746566,0.529897,0.18335794
2027,0.8276583,1.9434893,0.96633244,-0.110969275
2028,0.76200104,-0.2597738,0.3593986,-1.6110185
2029,-1.6670612,-0.475778,0.5127717,-0.11835113
2030,0.7039708,1.2589214,0.710623,1.1603694
2031,0.19157381,-1.017353,0.7808019,-0.31498587
2032,1.8908294,-0.9760409,0.05346787,-0.089201815
2033,0.6208658,1.7195383,0.15832579,0.53975105
2034,0.1257158,0.4811876,0.94148016,1.795729
2035,-1.505958,1.7842299,0.2695999,-0.5713792
2036,-0.34377375,-0.580833,0.62711525,-0.75831765
2037,1.8774532,0.5348959,0.69812584,-0.11966444
2038,-0.036561906,-0.7223121,0.7326391,1.416015
2039,0.42599067,0.49068025,0.0015239716,-1.9225608
2040,1.2164038,-0.80346,0.08919597,-0.60098296
2041,0.4865893,-0.6847862,0.9071262,-0.31514665
2042,0.9303687,-0.34986436,0.6524608,0.5588511
2043,0.6925187,1.3646201,0.7217313,-1.4325438
2044,1.2370065,0.7550402,0.9987072,1.3076122
2045,-1.5959042,0.17524578,0.022326112,-1.2947942
2046,1.8319483,-1.4825388,0.9571196,-0.58589333
2047,-1.3230524,-0.93576044,0.41830385,0.25111237
2048,-1.392039,0.5718674,0.49741304,-0.031070458
2049,1.2961004,0.20887564,0.6486653,0.4908963
2050,0.033828612,-1.4428908,0.7431108,-0.81972533
2051,0.6709689,-0.9784648,0.3967601,1.4136176
2052,0.78014416,-0.6120312,0.44201672,0.43243378
2053,1.0829654,-1.9150732,0.9957881,0.31002948
2054,-1.4188143,1.5870005,0.78247666,0.5547018
2055,0.7514299,-0.31881317,0.8205817,-1.8377774
2056,-2.1362112,-0.064385474,0.83692014,-1.3351579
2057,-0.8376492,0.6422507,0.8847312,0.96003467
2058,1.7268393,-1.3358334,0.4890988,0.49603176
2059,0.17701297,-0.08817194,0.5815202,0.1317397
2060,-0.9000093,0.4626026,0.41449237,0.40087587
2061,-1.3206592,-0.41967264,0.7442461,-0.68426687
2062,0.5643915,-0.6712958,0.6112696,-0.28586712
2063,0.26273718,0.68967426,0.12251878,-0.26527914
2064,-0.49473166,-0.05314827,0.33434713,-0.42843983
2065,-0.7889634,-0.6751504,0.30277908,0.9226704
2066,1.6664004,0.5399574,0.74270535,-0.52431494
2067,-1.990709,0.8633958,0.30853963,-0.2567112
2068,-0.9047969,1.8729112,0.3661369,1.5495924
2069,0.1718019,-0.81605184,0.81764317,-1.8023454
2070,1.1213638,-0.86684585,0.9487722,0.7041722
2071,-1.0519803,-1.0131564,0.7679806,-0.06035441
2072,1.0485911,0.8269354,0.27689087,-0.3354541
2073,-0.28114766,0.3376824,0.48586762,-1.4901158
2074,0.13938275,-2.5775125,0.5274701,-0.091532186
2075,0.13805616,0.09560953,0.2038827,0.6407809
2076,1.0819614,-1.4443495,0.88208866,1.2343093
2077,-0.41795456,1.8847475,0.21670854,0.9733445
2078,-0.086425014,-0.04427223,0.5019424,0.13882367
2079,0.5344129,0.40257195,0.07887852,0.23721601
2080,-0.5112661,-1.2397732,0.7201024,-0.0057052
2081,-0.021094127,0.85945034,0.609089,-1.7353078
2082,-0.41157594,-1.0516399,0.70211303,-0.913495
2083,-0.14736396,-0.23483035,0.7501763,-0.6182282
2084,1.2462538,-0.35631952,0.68606234,-0.96888775
2085,1.197393,-1.2433175,0.8727344,-0.38756716
2086,-0.12473567,-0.76158535,0.2031864,-0.39032242
2087,0.12304143,-0.2547871,0.70412517,-0.75195295
2088,-0.5430588,-0.110656895,0.026704788,0.5172133
2089,0.8686143,-0.1531261,0.18862593,-0.049210433
2090,-1.1194878,-0.502744,0.11323738,-0.123268016
2091,1.6516995,-1.079985,0.40185142,0.28818053
2092,0.07370542,-0.64982456,0.98098826,-0.33418205
2093,0.06960714,1.0875218,0.033974767,0.42533702
2094,0.57531095,0.5917765,0.097643495,0.73786765
2095,0.6122923,-0.17162037,0.9192014,1.788738
2096,0.031665534,-1.3880892,0.4201895,0.9282596
2097,-1.1517762,-0.3523675,0.9392147,0.9666162
