,senior-level_skill
3783,0.0
2143,0.0
3786,0.0
3901,0.0
3236,0.0
2755,0.0
2690,0.0
3470,0.0
3604,0.0
2540,0.0
3368,0.0
3534,0.0
2557,0.0
3628,0.0
2945,0.0
3580,0.0
3687,0.0
2438,0.0
2680,0.0
3169,0.0
2582,0.0
3042,0.0
3211,0.0
3693,0.0
3769,0.0
3033,0.0
2311,0.0
3330,0.0
2309,0.0
3434,0.0
3223,0.0
3071,0.0
3854,0.0
3552,0.0
3910,0.0
3069,0.0
2373,0.0
2615,0.0
3657,0.0
2129,0.0
3352,0.0
2341,0.0
3746,0.0
2708,0.0
2178,0.0
2303,0.0
3903,0.0
2235,0.0
3479,0.0
3051,0.0
3076,0.0
3047,0.0
3156,0.0
2923,0.0
3642,0.0
3772,0.0
3718,0.0
2260,0.0
3416,0.0
2089,0.0
3101,0.0
3545,0.0
2402,0.0
2687,0.0
2504,0.0
2115,0.0
3446,0.0
2286,0.0
2911,0.0
2927,0.0
3356,0.0
2523,0.0
2924,0.0
3666,0.0
3308,0.0
3960,0.0
3524,0.0
2306,0.0
2937,0.0
3491,0.0
3350,0.0
3997,0.0
3603,0.0
2627,0.0
2475,0.0
2928,0.0
3626,0.0
2737,0.0
3629,0.0
3383,0.0
3818,0.0
2790,0.0
3875,0.0
2613,0.0
3081,0.0
2329,0.0
2910,0.0
2921,0.0
3856,0.0
3696,0.0
2617,0.0
2640,0.0
3991,0.0
3880,0.0
2389,0.0
3622,0.0
2587,0.0
3379,0.0
2298,0.0
2537,0.0
3868,0.0
3151,0.0
3673,0.0
2728,0.0
3276,0.0
2565,0.0
2113,0.0
3467,0.0
3541,0.0
3569,0.0
2081,0.0
3624,0.0
2012,0.0
3595,0.0
2966,0.0
3497,0.0
3627,0.0
2068,0.0
2558,0.0
2525,0.0
2206,0.0
3437,0.0
2252,0.0
3590,0.0
2401,0.0
2053,0.0
2066,0.0
2514,0.0
3812,0.0
3044,0.0
3923,0.0
2413,0.0
3741,0.0
2931,0.0
3737,0.0
2314,0.0
2971,0.0
3272,0.0
3542,0.0
3153,0.0
2468,0.0
3052,0.0
2282,0.0
3214,0.0
3158,0.0
2626,0.0
3711,0.0
2293,0.0
3613,0.0
2616,0.0
2160,0.0
2541,0.0
3270,0.0
3194,0.0
3730,0.0
2496,0.0
3618,0.0
3608,0.0
2976,0.0
3112,0.0
3380,0.0
3539,0.0
3998,0.0
2883,0.0
2511,0.0
3914,0.0
2913,0.0
2182,0.0
2453,0.0
3570,0.0
2264,0.0
2362,0.0
2253,0.0
3636,0.0
2172,0.0
2800,0.0
2954,0.0
2736,0.0
2775,0.0
3337,0.0
2761,0.0
2612,0.0
3672,0.0
2670,0.0
2490,0.0
2854,0.0
2934,0.0
3282,0.0
2809,0.0
2432,0.0
