,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,2.0,2.0,0.94911146,2.0,1.0,5.0
2001,0.0,2.0,0.6963054,2.0,3.0,5.0
2002,3.0,0.0,0.23399937,4.0,0.0,3.0
2003,2.0,2.0,0.6858629,4.0,6.0,4.0
2004,3.0,0.0,0.8492886,2.0,1.0,1.0
2005,2.0,2.0,0.67527497,1.0,4.0,6.0
2006,3.0,1.0,0.89200044,8.0,3.0,9.0
2007,6.0,2.0,0.16121745,3.0,2.0,7.0
2008,5.0,2.0,0.9950551,3.0,2.0,8.0
2009,1.0,2.0,0.7480513,2.0,10.0,1.0
2010,3.0,2.0,0.73235977,0.0,4.0,11.0
2011,4.0,2.0,0.85805094,1.0,1.0,9.0
2012,3.0,0.0,0.9949014,6.0,10.0,5.0
2013,4.0,0.0,0.6519643,3.0,12.0,5.0
2014,1.0,1.0,0.07902622,3.0,6.0,1.0
2015,5.0,0.0,0.4231416,6.0,23.0,2.0
2016,2.0,2.0,0.6540936,4.0,7.0,5.0
2017,2.0,0.0,0.89248276,1.0,1.0,2.0
2018,4.0,3.0,0.9572519,3.0,2.0,4.0
2019,3.0,2.0,0.54027843,3.0,2.0,4.0
2020,4.0,1.0,0.32197142,3.0,3.0,5.0
2021,3.0,0.0,0.4407506,6.0,0.0,0.0
2022,4.0,2.0,0.44688797,5.0,4.0,2.0
2023,4.0,2.0,0.16632771,1.0,11.0,5.0
2024,6.0,2.0,0.029450417,5.0,0.0,2.0
2025,4.0,2.0,0.49960053,8.0,1.0,4.0
2026,0.0,2.0,0.11613858,5.0,0.0,1.0
2027,4.0,2.0,0.4707631,5.0,2.0,3.0
2028,2.0,0.0,0.25985515,1.0,2.0,5.0
2029,0.0,1.0,0.899449,1.0,0.0,2.0
2030,1.0,3.0,0.35355055,5.0,2.0,1.0
2031,9.0,0.0,0.24715543,1.0,7.0,6.0
2032,7.0,0.0,0.89634395,5.0,8.0,4.0
2033,2.0,0.0,0.98684585,2.0,2.0,1.0
