,y
3478,1.0
3124,1.0
2953,0.0
3048,1.0
3645,1.0
3711,0.0
2368,0.0
3159,0.0
2839,1.0
2022,0.0
3185,1.0
2009,1.0
2984,1.0
3656,1.0
3536,1.0
3481,1.0
2899,1.0
2883,1.0
2645,1.0
3535,1.0
3824,1.0
2825,1.0
3263,1.0
3437,0.0
3902,0.0
2451,1.0
3593,1.0
2054,1.0
3600,1.0
2975,0.0
3316,1.0
3962,1.0
3381,0.0
2061,1.0
3219,1.0
2650,0.0
3689,1.0
3394,0.0
2535,1.0
3008,1.0
2624,0.0
2495,1.0
2056,1.0
3108,1.0
3740,1.0
3344,1.0
2123,1.0
2597,1.0
2329,1.0
2669,1.0
2632,0.0
3329,0.0
2874,1.0
2472,1.0
2343,0.0
2078,1.0
2151,0.0
2754,1.0
2105,1.0
2956,0.0
3266,1.0
3364,1.0
2270,1.0
2180,0.0
3092,0.0
2327,1.0
3275,1.0
2971,0.0
2047,1.0
2550,1.0
3971,1.0
2652,1.0
2488,1.0
2698,0.0
3702,1.0
2711,1.0
2942,0.0
3993,1.0
2850,1.0
3291,0.0
3429,1.0
3728,1.0
2922,1.0
3285,1.0
3243,1.0
3849,1.0
2628,1.0
2277,1.0
2684,0.0
2663,1.0
2763,0.0
2571,0.0
3724,1.0
3376,1.0
3388,1.0
2040,1.0
2087,0.0
2301,1.0
3347,0.0
3306,1.0
2211,1.0
3370,1.0
3338,1.0
3928,1.0
3123,1.0
3880,1.0
3524,0.0
3773,1.0
2260,0.0
2944,1.0
2773,0.0
2582,1.0
3854,1.0
2726,0.0
2668,0.0
2617,1.0
2403,1.0
3474,1.0
3905,1.0
3838,1.0
3581,1.0
2335,1.0
3039,1.0
3994,0.0
3899,1.0
2284,1.0
3231,0.0
3132,0.0
2924,1.0
2914,1.0
2492,1.0
3007,1.0
3154,1.0
2212,1.0
2907,1.0
3182,1.0
3828,0.0
2426,1.0
3847,1.0
2015,0.0
3780,1.0
3558,1.0
2871,1.0
3906,0.0
3442,1.0
3094,1.0
2734,1.0
3777,0.0
3873,1.0
2493,0.0
2111,1.0
3785,1.0
3805,1.0
2003,0.0
2704,1.0
2815,1.0
2264,1.0
3972,1.0
3296,0.0
3507,1.0
3199,1.0
3521,1.0
3883,0.0
3914,1.0
2024,1.0
3922,1.0
3021,0.0
2989,1.0
2013,0.0
2947,1.0
3218,0.0
2464,1.0
3723,1.0
2736,1.0
3625,1.0
3788,1.0
3459,1.0
3738,1.0
2439,1.0
3529,1.0
3065,1.0
2592,1.0
2590,1.0
3642,1.0
2737,1.0
2923,1.0
3969,1.0
3166,1.0
2275,0.0
3317,1.0
2627,1.0
2677,1.0
2400,1.0
3244,1.0
3612,0.0
3685,0.0
2293,1.0
2499,0.0
2220,1.0
2390,1.0
