,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,2.0,2.0,0.21304941,3.0,3.0,2.0
2001,9.0,1.0,0.44092548,9.0,3.0,2.0
2002,1.0,1.0,0.15543616,5.0,3.0,3.0
2003,2.0,0.0,0.40380335,0.0,2.0,7.0
2004,6.0,0.0,0.5094502,4.0,1.0,8.0
2005,2.0,0.0,0.11216056,6.0,0.0,4.0
2006,3.0,0.0,0.23882437,2.0,1.0,2.0
2007,4.0,3.0,0.75546837,4.0,6.0,2.0
2008,7.0,0.0,0.6916927,4.0,5.0,0.0
2009,1.0,2.0,0.37780893,5.0,1.0,6.0
2010,11.0,0.0,0.92359114,7.0,7.0,8.0
2011,1.0,0.0,0.54307044,2.0,3.0,8.0
2012,3.0,0.0,0.43349433,7.0,7.0,5.0
2013,4.0,1.0,0.70783997,3.0,9.0,4.0
2014,2.0,1.0,0.9222894,5.0,5.0,1.0
2015,3.0,0.0,0.76749635,5.0,1.0,6.0
2016,2.0,2.0,0.24619675,5.0,1.0,5.0
2017,3.0,0.0,0.0016112328,3.0,1.0,10.0
2018,1.0,0.0,0.3135332,6.0,2.0,6.0
2019,0.0,1.0,0.11172724,2.0,6.0,6.0
2020,0.0,0.0,0.8731321,5.0,0.0,6.0
2021,4.0,1.0,0.6629212,4.0,1.0,0.0
2022,3.0,1.0,0.91356397,3.0,0.0,2.0
2023,1.0,3.0,0.43790817,5.0,2.0,4.0
2024,2.0,3.0,0.83927095,4.0,1.0,1.0
2025,2.0,1.0,0.024860263,1.0,0.0,7.0
2026,8.0,2.0,0.545061,3.0,1.0,4.0
2027,4.0,2.0,0.975924,6.0,14.0,4.0
2028,4.0,2.0,0.77530444,6.0,5.0,2.0
2029,3.0,0.0,0.0015833378,4.0,2.0,6.0
2030,8.0,2.0,0.9526429,3.0,2.0,7.0
2031,3.0,3.0,0.5289718,5.0,3.0,2.0
2032,6.0,0.0,0.058697224,5.0,4.0,3.0
2033,0.0,0.0,0.47401595,4.0,4.0,0.0
2034,7.0,0.0,0.74224687,5.0,1.0,3.0
2035,6.0,0.0,0.90327394,6.0,4.0,15.0
2036,0.0,0.0,0.9665593,4.0,3.0,2.0
2037,4.0,2.0,0.8151436,4.0,4.0,4.0
2038,3.0,0.0,0.57518315,2.0,0.0,6.0
2039,5.0,0.0,0.45351267,1.0,2.0,3.0
2040,0.0,1.0,0.7510067,4.0,5.0,0.0
2041,1.0,1.0,8.940697e-06,4.0,10.0,8.0
2042,3.0,2.0,0.5308325,3.0,8.0,7.0
2043,5.0,0.0,0.3048817,1.0,4.0,4.0
2044,0.0,0.0,0.7883197,5.0,9.0,6.0
2045,2.0,0.0,0.5187385,2.0,1.0,3.0
2046,5.0,3.0,0.950192,4.0,4.0,4.0
2047,7.0,1.0,0.44486177,3.0,10.0,0.0
2048,3.0,0.0,0.3618989,0.0,0.0,2.0
2049,2.0,2.0,0.722515,5.0,2.0,1.0
2050,4.0,3.0,0.56662726,2.0,6.0,5.0
2051,0.0,0.0,0.010085821,4.0,10.0,3.0
2052,6.0,0.0,0.8057171,4.0,1.0,6.0
2053,1.0,2.0,0.70199776,4.0,3.0,3.0
2054,1.0,0.0,0.18952322,0.0,7.0,1.0
2055,4.0,3.0,0.718601,4.0,4.0,4.0
2056,3.0,0.0,0.47440267,4.0,1.0,6.0
2057,3.0,1.0,0.056250453,4.0,4.0,4.0
2058,2.0,0.0,0.58119595,5.0,5.0,0.0
2059,2.0,1.0,0.59915996,4.0,4.0,4.0
2060,3.0,2.0,0.8721142,2.0,0.0,5.0
2061,1.0,1.0,0.4417777,2.0,4.0,1.0
2062,1.0,1.0,0.0052980185,4.0,1.0,2.0
2063,1.0,0.0,0.4294485,1.0,3.0,2.0
2064,1.0,2.0,0.08996546,4.0,8.0,5.0
2065,1.0,1.0,0.53491426,6.0,2.0,3.0
2066,3.0,0.0,0.29318547,4.0,4.0,3.0
2067,5.0,0.0,0.33363187,2.0,5.0,1.0
2068,0.0,0.0,0.22323918,3.0,10.0,2.0
2069,0.0,2.0,0.33750486,2.0,0.0,3.0
2070,4.0,3.0,0.34311855,5.0,2.0,3.0
2071,4.0,1.0,0.14529276,3.0,2.0,7.0
2072,5.0,2.0,0.038178444,3.0,7.0,4.0
2073,8.0,0.0,0.9282652,6.0,2.0,6.0
2074,3.0,2.0,0.46761358,2.0,1.0,2.0
2075,3.0,2.0,0.95246196,9.0,6.0,1.0
2076,0.0,2.0,0.72591126,4.0,3.0,13.0
2077,3.0,0.0,0.0087326765,4.0,1.0,1.0
2078,0.0,0.0,0.6364207,4.0,5.0,7.0
2079,3.0,2.0,0.8342793,6.0,1.0,4.0
2080,3.0,0.0,0.123542905,5.0,0.0,2.0
2081,2.0,2.0,0.43069506,2.0,1.0,9.0
2082,0.0,2.0,0.6395459,5.0,6.0,3.0
2083,4.0,0.0,0.8254206,5.0,0.0,6.0
2084,2.0,2.0,0.9255791,4.0,6.0,5.0
2085,3.0,3.0,0.44405246,5.0,1.0,0.0
2086,5.0,1.0,0.6178112,2.0,8.0,2.0
2087,1.0,0.0,0.9791727,3.0,2.0,3.0
2088,5.0,0.0,0.73703516,4.0,4.0,2.0
2089,0.0,2.0,0.8660728,2.0,1.0,4.0
2090,2.0,0.0,0.16137648,5.0,5.0,6.0
2091,2.0,0.0,0.23400247,2.0,1.0,3.0
2092,0.0,0.0,0.3639114,4.0,2.0,2.0
2093,4.0,1.0,0.17698395,4.0,4.0,3.0
2094,3.0,2.0,0.6767216,8.0,3.0,1.0
2095,4.0,0.0,0.9098892,3.0,3.0,7.0
2096,0.0,2.0,0.8967484,11.0,8.0,3.0
2097,3.0,0.0,0.7127538,4.0,0.0,1.0
2098,2.0,2.0,0.9876362,3.0,1.0,2.0
2099,1.0,2.0,0.86478317,1.0,1.0,4.0
2100,6.0,1.0,0.19543755,5.0,12.0,4.0
2101,7.0,3.0,0.72066045,5.0,3.0,5.0
2102,1.0,2.0,0.48612916,7.0,4.0,1.0
2103,2.0,2.0,0.9871907,2.0,0.0,4.0
2104,5.0,0.0,0.8427819,2.0,2.0,4.0
2105,7.0,1.0,0.06637764,4.0,12.0,3.0
2106,5.0,2.0,0.65704036,2.0,4.0,8.0
2107,4.0,0.0,0.23872244,3.0,4.0,0.0
2108,1.0,2.0,0.57028687,2.0,2.0,6.0
2109,3.0,0.0,0.08755243,2.0,0.0,6.0
2110,3.0,0.0,0.6281358,3.0,0.0,2.0
2111,1.0,1.0,0.064022064,3.0,2.0,3.0
2112,2.0,1.0,0.6966982,9.0,3.0,4.0
2113,2.0,1.0,0.79189575,3.0,0.0,2.0
2114,10.0,1.0,0.0017620325,2.0,2.0,5.0
2115,8.0,0.0,0.59165144,4.0,6.0,0.0
2116,2.0,2.0,0.15885115,2.0,13.0,3.0
2117,1.0,0.0,0.8170301,1.0,1.0,3.0
2118,0.0,2.0,0.89431703,2.0,4.0,10.0
2119,3.0,2.0,0.2528888,4.0,1.0,4.0
2120,3.0,2.0,0.27670324,2.0,3.0,3.0
2121,3.0,0.0,0.062378287,2.0,9.0,5.0
2122,1.0,0.0,0.59162235,3.0,0.0,4.0
2123,3.0,1.0,0.5786245,8.0,8.0,9.0
2124,3.0,1.0,0.08297455,1.0,10.0,6.0
2125,4.0,2.0,0.466143,3.0,1.0,4.0
2126,0.0,2.0,0.6065955,6.0,3.0,3.0
2127,3.0,0.0,0.14006364,3.0,1.0,2.0
2128,3.0,3.0,0.31276453,5.0,4.0,6.0
2129,1.0,2.0,0.35240877,6.0,2.0,2.0
2130,6.0,0.0,0.90684605,6.0,7.0,5.0
2131,1.0,3.0,0.39063704,9.0,10.0,4.0
2132,2.0,1.0,0.099497795,4.0,1.0,5.0
2133,1.0,0.0,0.3300997,4.0,4.0,4.0
2134,2.0,0.0,0.9355265,2.0,2.0,1.0
2135,3.0,0.0,0.059188843,3.0,1.0,3.0
2136,1.0,1.0,0.08436537,5.0,1.0,1.0
2137,5.0,0.0,0.95994866,4.0,4.0,7.0
2138,6.0,0.0,0.96303487,8.0,1.0,3.0
2139,6.0,1.0,0.36886787,2.0,2.0,3.0
2140,1.0,2.0,0.47581315,5.0,4.0,3.0
2141,2.0,2.0,0.049912095,1.0,6.0,3.0
2142,4.0,0.0,0.6051557,1.0,5.0,1.0
2143,3.0,2.0,0.032660604,3.0,7.0,9.0
2144,2.0,3.0,0.61454034,4.0,8.0,1.0
2145,1.0,1.0,0.75032246,3.0,7.0,3.0
2146,1.0,0.0,0.42889106,6.0,3.0,4.0
2147,4.0,0.0,0.92366624,5.0,2.0,6.0
2148,1.0,3.0,0.33368254,6.0,1.0,5.0
2149,4.0,3.0,0.42024326,4.0,10.0,3.0
2150,4.0,2.0,0.5754279,6.0,6.0,2.0
2151,2.0,1.0,0.41660976,4.0,4.0,3.0
2152,1.0,2.0,0.65029633,3.0,1.0,2.0
2153,5.0,0.0,0.53961074,4.0,7.0,12.0
2154,4.0,0.0,0.50546396,4.0,11.0,2.0
2155,3.0,0.0,0.8859092,4.0,2.0,2.0
2156,6.0,0.0,0.7270546,5.0,2.0,3.0
2157,5.0,0.0,0.5232893,4.0,5.0,3.0
2158,5.0,0.0,0.7159616,5.0,2.0,2.0
2159,3.0,0.0,0.1277982,6.0,0.0,7.0
2160,4.0,0.0,0.4850651,3.0,9.0,1.0
2161,7.0,0.0,0.19063675,4.0,1.0,8.0
2162,2.0,1.0,0.46608782,3.0,7.0,2.0
2163,1.0,2.0,0.9535763,3.0,6.0,2.0
2164,5.0,0.0,0.61022794,7.0,4.0,4.0
2165,2.0,2.0,0.50864756,4.0,0.0,4.0
2166,3.0,1.0,0.94403994,6.0,5.0,2.0
2167,2.0,0.0,0.42822707,7.0,3.0,0.0
2168,2.0,2.0,0.89284647,2.0,11.0,5.0
2169,2.0,2.0,0.542799,6.0,2.0,4.0
2170,1.0,1.0,0.055082798,7.0,1.0,6.0
2171,2.0,2.0,0.8433063,2.0,2.0,6.0
2172,1.0,0.0,0.28279936,6.0,6.0,1.0
2173,3.0,1.0,0.6485394,5.0,1.0,9.0
2174,4.0,1.0,0.19002903,3.0,3.0,1.0
2175,1.0,1.0,0.6634275,5.0,0.0,3.0
2176,3.0,0.0,0.8051586,2.0,1.0,0.0
2177,7.0,0.0,0.05490029,2.0,2.0,8.0
2178,6.0,2.0,0.72553444,5.0,1.0,7.0
2179,2.0,2.0,0.67456853,2.0,0.0,4.0
2180,0.0,3.0,0.54369974,4.0,12.0,1.0
2181,0.0,1.0,0.30133486,3.0,4.0,6.0
2182,3.0,0.0,0.6406355,4.0,3.0,1.0
2183,0.0,2.0,0.003792882,2.0,2.0,11.0
2184,1.0,0.0,0.04776287,6.0,6.0,3.0
2185,3.0,0.0,0.21001422,2.0,2.0,3.0
2186,1.0,0.0,0.5903007,2.0,2.0,8.0
2187,4.0,0.0,0.16334152,1.0,2.0,6.0
2188,2.0,0.0,0.16173899,0.0,1.0,6.0
2189,5.0,0.0,0.14024603,3.0,1.0,1.0
2190,1.0,2.0,0.10721803,4.0,0.0,2.0
2191,6.0,1.0,0.68252397,1.0,5.0,6.0
2192,3.0,2.0,0.7380974,1.0,5.0,1.0
2193,2.0,0.0,0.1081928,4.0,4.0,3.0
2194,5.0,0.0,0.15231228,5.0,4.0,4.0
2195,0.0,1.0,0.4974048,2.0,3.0,11.0
2196,2.0,1.0,0.6076025,7.0,0.0,4.0
2197,2.0,0.0,0.41975904,7.0,2.0,3.0
2198,4.0,2.0,0.40201128,4.0,4.0,3.0
2199,2.0,1.0,0.81271565,4.0,5.0,7.0
2200,1.0,2.0,0.15560555,6.0,2.0,3.0
2201,6.0,2.0,0.8464323,6.0,1.0,2.0
2202,1.0,2.0,0.31176305,3.0,4.0,3.0
2203,5.0,2.0,0.44301474,5.0,9.0,4.0
2204,0.0,0.0,0.4875226,3.0,7.0,6.0
2205,0.0,2.0,0.11183429,5.0,1.0,6.0
2206,6.0,1.0,0.35663545,5.0,1.0,1.0
2207,6.0,2.0,0.8251382,3.0,8.0,3.0
2208,3.0,1.0,0.7021527,3.0,3.0,6.0
2209,2.0,0.0,0.2939242,8.0,4.0,4.0
2210,2.0,2.0,0.6826147,7.0,4.0,3.0
2211,3.0,2.0,0.19722784,4.0,2.0,4.0
2212,0.0,1.0,0.81617236,5.0,3.0,1.0
2213,6.0,2.0,0.38217068,7.0,0.0,1.0
2214,5.0,1.0,0.97076213,4.0,3.0,2.0
2215,3.0,2.0,0.8773241,9.0,1.0,1.0
2216,3.0,0.0,0.11209941,5.0,13.0,7.0
2217,0.0,3.0,0.5171684,4.0,5.0,7.0
2218,4.0,0.0,0.024088025,3.0,9.0,5.0
2219,5.0,2.0,0.7720492,8.0,2.0,5.0
2220,5.0,2.0,0.5598601,3.0,0.0,4.0
2221,3.0,3.0,0.82896435,4.0,1.0,5.0
2222,4.0,2.0,0.7964722,5.0,2.0,4.0
2223,4.0,2.0,0.07435262,7.0,9.0,2.0
2224,7.0,0.0,0.74029624,4.0,1.0,2.0
2225,3.0,1.0,0.90280855,8.0,6.0,6.0
2226,4.0,0.0,0.18618476,5.0,13.0,2.0
2227,2.0,2.0,0.8583839,9.0,7.0,3.0
2228,5.0,0.0,0.18494856,7.0,1.0,2.0
2229,1.0,1.0,0.5514363,1.0,6.0,5.0
2230,9.0,2.0,0.5274253,2.0,5.0,3.0
2231,4.0,2.0,0.24679327,6.0,3.0,7.0
2232,2.0,0.0,0.9617467,5.0,1.0,11.0
2233,6.0,3.0,0.33530688,2.0,1.0,4.0
2234,3.0,2.0,0.0026733875,4.0,1.0,2.0
2235,0.0,3.0,0.6176064,5.0,4.0,5.0
2236,1.0,1.0,0.87209916,5.0,4.0,1.0
2237,6.0,1.0,0.93992925,3.0,10.0,4.0
2238,4.0,2.0,0.22388065,5.0,5.0,2.0
2239,8.0,0.0,0.36945128,2.0,15.0,3.0
2240,9.0,1.0,0.2544427,3.0,14.0,3.0
2241,1.0,2.0,0.39961684,4.0,5.0,5.0
2242,4.0,0.0,0.41642785,3.0,1.0,3.0
2243,1.0,0.0,0.5720382,6.0,6.0,2.0
2244,9.0,3.0,0.05350089,4.0,2.0,6.0
2245,1.0,2.0,0.84920585,4.0,15.0,1.0
2246,0.0,0.0,0.23326266,7.0,8.0,5.0
2247,2.0,1.0,0.12524223,5.0,12.0,4.0
2248,6.0,2.0,0.3070743,6.0,0.0,1.0
2249,1.0,0.0,0.22709012,4.0,1.0,1.0
2250,1.0,0.0,0.21301985,4.0,9.0,4.0
2251,3.0,2.0,0.16703224,7.0,1.0,7.0
2252,1.0,0.0,0.56457067,5.0,10.0,8.0
2253,2.0,2.0,0.8463962,6.0,2.0,0.0
2254,4.0,2.0,0.9295385,7.0,2.0,2.0
2255,2.0,2.0,0.39550328,2.0,3.0,7.0
2256,2.0,0.0,0.61152554,4.0,2.0,6.0
2257,3.0,0.0,0.24366319,5.0,3.0,3.0
2258,2.0,2.0,0.58257735,2.0,1.0,3.0
2259,1.0,3.0,0.814106,5.0,0.0,2.0
2260,2.0,2.0,0.3431294,2.0,9.0,2.0
2261,1.0,1.0,0.912469,5.0,0.0,0.0
2262,3.0,2.0,0.44651175,3.0,5.0,6.0
2263,4.0,1.0,0.029670715,1.0,1.0,3.0
2264,2.0,0.0,0.5921601,6.0,3.0,4.0
2265,9.0,0.0,0.95857453,3.0,12.0,9.0
2266,0.0,2.0,0.28745508,2.0,1.0,0.0
2267,1.0,0.0,0.23986578,3.0,5.0,2.0
2268,2.0,0.0,0.7077124,4.0,8.0,2.0
2269,8.0,2.0,0.6691909,3.0,2.0,4.0
2270,7.0,2.0,0.8327104,3.0,6.0,6.0
2271,1.0,0.0,0.71359265,3.0,4.0,2.0
2272,4.0,0.0,0.15635979,3.0,0.0,2.0
2273,4.0,3.0,0.06578708,5.0,2.0,2.0
2274,3.0,3.0,0.58263826,6.0,7.0,6.0
2275,5.0,2.0,0.945652,3.0,8.0,9.0
2276,3.0,0.0,0.9356983,3.0,0.0,2.0
2277,7.0,1.0,0.37708926,2.0,5.0,10.0
2278,6.0,0.0,0.0953151,2.0,4.0,3.0
2279,3.0,0.0,0.7780452,3.0,1.0,2.0
2280,0.0,3.0,0.48814213,6.0,11.0,5.0
2281,7.0,1.0,0.021446943,2.0,1.0,5.0
2282,9.0,1.0,0.99634063,5.0,4.0,5.0
2283,3.0,2.0,0.20172298,4.0,0.0,3.0
2284,3.0,2.0,0.6659976,2.0,4.0,6.0
2285,1.0,0.0,0.74884677,4.0,7.0,4.0
2286,5.0,1.0,0.55119944,6.0,3.0,8.0
2287,1.0,2.0,0.602244,5.0,4.0,6.0
2288,2.0,1.0,0.42226696,3.0,5.0,2.0
2289,2.0,0.0,0.011024833,4.0,2.0,8.0
2290,4.0,1.0,0.9392092,3.0,1.0,6.0
2291,5.0,0.0,0.7027687,3.0,1.0,2.0
2292,1.0,2.0,0.7762511,3.0,2.0,1.0
2293,0.0,2.0,0.609679,7.0,5.0,5.0
2294,2.0,2.0,0.3139249,3.0,12.0,4.0
2295,2.0,2.0,0.355165,3.0,0.0,5.0
2296,5.0,1.0,0.68767464,5.0,4.0,5.0
2297,2.0,3.0,0.028036118,2.0,0.0,9.0
2298,1.0,0.0,0.54374635,3.0,3.0,0.0
2299,5.0,2.0,0.2214241,9.0,3.0,8.0
2300,0.0,1.0,0.022945762,5.0,14.0,4.0
2301,4.0,1.0,0.43511188,3.0,6.0,3.0
2302,6.0,0.0,0.6981275,4.0,3.0,2.0
2303,2.0,0.0,0.9358138,4.0,5.0,3.0
2304,3.0,1.0,0.7550869,2.0,5.0,8.0
2305,4.0,1.0,0.23725057,6.0,4.0,1.0
2306,4.0,2.0,0.9533969,2.0,3.0,6.0
2307,2.0,2.0,0.27448034,6.0,1.0,2.0
2308,2.0,1.0,0.6747782,4.0,4.0,0.0
2309,1.0,0.0,0.017438173,1.0,1.0,2.0
2310,0.0,2.0,0.6029179,5.0,1.0,7.0
2311,3.0,2.0,0.1721369,3.0,3.0,6.0
2312,1.0,0.0,0.47192252,4.0,4.0,2.0
2313,0.0,2.0,0.30361605,4.0,6.0,1.0
2314,3.0,0.0,0.93375456,4.0,1.0,0.0
2315,4.0,2.0,0.88347137,5.0,1.0,9.0
2316,2.0,1.0,0.6061964,1.0,5.0,5.0
2317,3.0,1.0,0.8394816,2.0,0.0,3.0
2318,7.0,0.0,0.7208885,7.0,9.0,0.0
2319,4.0,1.0,0.073713064,3.0,0.0,4.0
2320,2.0,0.0,0.8252952,4.0,1.0,6.0
2321,4.0,0.0,0.20004702,3.0,4.0,1.0
2322,7.0,1.0,0.57953787,9.0,5.0,3.0
2323,2.0,1.0,0.55077195,7.0,5.0,7.0
2324,4.0,2.0,0.15997672,5.0,11.0,4.0
2325,5.0,1.0,0.36244643,4.0,2.0,5.0
2326,2.0,1.0,0.8727746,5.0,10.0,7.0
2327,2.0,2.0,0.6582546,2.0,5.0,2.0
2328,4.0,2.0,0.31323946,5.0,3.0,6.0
2329,3.0,2.0,0.21471429,3.0,3.0,1.0
2330,4.0,3.0,0.962711,3.0,4.0,1.0
