,years_experience,degree,nr_commits,nr_languages,nr_stars
3008,1.0,0.0,848.0,0.0,5.0
2814,1.0,0.0,852.0,0.0,1.0
3004,1.0,0.0,848.0,1.0,2.0
3949,2.0,1.0,848.0,7.0,2.0
2832,2.0,0.0,850.0,3.0,8.0
2120,3.0,0.0,845.0,6.0,2.0
3377,1.0,0.0,845.0,4.0,6.0
3810,1.0,2.0,850.0,0.0,1.0
2636,2.0,0.0,850.0,1.0,0.0
3018,1.0,0.0,847.0,2.0,5.0
3277,0.0,1.0,849.0,5.0,3.0
3722,2.0,1.0,850.0,11.0,2.0
3969,3.0,0.0,850.0,3.0,3.0
2613,0.0,0.0,854.0,1.0,6.0
3865,2.0,0.0,851.0,10.0,4.0
3349,1.0,0.0,849.0,6.0,6.0
3159,2.0,0.0,851.0,2.0,0.0
3738,1.0,0.0,844.0,1.0,5.0
2655,1.0,0.0,849.0,16.0,0.0
2985,1.0,0.0,850.0,5.0,4.0
3065,1.0,0.0,843.0,5.0,2.0
3608,1.0,0.0,850.0,1.0,3.0
3711,3.0,0.0,1860.0,5.0,2.0
3285,1.0,1.0,845.0,5.0,3.0
2127,1.0,1.0,842.0,13.0,10.0
3597,2.0,0.0,847.0,3.0,8.0
3441,2.0,0.0,852.0,2.0,3.0
3606,3.0,0.0,849.0,2.0,5.0
2444,2.0,2.0,850.0,1.0,3.0
3110,3.0,0.0,846.0,5.0,9.0
2058,1.0,1.0,850.0,5.0,5.0
2295,3.0,0.0,1857.0,0.0,4.0
2140,2.0,0.0,848.0,13.0,4.0
3553,1.0,1.0,847.0,0.0,4.0
3190,1.0,2.0,853.0,11.0,3.0
2472,3.0,0.0,846.0,1.0,1.0
2280,3.0,0.0,848.0,4.0,7.0
3706,2.0,0.0,855.0,10.0,0.0
2074,1.0,0.0,847.0,1.0,1.0
2969,2.0,0.0,850.0,2.0,4.0
2380,1.0,0.0,848.0,1.0,6.0
3169,1.0,0.0,849.0,3.0,8.0
2711,0.0,0.0,848.0,8.0,8.0
3926,1.0,0.0,848.0,3.0,1.0
2897,1.0,1.0,845.0,5.0,1.0
2530,1.0,0.0,846.0,3.0,3.0
2776,3.0,0.0,850.0,1.0,4.0
2062,0.0,0.0,848.0,4.0,2.0
2126,1.0,1.0,853.0,1.0,3.0
2768,2.0,0.0,848.0,2.0,3.0
2157,0.0,2.0,0.0,2.0,10.0
2018,3.0,0.0,1861.0,2.0,1.0
3502,0.0,2.0,853.0,4.0,10.0
3478,1.0,0.0,848.0,0.0,4.0
2516,0.0,0.0,847.0,2.0,4.0
3223,1.0,0.0,847.0,8.0,1.0
3632,1.0,0.0,844.0,1.0,5.0
2364,0.0,2.0,4.0,1.0,10.0
2727,3.0,0.0,852.0,8.0,2.0
2325,1.0,0.0,845.0,4.0,5.0
3929,2.0,0.0,848.0,6.0,5.0
3578,0.0,2.0,3.0,0.0,10.0
2724,2.0,1.0,849.0,6.0,3.0
3587,1.0,0.0,837.0,1.0,3.0
2625,2.0,0.0,849.0,7.0,7.0
2876,0.0,2.0,2.0,3.0,10.0
2865,2.0,1.0,1861.0,1.0,6.0
2787,0.0,1.0,849.0,3.0,4.0
