,years_experience,degree,nr_commits,nr_languages,nr_stars
3008,1.0,0.0,14.0,0.0,5.0
2814,1.0,0.0,13.0,0.0,1.0
3004,1.0,0.0,12.0,1.0,2.0
3949,2.0,1.0,21.0,7.0,2.0
2832,2.0,0.0,25.0,3.0,8.0
2120,3.0,0.0,32.0,6.0,2.0
3377,1.0,0.0,18.0,4.0,6.0
3810,1.0,2.0,17.0,0.0,1.0
2636,2.0,0.0,23.0,1.0,0.0
3018,1.0,0.0,12.0,2.0,5.0
3277,0.0,1.0,5.0,5.0,3.0
3722,2.0,1.0,25.0,11.0,2.0
3969,3.0,0.0,33.0,3.0,3.0
2613,0.0,0.0,8.0,1.0,6.0
3865,2.0,0.0,24.0,10.0,4.0
3349,1.0,0.0,11.0,6.0,6.0
3159,2.0,0.0,26.0,2.0,0.0
3738,1.0,0.0,13.0,1.0,5.0
2655,1.0,0.0,12.0,16.0,0.0
2985,1.0,0.0,13.0,5.0,4.0
3065,1.0,0.0,16.0,5.0,2.0
3608,1.0,0.0,12.0,1.0,3.0
3711,3.0,0.0,32.0,5.0,2.0
3285,1.0,1.0,15.0,5.0,3.0
2127,1.0,1.0,14.0,13.0,10.0
3597,2.0,0.0,26.0,3.0,8.0
3441,2.0,0.0,21.0,2.0,3.0
3606,3.0,0.0,33.0,2.0,5.0
2444,2.0,2.0,27.0,1.0,3.0
3110,3.0,0.0,38.0,5.0,9.0
2058,1.0,1.0,11.0,5.0,5.0
2295,3.0,0.0,32.0,0.0,4.0
2140,2.0,0.0,24.0,13.0,4.0
3553,1.0,1.0,12.0,0.0,4.0
3190,1.0,2.0,16.0,11.0,3.0
2472,3.0,0.0,34.0,1.0,1.0
2280,3.0,0.0,33.0,4.0,7.0
3706,2.0,0.0,24.0,10.0,0.0
2074,1.0,0.0,14.0,1.0,1.0
2969,2.0,0.0,23.0,2.0,4.0
2380,1.0,0.0,13.0,1.0,6.0
3169,1.0,0.0,13.0,3.0,8.0
2711,0.0,0.0,4.0,8.0,8.0
3926,1.0,0.0,17.0,3.0,1.0
2897,1.0,1.0,12.0,5.0,1.0
2530,1.0,0.0,15.0,3.0,3.0
2776,3.0,0.0,33.0,1.0,4.0
2062,0.0,0.0,1.0,4.0,2.0
2126,1.0,1.0,12.0,1.0,3.0
2768,2.0,0.0,22.0,2.0,3.0
2157,0.0,2.0,0.0,2.0,7.0
2018,3.0,0.0,34.0,2.0,1.0
3502,0.0,2.0,3.0,4.0,1.0
3478,1.0,0.0,14.0,0.0,4.0
2516,0.0,0.0,5.0,2.0,4.0
3223,1.0,0.0,15.0,8.0,1.0
3632,1.0,0.0,13.0,1.0,5.0
2364,0.0,2.0,8.0,1.0,1.0
2727,3.0,0.0,32.0,8.0,2.0
2325,1.0,0.0,18.0,4.0,5.0
3929,2.0,0.0,23.0,6.0,5.0
3578,0.0,2.0,6.0,0.0,8.0
2724,2.0,1.0,25.0,6.0,3.0
3587,1.0,0.0,14.0,1.0,3.0
2625,2.0,0.0,23.0,7.0,7.0
2876,0.0,2.0,2.0,3.0,4.0
2865,2.0,1.0,24.0,1.0,6.0
2787,0.0,1.0,1.0,3.0,4.0
2491,1.0,0.0,13.0,3.0,4.0
3771,2.0,0.0,26.0,2.0,4.0
3301,3.0,0.0,32.0,2.0,6.0
3429,3.0,0.0,37.0,2.0,5.0
2542,1.0,2.0,14.0,1.0,0.0
3849,1.0,0.0,15.0,5.0,0.0
3604,2.0,0.0,23.0,1.0,2.0
2805,1.0,1.0,13.0,0.0,5.0
2880,2.0,0.0,26.0,6.0,6.0
2955,2.0,0.0,26.0,18.0,4.0
3659,1.0,0.0,13.0,1.0,4.0
2604,1.0,0.0,14.0,2.0,1.0
2551,2.0,0.0,21.0,8.0,3.0
2959,2.0,0.0,25.0,11.0,1.0
3080,3.0,0.0,35.0,4.0,7.0
2085,3.0,0.0,33.0,0.0,2.0
2111,1.0,1.0,14.0,3.0,2.0
3380,1.0,3.0,13.0,2.0,2.0
3848,0.0,1.0,3.0,0.0,0.0
2395,1.0,1.0,16.0,1.0,11.0
3643,1.0,0.0,14.0,1.0,2.0
2748,1.0,1.0,18.0,4.0,6.0
2203,2.0,0.0,21.0,8.0,8.0
2290,0.0,1.0,6.0,3.0,0.0
3559,2.0,0.0,26.0,3.0,4.0
2712,1.0,0.0,13.0,3.0,4.0
3447,3.0,0.0,39.0,2.0,2.0
2980,3.0,0.0,43.0,2.0,10.0
2691,3.0,0.0,32.0,4.0,0.0
3806,2.0,1.0,24.0,0.0,5.0
2550,0.0,0.0,3.0,4.0,10.0
2024,2.0,1.0,24.0,0.0,4.0
2753,3.0,0.0,34.0,1.0,12.0
3076,3.0,0.0,32.0,2.0,11.0
3085,2.0,1.0,23.0,0.0,8.0
3280,1.0,0.0,13.0,14.0,1.0
3005,2.0,0.0,22.0,9.0,1.0
2159,1.0,0.0,12.0,2.0,6.0
3874,0.0,0.0,6.0,0.0,1.0
3350,2.0,0.0,28.0,2.0,3.0
2288,1.0,0.0,18.0,1.0,3.0
2999,4.0,0.0,46.0,5.0,6.0
3770,1.0,0.0,16.0,3.0,0.0
2060,5.0,0.0,50.0,5.0,2.0
3245,2.0,0.0,26.0,5.0,6.0
3156,3.0,0.0,33.0,0.0,6.0
2878,1.0,0.0,12.0,0.0,6.0
2305,3.0,0.0,33.0,0.0,3.0
3548,0.0,1.0,1.0,9.0,2.0
3794,1.0,1.0,13.0,7.0,9.0
2276,1.0,0.0,13.0,2.0,7.0
2621,1.0,0.0,12.0,3.0,1.0
3099,2.0,0.0,22.0,2.0,8.0
3254,3.0,0.0,34.0,7.0,3.0
3681,0.0,2.0,4.0,4.0,5.0
2580,1.0,0.0,17.0,2.0,3.0
3616,2.0,0.0,25.0,5.0,2.0
2266,2.0,1.0,27.0,5.0,8.0
2251,1.0,0.0,15.0,1.0,8.0
2410,3.0,0.0,33.0,5.0,4.0
