,senior-level_skill
3039,0.0
2524,0.0
2651,0.0
3126,0.0
3653,0.0
2186,0.0
2469,0.0
3182,0.0
2852,0.0
2798,0.0
2658,0.0
3641,0.0
3516,0.0
2036,0.0
3428,0.0
2013,0.0
2044,0.0
3211,0.0
3834,0.0
2917,0.0
3108,0.0
3750,0.0
3777,0.0
2246,0.0
3642,0.0
2190,0.0
3307,0.0
2840,0.0
3732,0.0
3870,0.0
3296,0.0
3371,0.0
2448,0.0
3221,0.0
3125,0.0
3407,0.0
3347,0.0
3919,0.0
3198,0.0
3570,0.0
3340,0.0
2539,0.0
2384,0.0
3424,0.0
2992,0.0
2410,0.0
2071,0.0
3467,0.0
3453,0.0
2419,0.0
2061,0.0
3157,0.0
3621,0.0
2676,0.0
2873,0.0
3681,0.0
2466,0.0
3257,0.0
3797,0.0
3654,0.0
3817,0.0
3706,0.0
3228,0.0
2367,0.0
3743,0.0
2493,0.0
2269,0.0
2003,0.0
2018,0.0
3477,0.0
3922,0.0
3667,0.0
2506,0.0
2361,0.0
3350,0.0
2155,0.0
3708,0.0
2640,0.0
3264,0.0
3506,0.0
3318,0.0
3592,0.0
2549,0.0
3836,0.0
3401,0.0
3802,0.0
3504,0.0
2139,0.0
3736,0.0
3385,0.0
3501,0.0
2238,0.0
2542,0.0
3180,0.0
3073,0.0
3657,0.0
2728,0.0
2973,0.0
2324,0.0
2997,0.0
2355,0.0
3945,0.0
2031,0.0
2792,0.0
2622,0.0
3261,0.0
3439,0.0
3858,0.0
2584,0.0
2074,0.0
2462,0.0
3938,0.0
3238,0.0
3623,0.0
2812,0.0
3776,0.0
2955,0.0
2145,0.0
3289,0.0
2224,0.0
3883,0.0
2693,0.0
3722,0.0
2392,0.0
2739,0.0
2602,0.0
2076,0.0
3247,0.0
3508,0.0
3480,0.0
3224,0.0
2402,0.0
2741,0.0
3294,0.0
2571,0.0
3651,0.0
3673,0.0
2336,0.0
2095,0.0
3996,0.0
2947,0.0
3771,0.0
2807,0.0
2103,0.0
2878,0.0
3341,0.0
2920,0.0
3783,0.0
2331,0.0
2936,0.0
2487,0.0
3258,0.0
2977,0.0
3249,0.0
3093,0.0
2847,0.0
3498,0.0
2268,0.0
2455,0.0
2511,0.0
2048,0.0
2682,0.0
3983,0.0
2976,0.0
3814,0.0
3665,0.0
2975,0.0
3427,0.0
2930,0.0
3992,0.0
2686,0.0
3236,0.0
3408,0.0
3645,0.0
3760,0.0
3551,0.0
3627,0.0
3917,0.0
2389,0.0
3898,0.0
3811,0.0
3018,0.0
3772,0.0
2385,0.0
3442,0.0
2491,0.0
3912,0.0
3552,0.0
2789,0.0
3590,0.0
3639,0.0
2138,0.0
3613,0.0
3028,0.0
2783,0.0
3622,0.0
3160,0.0
3079,0.0
3638,0.0
2899,0.0
