,years_experience,degree,nr_commits,nr_languages,nr_stars
3039,2.0,0.0,1861.0,16.0,7.0
2524,1.0,0.0,842.0,4.0,6.0
2651,3.0,0.0,844.0,11.0,3.0
3126,3.0,0.0,843.0,3.0,1.0
3653,3.0,0.0,855.0,4.0,4.0
2186,1.0,1.0,847.0,6.0,6.0
2469,2.0,0.0,850.0,0.0,6.0
3182,1.0,0.0,850.0,1.0,0.0
2852,3.0,0.0,1859.0,0.0,9.0
2798,1.0,1.0,850.0,10.0,3.0
2658,1.0,1.0,852.0,1.0,4.0
3641,1.0,0.0,848.0,4.0,1.0
3516,2.0,0.0,850.0,2.0,8.0
2036,0.0,0.0,847.0,2.0,2.0
3428,2.0,1.0,849.0,0.0,2.0
2013,1.0,0.0,845.0,4.0,2.0
2044,1.0,0.0,849.0,2.0,8.0
3211,1.0,1.0,849.0,3.0,3.0
3834,2.0,0.0,854.0,6.0,2.0
2917,2.0,1.0,1857.0,0.0,4.0
3108,2.0,1.0,854.0,5.0,6.0
3750,1.0,0.0,848.0,2.0,3.0
3777,1.0,0.0,848.0,3.0,1.0
2246,1.0,0.0,849.0,7.0,5.0
3642,2.0,1.0,844.0,3.0,0.0
2190,1.0,1.0,848.0,1.0,5.0
3307,1.0,0.0,850.0,4.0,1.0
2840,0.0,0.0,849.0,3.0,3.0
3732,0.0,1.0,843.0,1.0,6.0
3870,0.0,0.0,852.0,3.0,6.0
3296,1.0,0.0,849.0,2.0,4.0
3371,1.0,0.0,840.0,6.0,3.0
2448,3.0,0.0,843.0,5.0,6.0
3221,3.0,0.0,844.0,6.0,6.0
3125,3.0,0.0,1856.0,3.0,6.0
3407,2.0,0.0,846.0,4.0,0.0
3347,2.0,0.0,852.0,0.0,8.0
3919,0.0,0.0,847.0,0.0,6.0
3198,1.0,0.0,853.0,10.0,2.0
3570,1.0,0.0,847.0,0.0,6.0
3340,0.0,0.0,853.0,5.0,4.0
2539,2.0,0.0,1855.0,3.0,0.0
2384,3.0,0.0,1862.0,2.0,7.0
3424,0.0,2.0,845.0,4.0,3.0
2992,1.0,2.0,851.0,4.0,6.0
2410,4.0,0.0,2865.0,7.0,5.0
2071,1.0,0.0,848.0,4.0,4.0
3467,2.0,0.0,1859.0,2.0,6.0
3453,1.0,0.0,847.0,4.0,1.0
2419,2.0,0.0,848.0,1.0,3.0
2061,1.0,0.0,854.0,2.0,5.0
3157,0.0,2.0,848.0,7.0,6.0
3621,0.0,1.0,854.0,2.0,5.0
2676,2.0,0.0,846.0,4.0,4.0
2873,1.0,1.0,854.0,2.0,8.0
3681,1.0,0.0,850.0,14.0,5.0
2466,2.0,1.0,849.0,1.0,5.0
3257,2.0,0.0,848.0,7.0,5.0
3797,1.0,0.0,846.0,6.0,5.0
3654,1.0,0.0,846.0,14.0,4.0
