,senior-level_skill
2358,1.0
2018,1.0
2988,1.0
3746,1.0
2985,1.0
2185,1.0
3542,0.0
2970,1.0
2800,1.0
3586,1.0
2904,1.0
2289,1.0
2803,1.0
3237,1.0
3182,1.0
3298,1.0
2590,1.0
3118,0.0
2496,0.0
3851,1.0
2742,1.0
3882,1.0
3932,1.0
2138,1.0
3392,1.0
2087,1.0
3221,1.0
2588,1.0
3949,1.0
2900,1.0
2719,1.0
3897,1.0
3148,1.0
3699,1.0
2725,1.0
2551,1.0
3258,1.0
3291,0.0
3503,1.0
2382,1.0
3288,1.0
3004,1.0
2533,1.0
2976,1.0
2328,1.0
2717,1.0
3312,1.0
3422,1.0
2440,1.0
2354,0.0
3154,1.0
3638,1.0
3646,1.0
2187,1.0
3510,1.0
2972,1.0
3662,1.0
3366,1.0
2463,1.0
2602,1.0
3059,1.0
2776,1.0
2869,1.0
3648,1.0
3830,1.0
3139,1.0
2259,1.0
3351,1.0
2628,1.0
3347,0.0
3064,1.0
2006,1.0
2771,0.0
2282,1.0
3048,1.0
3285,1.0
2413,1.0
2980,1.0
2053,1.0
2061,1.0
3957,1.0
3513,0.0
2175,1.0
2837,1.0
3705,1.0
3886,1.0
3751,1.0
3420,1.0
2531,1.0
3361,1.0
2245,1.0
3506,0.0
3045,1.0
3098,1.0
3136,0.0
3564,1.0
3613,1.0
3474,1.0
2083,1.0
3179,1.0
2144,1.0
2034,1.0
3529,1.0
3189,1.0
3784,1.0
2636,1.0
2011,1.0
3115,1.0
2261,1.0
3292,1.0
3077,1.0
3443,1.0
2416,0.0
3864,1.0
2360,1.0
3364,1.0
2167,1.0
2872,0.0
3879,1.0
2850,1.0
3909,1.0
3131,1.0
2165,1.0
2139,1.0
3418,1.0
2451,1.0
3208,1.0
3588,1.0
2947,1.0
3544,1.0
3218,1.0
2568,1.0
3120,1.0
2755,1.0
3161,1.0
2380,1.0
3939,0.0
3946,1.0
3497,1.0
2323,1.0
2014,1.0
2955,1.0
2899,1.0
2660,1.0
2645,1.0
3026,1.0
3097,1.0
2770,0.0
2931,1.0
3558,1.0
3759,1.0
3643,1.0
2852,1.0
3875,1.0
2794,1.0
3227,0.0
2874,1.0
2747,1.0
2994,1.0
2511,1.0
2866,1.0
3272,1.0
2063,1.0
3900,1.0
3847,1.0
2665,1.0
3703,1.0
2958,0.0
2739,0.0
2096,1.0
2948,1.0
3940,1.0
2555,1.0
3859,1.0
3282,0.0
2387,1.0
3942,1.0
2922,1.0
3447,1.0
3527,1.0
3861,1.0
2304,1.0
3593,1.0
2162,1.0
3467,1.0
3962,0.0
2934,1.0
3634,1.0
3590,1.0
2433,1.0
3921,1.0
2732,1.0
3763,1.0
3008,1.0
2797,1.0
3850,1.0
2111,1.0
2729,1.0
3984,1.0
2993,1.0
